"mkm5d_gtv_wavelet.HHL_firstorder_Mean_250","mkm5d_gtv_wavelet.HHH_glcm_ClusterShade_250","mkm5d_gtv_lbp.3D.m2_firstorder_Maximum_250","mkm5d_gtv_wavelet.LHH_firstorder_Skewness_248","mkm5d_gtv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_248","mkm5d_gtv_lbp.3D.m1_glcm_ClusterShade_245","mkm5d_gtv_lbp.3D.k_firstorder_Kurtosis_237","mkm5d_gtv_log.sigma.2.0.mm.3D_firstorder_Kurtosis_235","mkm5d_gtv_lbp.3D.k_glcm_ClusterShade_226","sub"
0.440083000104057,0.289211297335162,0.144140955087466,0.108719902237419,-0.194726525576922,-0.587698748765837,-0.344856322333743,-0.21569544423901,-0.555650885745956,1085983
0.411613260904939,0.066529927200454,0.181436870146198,-0.138349396036393,-0.182225900117043,-0.281847995192019,-0.388071339988646,-0.220513557188862,-0.185643316866275,1125173
-3.14105772986934,-3.35126752455046,-0.887694666394082,0.208236632454295,-0.195261689951345,-0.230297788681781,0.00614859917244537,-0.507821957579443,1.63560260556949,1154608
0.245767465260016,0.0166248913851171,0.144140955087466,-0.25136324047468,-0.0605861746286073,-0.860020542668025,0.784447622475382,-0.334316910891141,-0.0468599034824787,1181124
1.51433333302683,-0.135148798021766,0.144140955087466,-0.133983852184687,-0.191989124601686,0.66936845184488,-0.760132684543123,-0.506432879663683,-0.828229391284667,1183075
1.19219244760736,-0.364712047001645,0.144140955087466,-0.551771224699527,-0.133959595280845,-0.957088950620748,1.1292397200629,0.0257542511449987,1.31122842624039,1232870
0.317018219859579,-0.000108063696548045,0.233614791327345,-0.41432707090047,-0.186911649227923,-0.107068765840091,-0.39108913774841,-0.142572830166208,-0.225161555580112,1279943
-0.163193476102651,-0.00582576058452223,0.144140955087466,-0.37550747207348,-0.194634108888005,0.376102579914294,0.936811542546983,-0.572994475788285,1.16509924126785,1329352
-0.097416193939708,0.0219025007323198,0.144140955087466,-0.422981872512511,-0.182394298864115,0.030943090571258,0.224264171324081,-0.324927956930779,-1.10050468137665,1330263
1.23972386392716,0.711975106107061,-8.43696756383743,0.0832518604225968,-0.194282578871906,1.56483305395595,-0.97212554123187,-0.556308118891687,-1.75665865471361,1364384
0.760955511581204,0.441332361384663,0.144140955087466,0.177265176673696,-0.194247929085998,2.61619898433971,-0.512672356302106,-0.609454928978201,0.880605368589204,1386095
0.0372370346241215,0.202436961189173,0.233614791327345,-0.170006003077244,-0.195446236555104,0.535410831486699,-0.137311602876057,4.55947465398851,-0.828472523222578,1458656
0.261791216261413,0.00469170491104245,0.144140955087466,0.14408314522656,-0.0705508207075315,-0.40211329084763,-0.382798939239301,-0.573583131909831,-0.368709845273308,1485662
0.492525915910187,0.0768195260494305,-0.740974876503062,-0.294360922474118,-0.0858342110461652,-0.392017181205123,0.414941695495978,-0.521453519627517,-0.872099685876449,1497807
0.0563875455633533,0.108852980836871,0.181436870146198,-1.6514522489384,-0.1755527481376,-0.0224015718491982,-0.203102692364499,-0.0501053078341624,-0.0656948790323047,1501387
