"mkm6d_ptv4_wavelet.HHH_firstorder_Median_250","mkm6d_ptv4_wavelet.LHH_firstorder_Skewness_241","mkm6d_ptv4_lbp.3D.m2_firstorder_Maximum_241","mkm6d_ptv4_wavelet.HHL_firstorder_Skewness_237","mkm6d_ptv4_lbp.3D.m2_glcm_ClusterShade_231","mkm6d_ptv4_wavelet.LHH_gldm_LargeDependenceHighGrayLevelEmphasis_228","mkm6d_ptv4_wavelet.HLH_firstorder_Median_228","mkm6d_ptv4_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_228","sub"
0.0327399860087424,-2.14939070105723,-0.557662248931996,-0.768885161996984,0.683325774287356,-0.518636877263218,0.529272587771443,0.191296441564642,1085983
-1.00277636119386,1.18341116708974,-0.327614364470739,-1.08551628442351,0.00211410584839807,0.398809478055711,1.86971629870449,-0.963936674401961,1125173
0.797540531046987,-0.350688944433102,1.7173849096567,-1.64879483732435,0.193545276502139,-0.61317610537237,-0.0522201103615106,1.76812212712984,1154608
-0.196313361665394,-0.718765312408621,-0.557662248931996,1.92281293596202,0.975124972925513,0.240971703053056,0.255134187700396,-0.349590465672217,1181124
0.639515415079779,-0.866177556881859,-0.557662248931996,2.81747905524904,-2.20862763026139,-0.598644044007446,-2.4974454014317,-0.283605779516168,1183075
-0.695146306170542,2.14271719055782,-0.557662248931996,1.19961335471898,-0.64123647778995,-0.836020209251967,1.74389419436514,2.33886545816524,1232870
-0.519033306552663,-1.19340037642525,-0.327614364470739,-0.614395679998622,0.85995933235632,0.455400941963916,0.848015803439477,0.305332662044388,1279943
-0.306546746682368,-0.108383132901417,-0.557662248931996,-0.128874330881186,-0.666854623817879,1.40914456173172,1.31407965650388,-0.474245210460791,1329352
0.427620002214757,-0.0641104134925362,-0.557662248931996,-0.510228748768701,-0.97804520407952,0.046177835181263,-0.667402215876931,1.26960863978535,1330263
0.377222168025148,-0.0847088852234838,1.22390601579092,-0.527572647286575,-1.7799709700248,-0.163348228132318,0.053800854662528,-0.155066582969467,1364384
0.685482994501765,-0.52740904041892,-0.557662248931996,-1.10785096888727,-1.28472483613076,-0.72129976486796,-0.955029860920767,0.66948103535648,1386095
0.441589723934035,-0.900737268723084,-0.327614364470739,-1.64016554028374,-0.514401112944721,0.150448538820408,-0.50316313335505,-0.882036541023326,1458656
-0.107906717842067,0.19626708921266,-0.327614364470739,0.51432582772913,-0.543379188528875,-0.183801328944789,0.366276104281834,-1.18442129203305,1485662
0.189489143526863,0.138258415001681,1.06711565461875,0.733708832391846,-0.00392780314951326,-0.535786315906173,1.08803381841218,-0.363592528084235,1497807
0.481724679734951,-0.70950768093445,-0.298850434893503,-0.119255916883326,1.40541959700092,-0.291655408567867,-0.705794911526552,0.0916361136634055,1501387
