"lemm_ptv_m030_250","lemm_ptv_m012_249","lemm_ptv_m300_248","lemm_ptv_gradx_247","lemm_ptv_m210_240","lemm_ptv_sphericity_240","lemm_ptv_m002_236","sub"
-0.0356298042163078,-0.182581729559009,-0.132025438530886,-1.64513850728204,0.098440029783506,1.34560370428236,-0.585041179268853,1085983
-0.0488879596124296,0.0220642972271836,-0.298185853392579,0.623275980964165,-0.0474640357328891,0.024050352039651,-0.28801353183658,1125173
-0.351974794223946,-0.152515645667602,0.35533833201053,-0.655784984328086,0.311849048234796,0.229570681983604,-1.10938317991899,1154608
0.0675116726430124,-0.234302463411702,-0.137799479010775,1.47287858981092,-0.0600617530498751,0.29547596370533,-0.592538015918159,1181124
-0.104441539082102,0.731492417262494,0.250692905483799,0.201059371528399,-1.48401683255554,0.00834053141652555,-0.14363066953927,1183075
-0.0982071995502677,-0.154554894659151,-0.815576955142554,-0.737591793737278,0.229715678010314,1.4039468098273,0.1437525122333,1232870
0.0763615787924556,-0.404884813403511,0.240177539448493,-0.123027310236341,-0.0914399519977866,0.820949974523074,-0.174492871266613,1279943
-0.659747148247544,-0.0419684070129692,1.67147714200983,0.444726581331255,0.819716648870498,-1.13105042635617,0.133838590152931,1329352
0.112621662692618,-0.259637220794158,0.630603634885924,-0.69369697815782,1.4303815103716,-1.08729753063574,-1.20457682486345,1330263
-0.0801959673904516,0.0495842119587871,0.351312956890483,-0.975016224904038,-0.378335967406816,1.03723834674589,-0.585469477944685,1364384
0.0653070054892375,-0.139928528603546,0.35299961051058,-2.04136068917005,-0.216529651917379,0.106464412565748,-0.802281014490276,1386095
-0.436070602977105,0.0127458147995254,3.67499338455243,-0.576586860141062,1.14566374489024,-1.31593161271305,-0.505723318758715,1458656
-0.222855749556513,0.284814034587208,-0.389750661932371,0.107147196233885,0.374120274811462,-0.0408825272525968,0.0868083907584592,1485662
-0.0191615394016725,0.0271668332358103,0.0383832367144799,-0.101080087098494,-0.313381344010182,0.00304698608416291,-0.496334749018706,1497807
