"mkm7d_gtv_wavelet.HHL_firstorder_Mean_250","mkm7d_gtv_lbp.3D.m2_firstorder_Maximum_250","mkm7d_gtv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_247","mkm7d_gtv_wavelet.LHH_firstorder_Skewness_246","mkm7d_gtv_wavelet.HHH_glcm_ClusterShade_243","mkm7d_gtv_lbp.3D.k_firstorder_Kurtosis_238","mkm7d_gtv_lbp.3D.k_glszm_SizeZoneNonUniformityNormalized_228","sub"
0.443661480099808,0.131103867198355,-0.221372353042206,0.122345686821816,0.207493165821138,-0.281866911914368,-0.617586150467894,1085983
0.414802451160534,0.225854502818604,-0.201130252464736,-0.148041722047554,0.0814043570651641,-0.45559080178575,-0.521554424587981,1125173
-3.17372246749319,-0.961585181350747,-0.222688536537008,0.201768397652277,-3.50732154472751,0.277768746161286,-1.51636022233652,1154608
0.258441787296652,0.131103867198355,-0.0711768302081308,-0.285312068642163,0.110217256766379,0.59059920877315,0.272536121440004,1181124
1.47691602235127,0.131103867198355,-0.219670640126839,-0.144494312781216,-0.41080881474985,-0.869109731507009,-0.774354554703394,1183075
1.17981428863413,0.131103867198355,-0.125688785877899,-0.570896831747251,-0.209112183659601,1.10382175667271,-0.0400190569378619,1232870
0.324142677677797,0.225854502818604,-0.201501677192278,-0.405370899456317,0.0942998727894825,-0.406036634078068,-0.361569037809692,1279943
-0.173877004664841,0.131103867198355,-0.221731330969299,-0.36724402863527,0.0108072554287683,1.67157633898402,1.18155856395435,1329352
-0.087109486289681,0.131103867198355,-0.199367445378227,-0.422353514226869,0.0485759675083397,0.314998543707589,0.632755555804264,1330263
1.10064571319556,-8.8085085555082,-0.222114666218393,0.0255742237209645,0.860320905575729,-1.14749948261428,-2.00906362121324,1364384
0.734306783355531,0.131103867198355,-0.221927056893542,0.13278706672768,0.208744681172926,-0.516404525193452,2.53741763282759,1386095
0.0345795239733883,0.225854502818604,-0.22247607394048,-0.208853659945749,0.263509158834227,-0.131085788915049,-0.21063607837736,1458656
0.261991157180256,0.131103867198355,-0.0564167497508134,0.151091005695037,0.00604241323702692,-0.263718354239374,0.762248354985121,1485662
0.495295131024216,0.131103867198355,-0.0445281211719436,-0.295584235187856,0.045988596093644,0.206979224530538,2.40066923878402,1497807
0.059668560287697,0.17059934214792,-0.193083838033367,-1.71418815698945,0.125816850690153,-0.334373195089318,-0.552578737640249,1501387
-3.36748798136041,0.131103867198355,-0.222494022572538,-2.31680790359428,0.395886841859961,0.216447816543964,0.16775521311392,1518948
-0.0100684908535127,0.131103867198355,-0.219591597385618,-0.456882498540831,0.841598416599511,0.717941675646681,-0.489045852665364,1526417
0.525626971206589,0.225854502818604,-0.222542112515298,0.538862210525039,-2.55886193669952,-0.69994781468082,-0.0838787735871801,1565177
0.313766205054448,0.1727984913531,2.27044629365633,2.34155226081092,0.103579235128184,1.26280718734547,0.376942073981409,1606693
0.106970501543902,0.17059934214792,0.0922717553302352,-0.0140788523507052,0.0853821656823876,-0.572115503251568,-0.0635658259036938,1612262
-0.20534476168797,0.131103867198355,-0.207936852680841,0.539920646785727,0.227541242703922,-0.0535704221321891,-0.562753854938657,1614566
-0.016449359296675,0.131103867198355,1.13657517253724,-0.724574038886898,0.0866910496981552,-0.91741263071887,-1.52712888841763,1644034
0.236554206094898,0.225854502818604,-0.22159758864916,-0.0155772257396099,0.264075062189095,-0.933253756229518,-0.352441190029924,1668599
3.75248929627716,0.131103867198355,-0.223319427721592,-0.148559602884413,-3.16518927902103,-0.320814329672842,2.1691605587533,1671370
