"mkm9d_ptv4_lbp.3D.m2_firstorder_Maximum_248","mkm9d_ptv4_wavelet.HHH_firstorder_Median_244","mkm9d_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_236","mkm9d_ptv4_wavelet.HHH_glcm_ClusterShade_234","mkm9d_ptv4_wavelet.HHH_glszm_SmallAreaEmphasis_232","mkm9d_ptv4_lbp.3D.k_glcm_DifferenceEntropy_232","mkm9d_ptv4_wavelet.LHH_firstorder_Median_231","mkm9d_ptv4_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_230","mkm9d_ptv4_wavelet.LHH_firstorder_Skewness_228","mkm9d_ptv4_wavelet.HHL_firstorder_Skewness_227","mkm9d_ptv4_lbp.3D.k_glrlm_RunEntropy_227","sub"
-0.533736469262826,0.0428097775983263,-0.241018700706119,0.332715174891684,0.674326331967815,-0.965615126029672,1.22204268216535,0.30528617630838,-2.13707067255166,-0.786617926326624,-0.155085123703025,1085983
-0.324458538085434,-1.00778966818342,-0.342548296439375,0.390550022177651,-2.80081392182153,1.15815136198961,0.344973049225078,-1.03333623702535,1.21416402542611,-1.07702674045014,0.85645158503428,1125173
1.53590726510775,1.01291283020772,-0.284070209118567,0.288989642688732,0.511477113581532,-3.35468413596129,-0.397911144703201,2.50566901940463,-0.553155802797902,-1.47762246486895,-3.05509733248271,1154608
-0.533736469262826,-0.159928987707768,-0.299474186991087,-0.620599870945356,0.139589874141312,-1.64891408435104,0.339535891955184,2.37079367391803,-0.598610184891415,1.99904639098637,-0.819366970209483,1181124
-0.533736469262826,0.351570721941762,-0.331115350276301,-0.248172261527661,-0.0529414689151594,-0.274232056948893,1.11887182172821,-0.249448264268204,-0.794162699802757,2.88287736849415,-0.68658059891027,1183075
-0.533736469262826,-0.889488594045358,-0.145363667410526,0.206405522700356,0.292832868476876,0.176545662583763,0.914496502917585,2.65483869106366,2.30171067552836,1.24281926806943,0.193888543653886,1232870
-0.324458538085434,-0.563254702491424,-0.121422689558002,0.326502237630736,-0.483423716580045,-0.0173445437122782,0.475771910018056,0.44448580461464,-1.16842034358622,-0.62567497636576,0.50594580152812,1279943
-0.533736469262826,-0.393360130737003,-0.324317480860601,-4.21001388628776,0.983659805731441,-0.358646916633733,0.408709914085169,-0.545095172254818,-0.0585997209674995,-0.0779384632329402,0.364465536491038,1329352
-0.533736469262826,0.304935935540621,0.0586108857841363,0.374168496356944,0.11482284343914,-0.663719952426299,0.164125431807962,1.60364959528592,-0.245438501507667,-0.48604530100112,0.265182388401019,1330263
0.341801360545756,-0.0154455225770342,-0.337910915802156,-1.22891017524357,0.237441355198592,-0.428190941285045,-0.645786766014871,-0.0870971847113023,-0.294806679449808,-0.474676877794976,2.78584075340204,1364384
-0.533736469262826,0.670600481864074,-0.313066057896916,0.916514725515272,0.738942399320239,-0.79985931102027,0.337622625797611,1.04256320164571,-0.602011141896613,-1.12464048676042,-0.433993635873403,1386095
-0.446501895750929,0.206729009496607,-0.35104977237862,1.0098325433452,-0.506144671059552,0.566984299202833,-0.303636280851844,-0.998039456697573,-0.909791501951715,-1.65160207911082,0.298841814611261,1458656
-0.446501895750929,-0.184906222355818,-0.18424185408957,0.257880101674838,-0.927421669370621,0.476233113687721,0.231999463918114,-1.30456955105853,0.174237180839977,0.51556526736936,-0.0744260900035619,1485662
1.24123927514591,0.24891719658144,-0.275605705655267,-0.302573737311093,-0.000299254252198824,-1.09350724358613,-0.302805231545446,-0.293932594491145,0.0808062110374941,0.799647118376304,-1.6672219868872,1497807
-0.324458538085434,0.755174133968413,-0.337327930879636,0.387100819138681,-3.0285740883505,0.0259724167074872,0.284938104108839,0.213483576664985,-0.604313093500627,-0.0612145441656023,-0.525646645611355,1501387
-0.533736469262826,-0.250097295584742,-0.325500090381387,0.463120138448383,-0.579936981859523,-2.78588548328524,0.933211099775709,-0.135034364288553,-0.566578411319167,-1.55411446827761,-1.98626680451054,1518948
-0.533736469262826,-0.214140319057774,-0.319671484095907,0.211769282132297,0.491032354550344,-0.569616393086947,0.0536943762604934,0.078869234056149,-1.22171125990611,0.692133122512918,-0.066790336756166,1526417
2.75398885751351,0.624164542554841,-0.341727227814646,-0.24346772828506,0.0327015210374176,0.242785144919763,-0.0781955169012936,-1.18209359177648,-0.932461158258697,-0.0926242661126788,0.362265954762875,1565177
-0.169968322745745,-0.221004314064735,2.81724946784526,0.397490179669713,0.053511727041912,-1.3526582565441,0.780193772696402,-0.142609140506841,-0.422783338631759,-1.27920823575464,-0.776333633258202,1606693
