"mkm8d_ctv_lbp.3D.k_glcm_ClusterShade_239","mkm8d_ctv_wavelet.HHH_firstorder_Skewness_235","mkm8d_ctv_wavelet.HHH_glcm_ClusterShade_229","mkm8d_ctv_lbp.3D.m2_glcm_ClusterShade_229","sub"
-0.480251541492552,-0.103990142395918,-0.178742637278603,0.500720340243082,1085983
-0.237024517787079,0.449884124835841,-0.0376247091934047,-0.283395478596158,1125173
2.56808164947707,-0.386122360624479,-1.05317182042747,-2.8174218867631,1154608
-0.256069490349931,0.0145393756467545,-0.0217988119379319,0.528152669153757,1181124
-0.737903752441441,-0.108563966925502,-0.165103287086733,-0.586862271461418,1183075
2.91827076330418,0.307420939307274,-0.0688141625118037,0.350782228870861,1232870
-0.352896587663332,-0.0169789772990651,-0.140878161898997,0.705714421065159,1279943
0.83011475281045,-0.359823517891488,-0.0635627644973947,-0.907588874513472,1329352
0.622598149921744,0.0128738385973784,-0.0663388517952667,-0.784107837403973,1330263
-1.18577665037847,-0.316669424899973,-0.140439228122641,-1.48283872943354,1364384
3.47463981866024,-0.805043206929511,-1.29416036073677,-1.36579459589029,1386095
-0.694688549974533,0.212928911235392,0.0444379316468776,-0.653196211537009,1458656
-0.518066183494307,-0.251888830758232,-0.0828082034325571,-0.64648899284423,1485662
-0.888490944399528,-1.00973220109702,-0.301837019110005,-0.0706756935600716,1497807
-0.406613248618514,-0.0987676346105432,-0.081871598742891,-0.10841521868206,1501387
-0.432666773480928,0.0929298799691161,-0.0152493284352426,1.17142393650812,1518948
-0.751726342500168,0.462008503357731,0.415089094349894,-0.209937255385662,1526417
0.167451242422139,-0.717679231210107,-1.43151180460025,0.530834191727409,1565177
-0.430814021792194,0.415913602233309,-0.0544664137797792,0.164520182276234,1606693
-0.343842865103646,0.119713895069318,-0.055645983881476,0.982324539260873,1612262
-0.758913789086626,-0.884320612195033,0.0106106838348386,0.450018463553026,1614566
-1.04094194564017,0.583837910464141,-0.0454751748564988,0.516418021258452,1644034
-1.04093702663187,0.0870729316502746,-0.2077031685659,0.141085377121492,1668599
0.688694676793244,0.0881603222273446,0.0947724605919357,1.17123611163451,1671370
-1.14989168440314,-0.514151167237871,-1.10046883744184,-1.00773912783963,1684230
-0.934993735933111,-0.00282890025917328,-0.104040736470418,-0.0881127447681922,1692385
0.224432422308302,8.07904154341627,0.931951939811427,0.0684436178166076,1720713
-0.513319203473846,0.150593015800491,-0.0758374808254895,-0.328282338820189,1738800
1.67779526125786,0.07246582766572,-0.0098625896342983,-0.906261847607945,1740845
0.249009593335342,0.3396033604023,0.851344778229697,-0.578336069480444,1742294
-1.4188929164323,1.03250006757229,1.50399688115312,-0.352467781291507,1767700
-0.298601535656874,1.18481530346754,0.0449530179045077,0.768949371663071,1768972
-0.37003741519094,0.271651339732735,-0.162410709958327,0.889642399826884,1889409
0.507893942158718,-2.17337276870151,-0.0848865517666838,0.384448097119614,1915938
0.102731818099417,-0.0394899452564253,-0.0936249706670128,-1.52114666132233,1916742
-0.769536246573726,0.298732990404456,-0.0388064592936088,0.48022295114905,1919296
-0.924094854842198,0.382643068373927,-0.0816795174222057,-0.854136324625755,1926770
1.1688135894616,-2.14883117831365,-1.26418312003813,1.07589789248428,1938156
0.644814054556225,-0.0750626069620606,-0.051541805435195,-0.451616283696458,1938561
0.154476752285372,0.346849907234306,-0.0519723479943178,-0.804313733103889,1966316
-1.14159211749765,-0.16385161140762,-0.0410376894628381,0.902462482662579,1967281
-1.39517049395423,3.01884454088434,-0.0371387081149748,-0.260808618917222,1973544
0.0813987633263504,-0.241440056949032,-0.438231102367337,0.615082916166875,1975401
0.116330737038319,0.0639228841529235,-0.0442639849215429,-1.69395919352186,1976407
-0.563281586002747,-0.0436149297860201,-0.0961883535489248,0.642892049720979,1978972
