"mkm9d_ptv4_lbp.3D.k_glcm_DifferenceEntropy_238","mkm9d_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_237","mkm9d_ptv4_lbp.3D.k_glrlm_RunEntropy_230","sub"
-0.965615126029672,-0.241018700706119,-0.155085123703025,1085983
1.15815136198961,-0.342548296439375,0.85645158503428,1125173
-3.35468413596129,-0.284070209118567,-3.05509733248271,1154608
-1.64891408435104,-0.299474186991087,-0.819366970209483,1181124
-0.274232056948893,-0.331115350276301,-0.68658059891027,1183075
0.176545662583763,-0.145363667410526,0.193888543653886,1232870
-0.0173445437122782,-0.121422689558002,0.50594580152812,1279943
-0.358646916633733,-0.324317480860601,0.364465536491038,1329352
-0.663719952426299,0.0586108857841363,0.265182388401019,1330263
-0.428190941285045,-0.337910915802156,2.78584075340204,1364384
-0.79985931102027,-0.313066057896916,-0.433993635873403,1386095
0.566984299202833,-0.35104977237862,0.298841814611261,1458656
0.476233113687721,-0.18424185408957,-0.0744260900035619,1485662
-1.09350724358613,-0.275605705655267,-1.6672219868872,1497807
0.0259724167074872,-0.337327930879636,-0.525646645611355,1501387
-2.78588548328524,-0.325500090381387,-1.98626680451054,1518948
-0.569616393086947,-0.319671484095907,-0.066790336756166,1526417
0.242785144919763,-0.341727227814646,0.362265954762875,1565177
-1.3526582565441,2.81724946784526,-0.776333633258202,1606693
0.597518926385623,-0.11771084157995,0.0620831235374198,1612262
-0.076829888680881,-0.312531415649235,-0.42501237590471,1614566
2.05601298567273,0.208446931639061,0.397909749765793,1644034
-0.461823224484347,-0.303584880506231,0.707352092618629,1668599
-1.06547776029629,-0.354060976109731,-1.11635589931439,1671370
0.908499935259116,-0.352951571423678,0.0244288888686274,1684230
1.15999601407832,-0.297288460576689,0.784666989987631,1692385
-0.622984308638699,-0.311537333417053,-0.387395981371077,1720713
0.163329241519624,0.480494953288436,0.141587543392362,1738800
1.08878242295455,-0.306742868148922,1.45997686213158,1740845
-0.0277056248195706,-0.305211940358318,-0.129973302831673,1742294
-1.03266457363992,-0.354366090440072,-0.218916130291262,1767700
-0.885590624654462,0.280823952339778,-1.13352048994735,1768972
-0.846089880586464,-0.238630530714186,-0.978199078317869,1889409
1.06560195189057,1.73487021165641,0.208651535705769,1915938
1.44097928198718,0.0450166224846661,1.16633998263742,1916742
-0.579399095494581,1.17711786575348,-1.18367213935905,1919296
0.568697353265565,-0.253691216650739,0.764721515666578,1926770
-0.402204015077529,0.213828776930961,0.182260204213064,1938156
-0.272771050468547,0.288497492455773,-0.133506196288943,1938561
0.694350525339169,-0.0725280045406447,0.11080997103163,1966316
0.100366820958425,-0.29224830297669,0.173389656663736,1967281
1.9423890372718,-0.225711992025101,1.68434912759042,1973544
1.22793710966125,-0.274067974594362,0.977458023015589,1975401
2.14099619469646,-0.127008877507144,1.51771066377057,1976407
-1.10953045906367,-0.304535617418168,-0.385931077343931,1978972
-1.2401817344916,0.141472359513017,-0.547995784544924,1979045
-0.906977963743713,11.1089234020997,-0.409438826433286,1979422
-1.60168956933208,-0.190489296578704,-2.41739055678643,1980052
