"mkm2d_ctvper_wavelet.HHH_firstorder_Median_233","sub"
-0.268558946999807,1085983
-0.0542653484659368,1125173
-0.645292897954761,1154608
-0.323498342047303,1181124
-2.95338206820538,1183075
-1.27365754432093,1232870
-0.144279942722791,1279943
-1.68668116690368,1329352
0.401658900385372,1330263
-0.357384251778512,1364384
-0.567913871347314,1386095
-0.14846212167327,1458656
0.0893357567715045,1485662
0.52361955183708,1497807
-0.998428921494285,1501387
-1.99351639959578,1518948
0.343707014762284,1526417
0.0994363943292413,1565177
-0.132853355202985,1606693
-0.450154502459418,1612262
0.261497918118017,1614566
0.638977596529051,1644034
-0.247749729239415,1668599
-0.547582174271649,1671370
-0.608631074009529,1684230
0.152617112723286,1692385
-0.44140703751275,1720713
0.416426291985531,1738800
-0.0953177548684506,1740845
-1.10516797303925,1742294
-1.15251365193759,1767700
-0.317887949104633,1768972
-1.13025857919207,1889409
-0.326530801868707,1915938
0.0700375651771411,1916742
-0.244524561718517,1919296
1.25264185323891,1926770
0.511810135865924,1938156
0.200308666520934,1938561
1.1620926364031,1966316
-0.15966328655575,1967281
0.991959995178025,1973544
0.768901469800924,1975401
-0.667043237316352,1976407
-0.213058363411065,1978972
0.559315170738815,1979045
-0.333090127004487,1979422
0.245983953328895,1980052
-0.664136781744555,2001182
3.66538396045856,2002465
-0.791818885791027,2004451
0.575276995863005,2006164
1.58857411779164,2007309
0.310895484285069,2009915
1.52220689149952,2010259
-1.1895007944982,2010554
0.64457288567743,2026671
-1.25714724649812,2033049
-0.571815147583413,2034136
-0.650755058797727,2040495
-2.17760104642486,2047354
-0.940455822900559,2051378
-1.23017047692225,2055667
-0.259634883077596,2057358
-1.02900556800674,2059713
0.45083454624421,2069079
0.212881610137884,2070958
-0.346457064550579,2072215
-0.121617793866708,2075832
-0.0369255956317339,2075846
-0.144068609000298,2076301
-0.544781465159488,2078198
-2.16122383710826,2078899
-0.348673581187106,2085349
-0.0422966163194256,2086044
0.0159716132006943,2091555
0.00247703963802282,2092954
-0.481767838388726,2096627
2.3516125518889,2100050
0.275438859545966,2108003
0.572749747015863,2109902
0.0119396961088354,2110540
0.384005330902985,2116787
0.0113304898394935,2119177
-1.25410165294255,2131601
2.15534171011487,2132424
-0.208462631031127,2132982
0.697579084603841,2133204
-0.0549782216870046,2133380
-2.3487222996399,2134220
-0.0894833571347562,2135748
0.28287143870662,2137799
0.275318427183581,2138375
-2.59629780538031,2138678
-1.25037294601356,2139733
-2.08180916130344,2141116
5.19340271094835,2144796
0.976488376731791,2145166
0.141902532792068,2145694
1.03724049387671,2146138
-0.153127224049123,2151024
0.570470486949296,215131
0.960701787460733,2152442
0.879459373450297,2157529
-0.902445522649203,2158101
0.0465520008374238,2158329
0.741516718682816,2168082
-0.156995387355445,2172217
-1.76178097324376,2176530
0.542527751125094,2176784
-1.19114052130926,2181724
-0.103086821293424,2183291
-0.411428811687945,2183356
0.309419949050685,2185290
0.248097688545773,2186951
1.28291073258073,2196212
-0.280651688461304,2199403
-0.314116159547655,2200416
-0.118202197150197,2200813
-0.132385515672305,2205389
-0.333260945147037,2212664
-0.0730820494059265,2217034
-1.30877949763397,2218615
0.758391577126728,2219842
-0.140784976462763,2224150
-0.285152216193235,2228399
1.40890192805209,2228400
-1.03337739011874,2234271
-0.663703686910624,2234422
-0.719452965715643,2237571
0.904572824340727,2244172
-0.165943599438885,2247869
-1.43982411622136,2250648
0.190576470005755,2250836
0.420996771776595,2267382
-0.219966558335535,2269346
-0.673298476706988,2271329
0.491752734838363,2274521
-0.490858352491898,2276121
1.13667177653479,2278618
-0.363536252058762,2285214
-0.134837245547992,2286108
-0.514965261855262,2293123
0.238931536073562,2294852
0.718650648704204,2294873
-0.5419386882988,2296332
-1.05483432981889,2305114
-1.13498345995798,2305115
1.64582796534339,2306459
-0.106710776742643,2306893
-0.530978786133034,2317120
-0.300854560519455,2319068
-0.135153191453079,2321962
-0.187037729682498,2331869
0.280810636418352,2336735
0.237603596151771,2339674
0.689885621723611,2340155
-0.546241140414886,2340322
1.18875785788487,2350037
0.441473377719227,2352038
0.587354379810347,2359944
0.344546618568258,2381907
-0.161328425152462,2393207
0.0994052713591868,2395415
0.688773114841341,2395943
-0.049005616275707,2401405
0.541634100013067,2405144
1.94133013862263,2414406
0.497901232789502,2419459
0.414225436332017,2425694
-0.0458314613722863,2426863
0.887403849849879,2430773
2.36762926010223,2439458
-0.23234035673329,2443354
0.73529578619779,2445526
1.09728139941692,2448298
-1.62954727412398,2453577
2.39371970161785,2474709
0.502263184701281,2480056
1.37372548964187,2480330
0.650734278567569,2487135
0.886313670315692,2488660
0.0660193191085735,2490180
-0.904434527190696,2493534
-1.33281474854773,2498991
0.160657067390337,2500377
-0.671388393968076,2504802
0.107712835809675,2510402
0.0373640185070609,2520618
0.564016410783222,2559453
2.09247490257241,277752
-0.215034075021614,308862
-0.754511439313537,58325
0.701314437998307,92173
0.278727705777973,923666
0.492542350856116,965005
0.191539212519335,983079
