"mkm8d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_249","mkm8d_ptv2_wavelet.HHH_firstorder_Median_243","mkm8d_ptv2_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_241","mkm8d_ptv2_wavelet.HHH_glcm_ClusterShade_240","mkm8d_ptv2_lbp.3D.m2_firstorder_Maximum_239","mkm8d_ptv2_wavelet.LHH_gldm_LargeDependenceHighGrayLevelEmphasis_236","mkm8d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_233","mkm8d_ptv2_lbp.3D.k_glszm_GrayLevelVariance_232","mkm8d_ptv2_lbp.3D.m2_firstorder_Kurtosis_229","mkm8d_ptv2_lbp.3D.m2_firstorder_Skewness_226","sub"
-0.611997740646524,0.116441136931023,0.140348858573831,0.289483694446585,-0.463011195241364,-0.643387282209494,-0.953643764756852,-0.694883884840619,0.285246296981815,0.614718506773149,1085983
-0.341747242078938,-0.572317904393465,-1.02127578797749,0.323014957079827,-0.205264713545995,0.0332573462928877,0.0140966742016362,0.396039001657988,-0.659673294062211,0.396303568962517,1125173
-0.385486479444861,0.52638578549911,2.20116557470798,0.196042220280808,-0.463011195241364,-0.50327697853862,-0.324272949307562,-0.422646226087989,1.76057443515754,-1.42553750340886,1154608
0.681112064706489,-0.0328006968377361,-0.432929859547685,-0.0632898122516204,-0.463011195241364,-0.344668200094768,-0.85339216654636,-0.637682564959824,0.42342152689842,0.608316984554424,1181124
-1.13455520411967,-2.8363054129394,-0.28656441221102,0.425031681866254,-0.463011195241364,-0.661418885121384,1.07914557126953,-0.915651657491116,-0.823382843191212,-0.529516320933344,1183075
0.398472875874322,-0.121835545775956,2.47373368530249,0.310910654121604,-0.463011195241364,-0.719753776568304,1.12404206939337,1.88304990182268,-1.03829873508143,0.436717327812067,1232870
-0.143305909070221,0.0836468263886862,0.245280274931946,0.241470116050527,-0.205264713545995,-0.396987634541795,-0.467350013759785,0.619608178841622,-0.447815578675988,0.817302043438626,1279943
1.12137567349306,-0.621665361906991,-0.498512457058695,-2.9046460476825,-0.463011195241364,-0.0684245462192835,0.325778492473494,-0.138310716535255,0.872657135861977,-1.496724338493,1329352
1.31458715793488,0.580803276215633,1.48893407300065,0.153758328878682,-0.463011195241364,0.200752154159451,-0.333908387717043,0.603188310566961,1.52104046978961,-1.94902261445572,1330263
0.900519205459304,2.73909635307624,1.03728091044199,-3.22398038254955,-0.463011195241364,-0.205464433805557,-2.28117523702144,3.31804245391124,6.53246255871895,-5.40349837940227,1364384
