"mkm2d_ptv4_lbp.3D.m2_firstorder_Maximum_246","mkm2d_ptv4_wavelet.HHH_firstorder_Median_245","mkm2d_ptv4_wavelet.HHH_firstorder_Mean_237","mkm2d_ptv4_wavelet.HHH_glcm_ClusterShade_236","mkm2d_ptv4_wavelet.HHL_firstorder_Skewness_235","mkm2d_ptv4_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_233","mkm2d_ptv4_wavelet.HHH_firstorder_Skewness_231","mkm2d_ptv4_wavelet.HLH_firstorder_Skewness_226","sub"
-0.516244438604108,-0.0291815755185405,0.524170934874721,0.30088708130513,-0.684715390712946,-0.212197526927916,0.407596736015425,-0.724420256357177,1085983
-0.424793059106971,-1.10671138055212,-0.437819171639459,0.391516206106529,-1.05554979969592,-0.813198698408912,0.845010161159834,0.061218793027662,1125173
2.06200838339309,0.966021167622813,-0.141197515980527,0.169665974900017,-2.08744640412836,0.192754807823667,0.544287687246867,-1.15450353037678,1154608
-0.516244438604108,-0.103514514680647,-1.51607107702269,-0.523505349574311,1.65960728482047,-0.911212533156382,-1.01162598246336,0.443085002018057,1181124
-0.516244438604108,-0.643358016305352,-1.20024980414604,-0.067513500617771,2.61453330964848,-0.224326312105995,-0.0880272712481251,-0.823300710902954,1183075
-0.516244438604108,-0.56660362343352,0.946050305847529,0.234308034757154,1.05619687044363,2.97791660471856,-0.126146630245006,0.831200493347007,1232870
-0.424793059106971,-0.296856819353341,0.215896409476412,0.284381721746671,-0.54860486905946,0.0606085815169876,0.0566698709136031,0.581399634614899,1279943
-0.516244438604108,-0.223578686557399,-0.25144172971758,-3.28308356959309,-0.262202200197899,-0.658047484193885,-0.545013668065789,-0.775351465344968,1329352
-0.516244438604108,0.278052887194478,0.694754600125017,0.235868998461153,-0.570522067009197,0.619299319143207,0.367642279555969,-0.688866680308937,1330263
-0.516244438604108,-0.900405887339338,2.54535039684587,-1.34930049204237,-0.72096264282145,0.837985774656541,-0.431409967263996,-0.981793177665351,1364384
-0.516244438604108,0.169060056842884,0.0136539695320358,0.680079549687386,-1.11477586634405,0.494898263090939,0.810453066549504,-0.0123444473629001,1386095
-0.296850284039126,0.263685921706429,0.769711305357691,0.972239269953936,-1.53023761955137,0.714293951556718,0.985446313071351,-0.453913898408747,1458656
-0.516244438604108,-0.214148873116759,0.155772663369598,0.209542661421535,0.417660919310999,0.0470107198753431,-0.373735453348108,-0.690647437906152,1485662
1.03328850033241,0.235091245757512,0.296993750820764,-0.636903147631597,0.432298168713368,-0.794905230229638,-0.905178207223105,-0.739999406956079,1497807
-0.424793059106971,0.598449946752123,0.166066407769268,0.410690020137838,-0.291281951391398,0.283488797353437,1.5448774442758,-1.0239870948747,1501387
-0.516244438604108,-0.242093106973362,0.512406878604986,0.492567983133262,-1.32951959915826,-0.792672607207121,1.15553978996565,0.300404014293211,1518948
-0.424793059106971,-0.245789573047856,-0.0354816698799467,0.11948556689065,0.636102152729573,-0.369354190472203,0.257355097387526,1.80493454285913,1526417
3.12948276130599,0.669409121105441,1.00292530780816,-0.362417021639848,-0.160962462955722,0.224716480136949,-0.392904553357527,-0.243298717076011,1565177
-0.296850284039126,-0.240911824219697,0.456380067634116,0.349476304459305,-1.38773550517865,-0.836196338234633,0.787884603669344,-0.436298651101522,1606693
-0.424793059106971,-0.47697891096695,0.788174411669534,0.240821828557124,1.98468917967278,-0.222855525424138,-0.483014284020472,1.79546617591729,1612262
-0.516244438604108,-0.651502624195285,0.229866192424363,-0.168399904552222,0.207349190381435,-0.44613507799257,0.391962774140713,-0.175360102224035,1614566
-0.516244438604108,-0.777520930126932,0.28820681183379,0.243599075474579,-0.125366805434372,0.751426706330339,0.229401790223906,0.413557213412321,1644034
-0.424793059106971,-0.448349338305503,-0.150245462798465,0.0701890595703493,-0.664526768054112,-1.08270731846402,0.296770402808952,-0.384904839285825,1668599
-0.424793059106971,0.345926495331924,0.522635958482024,0.832559403539686,-0.531115504219753,-0.666232533204154,0.977952051043911,-0.663446136471295,1671370
-0.516244438604108,-0.479164352154063,-2.55228625500253,-3.80041539427155,0.818547006987028,0.324469750777302,-1.11079678871303,0.970765250953182,1684230
-0.516244438604108,-0.227437552309145,-0.642277536112999,0.27491811477619,0.800483516085071,2.49866413631622,0.377572216360803,-0.060759461586147,1692385
4.31923522837587,0.918868077066463,0.744167764005227,-1.05118034855554,-0.521048574158624,-0.333135059590687,-1.49161868611959,-1.08030207096718,1720713
-0.296850284039126,0.126689972752324,-1.60795956368618,-0.186003968587562,-0.107623720879943,-0.514434192808591,-0.228866176031756,-0.00596901349331771,1738800
0.0181536288368646,-0.305558295266487,0.852372618532065,-0.341899582328643,-0.428588065144428,-0.903062714066203,0.17309335816826,0.113292126849043,1740845
