"mkm8d_ptv2_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_237","mkm8d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_231","mkm8d_ptv2_lbp.3D.k_glszm_GrayLevelVariance_228","sub"
0.140348858573831,-0.953643764756852,-0.694883884840619,1085983
-1.02127578797749,0.0140966742016362,0.396039001657988,1125173
2.20116557470798,-0.324272949307562,-0.422646226087989,1154608
-0.432929859547685,-0.85339216654636,-0.637682564959824,1181124
-0.28656441221102,1.07914557126953,-0.915651657491116,1183075
2.47373368530249,1.12404206939337,1.88304990182268,1232870
0.245280274931946,-0.467350013759785,0.619608178841622,1279943
-0.498512457058695,0.325778492473494,-0.138310716535255,1329352
1.48893407300065,-0.333908387717043,0.603188310566961,1330263
1.03728091044199,-2.28117523702144,3.31804245391124,1364384
0.601333712780571,1.16423321813619,-0.274378417852934,1386095
-0.935523749192313,1.4153976435211,0.329464889248979,1458656
-1.26462021151945,0.613155332062757,-0.76943016116054,1485662
-0.299579565775464,-0.139782242217176,-1.16762373940952,1497807
0.0124725577226252,-1.0920850557688,-0.491834298922947,1501387
-0.155399814944553,0.135664896694646,-1.37774195912611,1518948
-0.0448373906392703,-1.55795726961254,0.31013475503857,1526417
-1.12145072631148,-0.00717283161289935,-0.00366022431591943,1565177
-0.17667712769582,-0.0606100519796482,-0.179351471636257,1606693
-1.2337308068803,-1.83756467579636,1.58475039725482,1612262
-0.258999721244041,-0.300759384137587,-1.48144697108779,1614566
-0.152201460159547,0.0413989466138773,0.923560345816805,1644034
-0.975655286083708,1.54961516775534,0.592463234362633,1668599
-0.321694189558897,-0.134926956157275,-0.399470559382472,1671370
0.0520709601102923,-0.0092775673251249,0.0234393140249694,1684230
1.4435337127294,-0.31036344281827,-0.941121736403715,1692385
-0.0217563975575276,1.08462617128641,-0.642587301198612,1720713
-0.532120410176387,-0.577003925663276,-0.781207768440822,1738800
-1.19825587728023,0.912139106520608,1.21291359892994,1740845
-0.298315520881036,0.834575330828337,-0.123575961295692,1742294
