"mkm8d_ptv4_wavelet.HHH_glcm_ClusterShade_238","mkm8d_ptv4_original_glszm_LargeAreaLowGrayLevelEmphasis_227","sub"
0.404443791703566,-0.240291127672067,1085983
0.433667975770731,-0.0794201519681194,1125173
0.172549995266724,-0.241845729650492,1154608
-0.601918174887208,-0.245237363264639,1181124
-0.262636419294859,-0.106923684199547,1183075
0.134568914627571,-0.14555649385934,1232870
0.302026335724895,-0.115921379374786,1279943
-3.70321983572854,-0.236110409278988,1329352
0.359131308788521,-0.14261368206568,1330263
-1.33403116069947,-0.240559089074076,1364384
0.630035788866653,0.686503483558698,1386095
0.826089456023145,0.236328825194151,1458656
0.260350053056768,0.466071268695469,1485662
-0.384348245598881,-0.233090576301312,1497807
0.384949092872553,-0.166243434338024,1501387
0.475421133891006,-0.240001920378404,1518948
0.206739409579058,-0.24404715190598,1526417
-0.342749033395154,-0.0263106527702534,1565177
0.3830690430755,0.140211800220836,1606693
0.319831817996498,-0.158330319178405,1612262
-0.0679131015094052,-0.0441737606488879,1614566
0.288088042745043,-0.199130872914387,1644034
-0.0765833841782734,0.055993841968512,1668599
0.967155939316739,-0.235260682578514,1671370
-3.23385200839353,-0.233950322502431,1684230
0.311761551982574,0.215724013826695,1692385
0.948147135145113,-0.237203100406615,1720713
-0.0595069597078997,-0.221216081253321,1738800
-0.328558594270542,-0.225867190565834,1740845
-1.68049469343685,-0.169887440350407,1742294
0.276552854961011,7.17287819215532,1767700
0.370578364508761,-0.221760070192435,1768972
-0.0263842339263248,-0.199076858694078,1889409
0.349929387512651,-0.182317086047757,1915938
-0.362302919797757,-0.241246074727067,1916742
0.240020718386476,1.12899511942468,1919296
0.353182679146826,0.120001779651616,1926770
0.0897582595569007,-0.197434402863415,1938156
0.149636364671631,0.807651206503659,1938561
0.0429517654427444,-0.219734133180349,1966316
0.195043443233643,-0.231171740078093,1967281
0.383483522821146,-0.195930449599476,1973544
-0.0427499794397085,-0.166632359313734,1975401
-0.144976231815168,-0.240975493581271,1976407
-0.363520525307769,-0.106508393950123,1978972
0.175116477826767,-0.176241412400817,1979045
0.359176969791641,-0.118345284990898,1979422
-1.34018284339247,-0.236140355236361,1980052
0.371787338306155,-0.232506939433688,2001182
4.93659330764216,-0.202082169363211,2002465
0.340239492042416,0.0536167771105204,2004451
1.11064209489116,-0.242589627906798,2006164
-0.0651181267422878,-0.236563970278526,2007309
0.348551340745054,-0.202485809361986,2009915
-0.0574988122717357,-0.190627143341351,2010259
0.241859207643471,-0.0719841051871214,2010554
-0.103091229934736,-0.0044484618289233,2026671
-2.99234609665805,0.816719677063369,2033049
0.164381090234851,-0.239170697971693,2034136
0.133292304464226,-0.122698464591565,2040495
-4.49791446946088,-0.237165828894395,2047354
-0.347713286492728,-0.241510645456383,2051378
0.0916706961573975,-0.227182800480508,2055667
0.367643559474311,-0.170393976235813,2057358
-1.26276506804308,-0.236274432748904,2059713
-1.30966964303891,-0.238478335750368,2069079
-0.218908800664946,-0.20911849092646,2070958
0.00460527973694132,0.0141443070021243,2072215
0.35329100001738,-0.103465358960312,2075832
-0.028667440634687,-0.239264990184475,2075846
-0.311526414794979,-0.232086101115859,2076301
0.423660854375775,-0.221948726173119,2078198
-3.97272683665473,-0.233125020466544,2078899
0.260496535866954,-0.147443778735152,2085349
0.0445635707995621,-0.208603059989172,2086044
0.268988867590609,-0.242772611269649,2091555
0.352323589513742,0.103361168652914,2092954
-0.241528113187773,0.0411818248635066,2096627
2.04036514601149,-0.163226100364657,2100050
0.305795785480988,4.51793557103095,2108003
0.217736471709053,-0.211289799727813,2109902
0.253093435351879,-0.197678623664062,2110540
1.30201173615781,0.0282818764434139,2116787
0.0960721590541359,-0.0917174417265954,2119177
-0.146352364501734,-0.245199463360921,2131601
0.398246182994182,0.0215011913824137,2132424
0.44009438299432,-0.130536181538729,2132982
0.253391731827437,-0.152013945699713,2133204
1.96953402278816,-0.174811882491652,2133380
-0.738475349657524,-0.231672132295921,2134220
-0.763594033004391,-0.20082081410276,2135748
0.436939140165863,-0.192786412018141,2137799
0.261694726260047,-0.226857685174649,2138375
-0.495403333137817,-0.245246615824532,2138678
-0.31252033735066,-0.237449603484652,2139733
0.396348727401563,-0.101456379610044,2141116
-2.54552947522541,-0.141180164786174,2144796
0.0112999079944429,-0.198636316588149,2145166
-1.0294852387961,-0.243156574003661,2145694
4.41871855054223,-0.197250218803991,2146138
0.307878277258391,-0.190193466179918,2151024
-0.00203368279205654,-0.24349331148703,215131
-1.795394102265,0.133220016972861,2152442
0.222059624240129,-0.171606304747709,2157529
0.158816511956966,-0.240528183564172,2158101
0.437611209783088,-0.16327076644831,2158329
0.202498231272093,-0.244263965917746,2168082
0.340510769492628,-0.157870903345174,2172217
0.0695428592353613,-0.240931084778549,2176530
0.169289863815744,-0.225375901195875,2176784
0.514214901256499,-0.237301000221529,2181724
0.367903621616861,-0.229942461620301,2183291
0.334210998489161,-0.235501128303236,2183356
0.176033562476009,-0.247009676080088,2185290
-1.13190239748438,-0.205921263233812,2186951
0.157164350027678,-0.243049509940426,2196212
-0.258091279758607,-0.176644915824088,2199403
-1.97047059697324,-0.245617635191723,2200416
0.280046205427356,-0.240125455936333,2200813
0.204140764286386,0.122088698100651,2205389
0.941661516966797,-0.201462712189835,2212664
0.214725422586689,-0.17879870676795,2217034
-0.591104457616246,-0.230596321555248,2218615
0.160437884527275,4.91373478466883,2219842
