"mkm5d_ptv6_wavelet.HHH_firstorder_Median_248","mkm5d_ptv6_original_shape_Sphericity_246","mkm5d_ptv6_lbp.3D.m2_firstorder_Maximum_242","mkm5d_ptv6_wavelet.HHL_firstorder_Median_240","mkm5d_ptv6_wavelet.HLH_firstorder_Skewness_236","mkm5d_ptv6_wavelet.HHH_firstorder_Mean_236","mkm5d_ptv6_wavelet.HHH_glszm_SmallAreaEmphasis_230","mkm5d_ptv6_wavelet.HHH_gldm_DependenceVariance_230","mkm5d_ptv6_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_226","sub"
0.183870909075393,1.26304919603012,-0.574892299359202,0.0598945507874103,-0.270350419645932,0.614051942380879,-0.0527023868520786,2.24032334154911,-0.200774445254027,1085983
-1.03913400041734,0.533656452086097,-0.494863298439896,0.444635352207482,0.117044840862113,0.0887756646345842,-2.61944456828654,0.715524350503965,-0.400921776337127,1125173
2.30801054706481,0.539696920621081,1.32379893798593,2.29587336581018,-0.969057292550877,0.927570769429517,-0.122343741933046,-0.290170408967363,-0.346172101612002,1154608
0.102720175675322,1.18032951532809,0.204062850967083,-1.46655575126977,0.362935054600539,-0.213637336822639,0.450011332961391,1.03398047201727,-0.376380807262,1181124
-0.194762891794924,0.0369798798511974,-0.574892299359202,0.310426609593112,-0.830897867912137,1.96064046149983,1.36243961942883,0.390412629898279,-0.347751696704685,1183075
-0.540581788115947,0.483748936614683,-0.574892299359202,-0.0443269526939362,1.95625237793869,-3.79793993560977,0.333718792971563,0.77055932531655,-0.255386393731528,1232870
-0.153046138329813,0.636835331859607,-0.382900717669382,0.263698720996051,2.22730454374988,0.553590797644411,-0.0778283767334043,0.36848353460208,-0.151130921435854,1279943
-0.57326524065903,-1.57371086894662,-0.574892299359202,-0.198458254623379,-0.799274338350357,0.67777501524968,1.13704427708687,0.499491462299127,-0.348632079791151,1329352
0.475936591078154,-1.19026639050154,-0.574892299359202,0.509020419539913,-0.720417560624077,-0.0570133488422556,-1.1802522252351,0.284285504751598,0.161771542932923,1330263
0.755630535336691,0.90192016753852,-0.574892299359202,0.277000701618871,-1.05664792743202,-1.26251225147589,1.19327503337245,1.05936427994101,-0.320379223942045,1364384
-0.685931190855788,0.312723833355372,-0.574892299359202,0.430974546751229,0.59510812046322,0.797793226754551,-0.149163482462292,-1.11349232758763,-0.314761457427467,1386095
-0.577229294746721,-1.50459136192332,-0.382900717669382,0.330454335052518,-0.439258457389079,0.475714359430145,-0.4499552095245,-0.212914266898456,-0.414721346797418,1458656
-0.047688920199495,0.627867234430281,-0.574892299359202,0.0901091398723099,-0.759048401999812,-0.0230558817027521,0.1454659312479,-0.415456938435627,-0.182017975305528,1485662
0.809587612435342,0.693249085581562,0.78110225946019,0.682921279083136,-0.157148550708302,-0.736699822573999,0.249653505937961,0.155984925466698,-0.321357683455909,1497807
-0.011535772332042,-1.06530084495932,-0.358895140099822,0.485452286217736,-1.53590086070769,0.459411778277101,-2.96478185709007,-0.387794605846734,-0.397610418145135,1501387
-0.579679346714898,0.736488031819407,-0.494863298439896,1.29074729589121,0.299550121101566,-0.777829309938833,-0.0410583411283356,-0.538767485191508,-0.353050771224667,1518948
0.147540072631631,0.883888958507897,-0.574892299359202,1.09503420871263,-3.34407076065123,-0.212744751096283,0.783453354953267,0.437323778444089,-0.373136078524438,1526417
