"letd_gtv_wavelet.HHH_firstorder_Median_248","letd_gtv_wavelet.HLH_gldm_LargeDependenceLowGrayLevelEmphasis_237","letd_gtv_logarithm_firstorder_Skewness_236","letd_gtv_lbp.3D.m2_firstorder_Kurtosis_234","letd_gtv_original_shape_Elongation_232","letd_gtv_wavelet.LHH_firstorder_Skewness_231","letd_gtv_wavelet.HHL_firstorder_Median_230","letd_gtv_wavelet.LHL_firstorder_Skewness_228","letd_gtv_wavelet.HHL_firstorder_Mean_227","sub"
0.0643391097886374,-0.182002760054547,0.599797098763598,0.731460980466797,-1.07505543658741,-0.111055482792093,0.0152069302115136,-0.298737796752966,-0.135449462855256,1916742
-4.38982042633314,-0.131033245531513,0.710967562243897,0.015457394937303,0.724369989837638,-0.135041392757616,-0.668626893510697,-0.866217382299228,2.58987180219461,1980052
0.127580073499964,2.07641910299575,0.270111769353972,-0.261150078252303,0.465868682838081,-0.163275346234679,0.0795190962225946,-0.496547081834854,-0.707502340089883,1926770
0.232818224309065,-0.177019872441793,-0.74463067298726,1.53095967601442,-0.715320796197588,-0.113210249431608,-0.700424415699447,0.427152776683301,-0.0600705830305891,1979045
0.064710627527921,-0.181299242771055,1.42043402590901,0.26166290526478,0.522149898909086,0.0690113547114376,-0.21500264237097,0.891528197741407,-0.359228159429018,2196212
-0.0103507496716721,-0.212828290376321,1.22725597011764,-0.378255873121719,-0.534818026978808,-0.633195895401928,-0.185860088112096,-1.75394044819171,-0.163040686019689,2393207
0.042836607180131,-0.18983335082715,-0.556636673548201,0.64928551349157,0.430932745803,0.171408537219247,-0.6474702508809,0.0499790071364156,-1.27906493873168,2146138
-0.330149603047113,0.847561521631909,2.63100976059294,0.315928068961192,0.639406012847322,-0.0569911055671137,0.409785871029817,0.129191177960769,0.368280773456219,2228399
1.35465042910143,-0.186541549331648,0.431895747419092,0.309373154021226,-1.72881522336202,0.293193647301245,-1.34479107933172,0.410549299641438,-0.895318534043481,2144796
-0.38511782625308,-0.213446122523863,-0.0739673782820168,-1.06546045695223,0.636098524346544,0.0461232329999967,0.472836516281912,0.550020101029399,0.189994620591196,2234271
