"mkm6d_ctvper_original_shape_Flatness_240","sub"
1.40288253780765,1085983
0.200657181245088,1125173
-1.31277195749427,1154608
0.850921800261826,1181124
-0.460845108394831,1183075
0.0637789562715629,1232870
0.346969164738446,1279943
-1.00254485212489,1329352
-1.39734278488104,1330263
-1.21982328972274,1364384
1.07223304739818,1386095
-1.33500992228802,1458656
1.28943635094053,1485662
0.25612905997972,1497807
-0.279562392966169,1501387
-0.185636882527467,1518948
0.678629184022361,1526417
0.10258433408281,1565177
-0.342560029586958,1606693
0.227075679172601,1612262
0.756583441350814,1614566
-0.477547366892062,1644034
-0.722019263579097,1668599
-0.207693396289046,1671370
2.0424851190512,1684230
1.04076952396377,1692385
-0.648442907020274,1720713
1.13105140770582,1738800
-0.946400144110524,1740845
-0.150524518732858,1742294
0.469418766134226,1767700
0.40634783124138,1768972
0.149809960979286,1889409
0.297421044879166,1915938
-0.462367099465702,1916742
1.83865321881895,1919296
1.63032286950499,1926770
-0.365900728929661,1938156
0.316273595345335,1938561
0.208298403929399,1966316
-0.245631024372109,1967281
0.115555796394021,1973544
0.356815544847211,1975401
0.565693398757763,1976407
-0.233183914374184,1978972
0.0217609510748518,1979045
-0.614237954391082,1979422
1.37700705184394,1980052
-2.67666129788795,2001182
1.30172700639824,2002465
0.690574061559542,2004451
1.12472467021306,2006164
0.537789796479533,2007309
-1.20400541363421,2009915
-0.66723822600997,2010259
0.584899605132383,2010554
0.947772908354535,2026671
-0.269077810625119,2033049
-1.79453385077743,2034136
0.121252847771727,2040495
1.81606551940819,2047354
0.722965600706151,2051378
-0.0138484202885136,2055667
-0.743236532798087,2057358
0.747926790723336,2059713
-0.354370749371291,2069079
0.493710594916371,2070958
1.11255257309039,2072215
0.27809021740063,2075832
0.565070945262794,2075846
0.943323786782771,2076301
1.35772589692238,2078198
-0.737406544824399,2078899
-1.13701004048626,2085349
-0.144872789600937,2086044
-0.924916505051524,2091555
-1.00409005006835,2092954
0.221836402799392,2096627
-1.19987279293206,2100050
1.53844019720649,2108003
-0.696052214249306,2109902
-1.07528619121998,2110540
0.62902766821298,2116787
-0.0817858157917899,2119177
-1.3410443251859,2131601
1.07281531632292,2132424
0.430349035595102,2132982
0.330101135915806,2133204
1.79236881225997,2133380
0.0170856893729828,2134220
1.91474410892738,2135748
0.198532976650727,2137799
0.757542171438697,2138375
-0.782319612248391,2138678
-1.12451998266193,2139733
0.393879047941913,2141116
-2.18358983681797,2144796
0.13038636353052,2145166
-0.849929903010943,2145694
-0.752260725158334,2146138
0.372958446275,2151024
0.147650914921186,215131
0.853699751947714,2152442
1.43581915107832,2157529
0.312056297478434,2158101
-0.0599716836214809,2158329
0.960140928863779,2168082
-0.458938180948396,2172217
1.79405618275126,2176530
0.167568001451825,2176784
-0.30102067871823,2181724
-0.612087302034306,2183291
-1.38791894389442,2183356
1.39620280243187,2185290
0.484925006428525,2186951
-0.395939666445105,2196212
-1.20987438187,2199403
-2.0946127103979,2200416
-0.504907651136429,2200813
0.411553318533349,2205389
-0.799571899052173,2212664
-0.764038664575855,2217034
0.879282309086527,2218615
-0.157946072366905,2219842
0.530262313490756,2224150
0.909120020681208,2228399
1.77336145081946,2228400
0.5924837304357,2234271
-1.11122542950875,2234422
0.22803418143601,2237571
-0.689561759345157,2244172
0.765760500271009,2247869
0.106858353496964,2250648
0.632541455499568,2250836
0.372422387549684,2267382
0.725187907021167,2269346
-1.43147605550052,2271329
0.759370301865125,2274521
1.50105841110865,2276121
-3.18602636861723,2278618
0.195164933320123,2285214
0.679445102532218,2286108
-0.995955054793579,2293123
0.0168872402643465,2294852
-1.23633605430722,2294873
0.300651962068789,2296332
0.258878571815503,2305114
0.741639570655748,2305115
0.493480694747941,2306459
-1.07461996658521,2306893
-0.098134697810643,2317120
-1.66010474764263,2319068
-0.626856605761049,2321962
8.44688672505643e-05,2331869
-0.346667266529983,2336735
-0.505049351462432,2339674
1.02319642633239,2340155
-0.3645933760553,2340322
-0.55088615737785,2350037
-1.08043292969786,2352038
-1.10839304691755,2359944
1.0794280520492,2381907
-0.237738205342641,2393207
1.16469406074888,2395415
0.116242911226125,2395943
-0.470309264427157,2401405
-0.812431713274749,2405144
0.0984586031659401,2414406
-0.578097274454057,2419459
0.586154892745681,2425694
-0.0915343561027706,2426863
-1.08476607749886,2430773
-0.150093691221457,2439458
-0.615771065996555,2443354
0.269345445260219,2445526
0.16843382195958,2448298
-1.56015718542993,2453577
-0.40289155900929,2474709
0.646684181481353,2480056
0.301562944710741,2480330
-0.0384028106449863,2487135
1.64587358137594,2488660
1.71779262960689,2490180
-2.07927920256026,2493534
-1.02109027099092,2498991
-1.26583911190918,2500377
0.480477523492097,2504802
-3.99051624320788,2510402
-0.112780137949159,2520618
0.00062815455920938,2559453
2.61004406349629,277752
0.686621011673154,308862
-1.97342474542942,58325
0.5297142883594,92173
-0.33872228299271,923666
-0.786089999259793,965005
0.87825083904154,983079
