"mkm6d_gtvper_log.sigma.2.0.mm.3D_firstorder_90Percentile_250","mkm6d_gtvper_log.sigma.2.0.mm.3D_glcm_Imc1_250","mkm6d_gtvper_log.sigma.4.0.mm.3D_firstorder_RootMeanSquared_250","mkm6d_gtvper_wavelet.LHH_glcm_ClusterShade_250","mkm6d_gtvper_wavelet.HLL_firstorder_Mean_250","mkm6d_gtvper_wavelet.HLH_glcm_Idm_250","mkm6d_gtvper_wavelet.HHL_firstorder_Median_250","mkm6d_gtvper_wavelet.HHL_glcm_JointEnergy_250","mkm6d_gtvper_wavelet.HHH_glcm_Contrast_250","mkm6d_gtvper_wavelet.HHH_glcm_JointEnergy_250","mkm6d_gtvper_lbp.3D.m1_firstorder_RootMeanSquared_250","mkm6d_gtvper_lbp.3D.m1_glcm_Correlation_250","mkm6d_gtvper_lbp.3D.m1_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm6d_gtvper_lbp.3D.m2_firstorder_Skewness_250","mkm6d_gtvper_lbp.3D.m2_glcm_ClusterProminence_250","mkm6d_gtvper_lbp.3D.k_glcm_ClusterProminence_250","mkm6d_gtvper_original_shape_SurfaceVolumeRatio_249","mkm6d_gtvper_wavelet.HHL_firstorder_Mean_249","mkm6d_gtvper_wavelet.HHH_firstorder_Mean_249","sub"
0.240785480110022,0.579397130386461,-1.23514455241403,-0.14369783509844,1.05469602424036,-0.510702124005286,0.132947987286562,-0.747428985763226,-0.0109217908411016,-0.753258941051266,0.241216256392699,-0.625072104147367,1.54083174356376,0.469723040897787,0.113508870231824,-0.106566701693847,-0.883493588008831,1.06498566389129,-0.340486033954862,1085983
0.478695406309928,1.23364844488196,-0.0589165673310367,-0.0777725517806205,0.996851265510945,-0.159457055643665,0.645963153563067,-1.02458657070479,-0.411638297785494,-0.130437920613584,0.11291687950214,-0.390042045065331,-0.28761658969353,0.310949913991515,-0.484938124400259,0.567178404951211,-0.101898225844604,0.481968734074165,-0.633834986065512,1125173
-2.15206605249748,-3.56417027205739,2.55094389472951,0.531799096700003,-1.81811472829636,-0.938033895376963,-0.818651836226257,-0.0143112541274617,-0.131506418661422,-0.681816089351045,-1.62433157134443,0.632878233293649,-0.798828484800083,-4.52845919495227,-0.181557408144776,0.230824679020349,1.75088930515183,-0.64551064763063,2.15404597400228,1154608
0.779682662074569,-0.597796516692295,0.826178044810359,-0.16845862881352,0.455192030532225,0.372118963116954,0.172262074709252,0.443788856926992,-0.527671967729505,0.689082348821799,-1.3198409021091,1.44676014674274,-0.91617474576126,0.441153841468502,-1.18963719601512,-0.605437094841922,-0.103970383034318,-0.16283412862322,-0.453133819826587,1181124
1.34090554605675,-0.360979969085,-0.0264387381256569,-0.175198491608322,1.09752817586293,-0.80394895380954,-1.28350961147374,-0.719934335285435,0.0876217109642543,-0.593600216244378,0.732621839805576,0.459491222355428,0.930296977139796,0.0465179553563051,0.584309621278567,-0.0761309016915906,-0.236949225246524,-2.85842574351256,2.21953001001378,1183075
-0.617485112965871,-1.36765246029871,-0.0878850181809007,-0.17039267432263,-0.917703812386188,-1.3289929716846,1.04147289151654,0.106891502261738,-0.185843604470342,-0.706630473244369,0.501768718657278,-0.546514195001119,-0.936558845843709,0.987812273110103,-0.12037849839064,2.96503349216613,0.645630178101319,1.7239787690696,1.60482175927141,1232870
-0.292499903998024,0.780936906676935,0.0985484876063772,-0.0667466741564783,0.604986083164003,0.788475802654761,1.18603542487248,-0.497521148320003,-0.460987291557169,0.133024582460426,0.00397751957504328,-0.219001482325999,1.06515699828411,0.890213101733972,0.544468322564369,0.284840906685144,0.153425922093812,1.49567154633757,-0.539929927737181,1279943
-0.258293991212039,0.114593915980739,0.0374452474496863,0.0452374783530039,0.438532882111626,-0.931470558439026,-0.342172276897329,-0.674228758100487,0.39533291586626,-1.02300791049134,-0.0864464798712809,-0.946044530411195,1.18983251679671,-1.01778132986865,0.892997966767721,0.411386915813485,-0.541548722030418,-0.461654728027304,-0.214182897996755,1329352
-0.0343910467609567,0.549004375207566,0.714906406851577,-0.0428023097172235,0.283734009928023,0.360534625628661,0.116537335422086,-0.0516115988471697,-0.62776850682873,1.33985775376427,-1.02899803277512,0.787710233637396,-0.684849386635125,-1.67604935816894,-0.47424286514377,1.0651117770702,-0.393082761067541,-0.0508701724445496,-0.215825074561882,1330263
-2.78803973650989,-3.327338762767,4.87444616442559,-0.143803366775727,-0.781692388028844,-1.24242093048229,-2.34013437873734,-0.471412975372818,-0.155500604490811,-0.696015331983676,-1.37194691751239,-0.574856589801247,-0.497970657467128,-3.06518678102138,-2.05554042261226,-1.49410912693951,-0.0505483638997014,-1.27211097117323,1.83481616570621,1364384
0.373442240883267,-2.36526234624621,1.99512499699784,0.0526627673400668,1.02478420059627,-1.44170527458964,0.25465719601944,-0.430008020573554,-0.0425058511052749,-0.723116188678631,0.823915800501015,-0.952847210237263,-0.0918054459517853,-1.03658832365034,2.75177458631788,3.81641288008423,-0.308947263716357,-0.610199096803992,-0.107539681901248,1386095
0.383242418417526,0.991070862903292,-0.783121191925125,-0.144007080878947,0.875456940473577,0.248663605204709,0.607523660485711,-0.98930096405093,0.154853871908455,-0.674228323657818,1.15141852206104,-0.534868463904788,0.0904460212293595,0.00194441376067598,0.672706566330435,0.367176736311527,-0.21609791895031,-0.0564227805154337,-0.599717285449922,1458656
-0.229938617096707,0.923864512605075,-1.66942225706632,-0.233689638308947,1.12969248918983,1.9978566530256,-0.176831802209124,-0.123866166219568,-0.591456975652464,0.937302703947272,0.57816668504922,0.272121416744385,-0.0591416081773966,-0.558298843396909,0.228218153984744,-0.561723943387549,-1.31361709314172,-0.359379570712775,0.116937472071699,1485662
0.913117539283297,0.419715143036436,0.015167248863242,-0.0735076224255882,0.581957678375366,-0.145181206097248,0.485102172367565,-0.140265021934853,-0.268342613311486,-0.322632996696046,-0.46902118165981,1.88878913503741,-0.816779832353946,-1.10858306775662,-0.780525800637385,-0.824997022121624,-0.619611793684804,0.340294364484483,-0.285750516256614,1497807
