"mkm2d_ptv6_lbp.3D.k_glszm_ZoneEntropy_230","sub"
-0.916096718976684,1085983
0.789049721395137,1125173
-3.15832215689087,1154608
-1.53937916349114,1181124
-0.536427557207892,1183075
-0.311912583461857,1232870
0.912838651780126,1279943
0.477858465335189,1329352
-0.499543688561144,1330263
1.37638166129285,1364384
0.238716345146985,1386095
0.730319555078744,1458656
-1.14270906214007,1485662
-1.36408142112951,1497807
-0.0409265283686754,1501387
-0.681276301343652,1518948
0.427332568357552,1526417
0.627736321691312,1565177
-0.0278249629964516,1606693
0.957754871381574,1612262
-0.516649539079221,1614566
0.244167075800942,1644034
0.36993978294767,1668599
0.448185642358697,1671370
0.674147852004486,1684230
0.0365865426381122,1692385
-0.296559373573641,1720713
-0.229947906079214,1738800
1.3894565176867,1740845
-0.49039869813279,1742294
-0.642287352447633,1767700
0.711314106788544,1768972
-0.884896773760159,1889409
0.670644668341038,1915938
1.34099864163222,1916742
-0.789294735758425,1919296
0.907212118401776,1926770
0.751386226321746,1938156
-1.21828918071452,1938561
-1.3606420776879,1966316
-0.10737290239468,1967281
0.270758282018848,1973544
0.454140476043814,1975401
0.925516717907921,1976407
-1.21068103932825,1978972
-0.287470922518005,1979045
0.251738895406309,1979422
-3.66336172044081,1980052
1.52390091092646,2001182
-0.944539573561921,2002465
0.865130655076089,2004451
-0.653497638883089,2006164
-0.555854752044282,2007309
0.686113952007351,2009915
0.530037158754622,2010259
-1.05196789055027,2010554
-1.68825674952599,2026671
1.37985942825036,2033049
-0.418570231469744,2034136
-1.2054122530254,2040495
-0.622332606982856,2047354
-0.602654212941052,2051378
-1.46138109593109,2055667
-0.401946163098462,2057358
1.62654638145574,2059713
-1.20414425894596,2069079
-0.801795137490182,2070958
1.0347827219993,2072215
-1.17575265098932,2075832
-0.486023940428246,2075846
0.874357487945828,2076301
0.0606565532061468,2078198
0.57957643462495,2078899
0.874413911859922,2085349
-1.53354220999747,2086044
2.44321859653823,2091555
-0.281872314010326,2092954
0.922269723765283,2096627
1.34499026802699,2100050
0.686504752378152,2108003
-0.843168901835381,2109902
-0.26288174797435,2110540
-0.48016550912469,2116787
0.199442356764222,2119177
-0.404529147319825,2131601
-0.198368723791971,2132424
1.30129869480374,2132982
0.957121635990753,2133204
-0.830477740044121,2133380
0.238893844955857,2134220
0.0479521189828381,2135748
-0.0349934396851946,2137799
-0.89536478974905,2138375
-1.19022732360067,2138678
-1.04329352883532,2139733
0.842705669720986,2141116
0.815287290809267,2144796
-0.214959066967836,2145166
-0.63852591078977,2145694
1.10524869754462,2146138
0.228132146873402,2151024
0.327156231233406,215131
-0.931606365893566,2152442
1.98474973578072,2157529
0.736268763861982,2158101
-0.556320588478324,2158329
-0.406068009203796,2168082
-1.9200599752699,2172217
-0.17723190420445,2176530
-0.326783303966362,2176784
-1.11550524447505,2181724
-1.86521467497777,2183291
-0.944399597959353,2183356
-1.99885780613272,2185290
1.94478682699433,2186951
-0.693415173207355,2196212
-1.56051799356465,2199403
2.36641037099797,2200416
-0.934807219695695,2200813
-0.163072005582077,2205389
0.81445888969776,2212664
2.04603849095276,2217034
-0.392020970953039,2218615
0.362031565132058,2219842
-0.560810495792594,2224150
1.22950235500036,2228399
0.2801687347534,2228400
1.80877489729128,2234271
0.937886744497482,2234422
0.912152515207756,2237571
-0.0938814001146451,2244172
2.83505908583622,2247869
-1.94043252123267,2250648
0.871971776395673,2250836
0.222806779283724,2267382
-0.0463217075709739,2269346
0.73198215040972,2271329
1.9655883424958,2274521
0.0459972204488667,2276121
0.954006197418266,2278618
-0.960693427510632,2285214
-0.468324158487598,2286108
0.0313776088057107,2293123
0.6592701162411,2294852
1.42419587301832,2294873
0.193885882887733,2296332
0.397411722016932,2305114
-0.0218214022497574,2305115
-0.572791916872262,2306459
1.07780947373048,2306893
0.438554335544134,2317120
0.588973059713004,2319068
1.07265813640781,2321962
-0.130134742314986,2331869
-1.0244886747833,2336735
-0.323650998959042,2339674
0.0468828100482401,2340155
-0.658490473549821,2340322
0.926474909996545,2350037
-0.667912951625226,2352038
-0.0593660147690769,2359944
0.147158645033499,2381907
-0.681245114858793,2393207
-0.369040465870557,2395415
1.11983123861896,2395943
-0.612791971622433,2401405
-0.0399763189036828,2405144
-0.00476346004798879,2414406
0.145280451943115,2419459
0.995936414036748,2425694
0.642481356561561,2426863
-0.721577184168845,2430773
-0.692543421280719,2439458
-0.0361150606563281,2443354
0.202184207523487,2445526
-1.0257390471052,2448298
0.313759543458575,2453577
-0.723073697516471,2474709
0.513978447335148,2480056
0.107339050309207,2480330
-1.27311401111351,2487135
0.362637950386556,2488660
-0.815960215078524,2490180
-0.413834888920284,2493534
-1.77274475193371,2498991
0.466365310307074,2500377
0.943434189389995,2504802
0.0908586228205629,2510402
-0.516111780236098,2520618
-1.07395000724806,2559453
-1.6431858544091,277752
1.04062162010297,308862
-0.177161041231066,58325
1.15681220579777,92173
0.866045542458313,923666
1.69651283830512,965005
-0.0483704498330672,983079
