"mkm10d_ctv_wavelet.HHH_firstorder_Skewness_250","mkm10d_ctv_wavelet.HHH_glszm_SmallAreaEmphasis_250","mkm10d_ctv_wavelet.HHH_firstorder_Median_246","mkm10d_ctv_lbp.3D.m2_glcm_ClusterShade_243","mkm10d_ctv_lbp.3D.m2_firstorder_Range_237","mkm10d_ctv_lbp.3D.k_glszm_SmallAreaEmphasis_236","mkm10d_ctv_wavelet.HHH_glcm_ClusterShade_235","mkm10d_ctv_wavelet.LHH_glcm_ClusterShade_234","mkm10d_ctv_original_shape_Flatness_229","mkm10d_ctv_wavelet.LHH_firstorder_Skewness_228","sub"
-0.0966789026199414,0.329422723097816,0.200824424414699,0.578648650250844,-0.0504675916296384,-1.17078113161527,-0.215727013508603,-0.113369619529279,1.30881026026862,-0.447288606988195,1085983
0.469830134207325,-1.28763171271567,-0.546537561120231,-0.26847876177651,0.0829222323311711,-0.788943950757041,-0.0106483010467077,-0.0869096839306632,0.207712242144571,-0.60139276741708,1125173
-0.387783671857779,-1.02738695766718,2.69508411108845,-3.01033396702049,-0.0504675916296384,-0.562051142128801,-1.22486271092366,0.403919984559245,-1.77978312813069,0.158301072388425,1154608
-0.00477480156056382,-0.596442774877354,-0.207441013674353,0.532142962523978,-0.0504675916296384,0.812109415574228,0.0512596624063393,-0.110258372482517,0.947046439148062,-0.654258007188584,1181124
-0.128474130756795,-0.340402215374294,1.09057392192156,-0.590850188596143,-0.0504675916296384,-0.194396109986646,-0.588662906036694,0.184396790268591,0.498026448452127,0.707765894655048,1183075
0.32352089359228,-1.02566515061545,0.663836780016243,0.461962965955764,0.00513408762332094,2.39253747971886,-0.0469232299359148,-0.0792413867752305,-0.040555282256636,0.105023584798723,1232870
-0.00278404131006227,0.168897943515297,-0.271013414120183,0.743510578256128,0.0829222323311711,-0.762484419360872,-0.103925256156611,-0.237026275336721,0.326442447809471,-1.41405582895493,1279943
-0.38119383556942,0.518502689963938,-0.527489515326905,-0.905227850950268,-0.0504675916296384,0.373292175083596,-0.315302581245318,0.452481010389586,-1.12719639939352,0.826664118305214,1329352
0.0446848270005789,0.147835958059764,0.560834732829829,-0.894462949165588,-0.0504675916296384,2.67751570622691,-0.0622213264630803,-0.281972639276748,-1.34905215456648,-0.865012804214903,1330263
-0.382079336262441,0.255209378250312,4.19430206345911,-1.72273154387464,-6.90309195689478,-1.4316816077561,-0.606990901552673,-0.0659321352184363,-2.0016901349136,-0.219179693301055,1364384
