"lemd_ptv4_original_gldm_LargeDependenceLowGrayLevelEmphasis_234","lemd_ptv4_wavelet.LHH_glcm_ClusterShade_230","lemd_ptv4_wavelet.LLH_firstorder_Kurtosis_229","sub"
-0.159523040598097,-0.662804409880679,2.0199007560868,1916742
-0.152372362804785,0.0353568369920688,-0.532009176816903,1980052
-0.109681222766247,-1.42507741256376,0.200045475205503,1926770
-0.157023157995526,0.267843610365611,-0.978398599937956,1979045
-0.166093097768952,-0.00661418932858127,0.845593665254263,2196212
-0.162285257758448,-0.0231602685446777,0.565282680058635,2393207
-0.163203300071712,1.71232879892019,-0.974683146189556,2146138
-0.149577361419342,-0.256096532201099,-0.398403310271915,2228399
-0.145616176304408,1.11898182711409,-0.991350881751847,2144796
-0.14436256298311,0.660161873718481,-0.278627438757833,2234271
-0.139073478369548,-0.108089905894803,-0.386893424785046,2296332
-0.142850307799297,1.42166393950832,-1.18603167375208,1684230
-0.154160942880782,-0.0427126405842935,-0.796554424298997,1720713
-0.0765800944900686,-0.0925265569236747,-0.206889590448379,2186951
-0.150672937106605,-0.0958649886307031,-0.26529842290013,2439458
-0.0466488573327275,0.902842849077542,-0.457197716295942,2135748
-0.164446820270593,-0.155652214769161,-0.956343643769708,2141116
1.03897318929508,-0.239390961594319,-0.867696045257038,2108003
-0.165179104142775,-0.130182072100206,-0.450754580210674,2006164
-0.0653921375256584,0.0353260681777974,3.1526037064547,308862
-0.171735369755288,-0.160257594685578,-0.840073622952406,1085983
-0.138345660783427,0.468147139161743,4.42717441246601,2004451
-0.167158338070209,2.08639183134438,-0.316782675081798,2359944
-0.0411375782561721,-0.334462874369668,0.16510194799238,2069079
-0.135843252472272,-0.3329275431383,0.136859133075454,2059713
7.0323321846708,-0.00423300239671544,-0.911102977973328,2294873
0.0804286143229359,-0.0600861861737381,-1.02256978022058,2033049
-0.138695501451515,0.00816614751372754,0.61069620878506,1485662
-0.106192544129075,0.0277099773579534,-0.465018291961268,1526417
0.027658386508108,-0.0932364732797205,-1.01051317848548,1386095
-0.13728195699909,1.59536750813037,0.486234179830316,983079
-0.0824104327917908,0.053090653072801,-1.25318665496309,2132424
-0.167032012708782,0.0996821882799195,0.798862517977353,2138375
-0.149183407116667,-0.229029476586242,0.0545990857597961,2490180
-0.168481307113613,0.156428192027121,-0.0241823709742692,2034136
-0.165733842006683,-1.19026260826452,-0.0639232957960752,2510402
-0.144999434594699,0.102645629867092,-0.441011872160974,1330263
-0.159582779381871,-0.316018103921353,2.01924889049976,1768972
-0.165063335051754,0.511295255388438,-0.342735703140236,2306459
-0.0813293537086595,-0.0300754186264993,-0.404574716572916,2181724
-0.153381167139672,-0.205539406348999,-0.205009426612062,2217034
-0.0861286269333182,0.0628806329053002,-0.349649679173701,2218615
-0.163709712083439,-0.385911745118961,-0.477720923786711,92173
-0.0615684387368687,2.1901883286738,0.46694645236918,2414406
-0.166839585664757,-0.186133368411534,-0.304601529675167,2381907
-0.16595750063265,0.132745550975193,-0.730303958197404,2002465
-0.153504466820424,-0.328134582522003,-1.08932304796939,2474709
-0.164720847084064,-0.728670768881018,-0.369333800346312,2176530
-0.167708897542241,-4.61417212685602,-0.0420172941094101,1279943
-0.163955726317584,1.75309065423695,1.97870821493697,1976407
-0.171134712078089,-0.107156768728622,2.36584557659925,2250836
-0.144031893052743,-0.121633236172455,-0.253392041039481,1915938
-0.165283669315882,-0.202587416102068,-0.503535586636266,2133380
-0.163407493496243,0.032372157803685,-0.553434631795627,2271329
-0.162304140997663,0.0419650524318705,0.170311684763069,2286108
0.0301130726467609,-0.274168077302797,-1.10841011692348,2040495
-0.167986093422087,-0.128273636544476,-0.57364826019707,1125173
0.765396031632905,0.159963296112371,-1.10033277586522,1767700
-0.167064330708779,-0.255328580441197,-0.237035377824594,2138678
-0.146726740288029,-0.21378989236348,-0.140349017013368,2443354
-0.15118749801368,-4.32142848309463,-0.516046808965056,2234422
-0.164280142701136,-0.107337174884259,-0.741952118494112,2151024
-0.168249475479392,-0.125587936742292,-0.803269985041321,2057358
-0.171655251022444,-0.0813816716312849,0.701190551604522,2425694
-0.16970406276837,-0.140031073982358,0.190035152780239,2500377
-0.161854865419721,-0.173623478152635,-0.823199430476143,2183356
-0.0650766958595456,0.556056987891409,1.43379968974647,2131601
-0.130551411386608,-0.146235506232603,-0.966494257798518,2152442
-0.0913934433487566,-0.0585105463849486,-0.658978214806593,2306893
-0.148930843816826,-0.311679865565269,-0.836502909493001,2009915
-0.160678076617014,-0.276731871940682,1.38101070907384,58325
-0.167730773087764,-0.113153664661467,-0.73860874294001,2395943
-0.159773958697066,-1.12334472901008,0.859995597434873,2480330
-0.168975125036302,-0.0690449784680861,-0.702421437993633,2076301
