"mkm7d_ctvper_original_shape_Flatness_249","mkm7d_ctvper_wavelet.LHH_glcm_ClusterShade_246","mkm7d_ctvper_wavelet.HHH_glcm_ClusterShade_245","mkm7d_ctvper_wavelet.HLH_firstorder_Skewness_242","mkm7d_ctvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_239","mkm7d_ctvper_lbp.3D.m2_firstorder_Range_238","mkm7d_ctvper_lbp.3D.m2_firstorder_Maximum_235","mkm7d_ctvper_wavelet.HHH_firstorder_Skewness_234","mkm7d_ctvper_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_230","sub"
1.40288253780765,-0.1677719987096,0.172343912035519,-0.955794378492583,-0.0274669197797515,-0.179273968399486,-0.356902432693367,1.34687200243458,-0.394115814934123,1085983
0.200657181245088,-0.132491663768361,0.0218102494246344,-0.308359416654592,-0.414998268777976,0.0533204517803413,-0.0154207260592963,0.264593334227565,-1.40732510407396,1125173
-1.31277195749427,-0.0970810569239811,0.0501481139347878,-0.920806227479913,-0.00882736271897438,-0.884189101353545,-1.3918181561541,0.303510148792392,-1.47939210332315,1154608
0.850921800261826,-0.0490196164732041,-0.375717461043575,0.514861297582893,-0.340852498340143,-0.671886635078685,-1.08012792536476,-1.61478517767387,1.11364995474044,1181124
-0.460845108394831,-0.143942883809751,-0.888073547918724,-0.0414440249157933,0.748662255329046,-2.38156937429478,-3.59018547162467,-0.499645676071565,2.36726079411835,1183075
0.0637789562715629,-0.190494263251563,-0.0443689701396203,-0.560321899257141,0.308128565076356,0.13004597301666,0.0972232570332914,-0.0845797046743136,-0.174286778903776,1232870
0.346969164738446,0.0830720536344509,0.0195125797504376,-0.28453144192894,-0.35657775357951,0.523791842278082,0.675298222509903,0.786409766299849,-1.7678772247496,1279943
-1.00254485212489,-0.0615142374578485,-0.637937596480004,-0.233059014179149,-0.288807963116905,0.600204568507754,0.787482978022509,-0.637412541026446,0.180740392208643,1329352
-1.39734278488104,-0.089175930392577,0.0736450524489783,2.11803651984291,-0.360374722312338,-0.0718587567895966,-0.199201617039036,0.517672833268924,-0.065994527548366,1330263
-1.21982328972274,-0.413203970835183,-0.296473917057737,0.774989397147645,0.88293026489415,-1.79269566162654,-2.7256350656501,0.0261864057916809,0.280353534217195,1364384
1.07223304739818,-0.278627165065386,0.0480405248141057,0.899048195591182,0.0252344314271843,-0.53829632675146,-0.883998343055425,0.564145279961778,0.375150537567591,1386095
-1.33500992228802,-0.0880313406733121,0.256540984726013,0.395377214769893,-0.415427671308085,0.600204568507754,0.787482978022509,0.696038978053816,-0.0705771406822289,1458656
1.28943635094053,-0.182291433703175,-0.0531031308988216,-0.414400518278786,-0.309050597931904,0.600204568507754,0.787482978022509,-0.692531075376189,-1.6373459961573,1485662
