"mkm8d_ptvper_wavelet.HHH_firstorder_Median_250","mkm8d_ptvper_wavelet.HHH_firstorder_Skewness_249","mkm8d_ptvper_original_shape_Flatness_233","mkm8d_ptvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_227","sub"
0.102927855665824,0.236879040908118,1.28773345349569,-0.195947618205679,1085983
-0.150399359149512,0.387264214967744,0.0020267008965909,-0.228955180775693,1125173
1.11981972269694,0.73618523395254,-1.05817960667768,0.0414010634422028,1154608
0.0838189937619717,-0.342846967418574,0.780671015151353,0.207002149906725,1181124
-2.25586388162846,0.847560666639979,0.406249523139593,0.0487216604555288,1183075
-1.86014350361555,-0.0407583614539935,0.132815037026108,-0.118573623068758,1232870
0.194807307183623,-1.78340684033377,0.0528274881475076,-0.134759971989516,1279943
0.71344289114525,-0.702735411783009,-0.782064036551383,-0.215969288389876,1329352
0.209676050289508,-0.446849579926504,-1.36273625294635,-0.201787736901672,1330263
-1.81221422231643,-1.12239064219373,-0.797302960312305,-0.17775619748594,1364384
0.631472511403131,1.4286624434787,1.13132504707476,0.0178180606876085,1386095
-0.423462651829145,0.204516635037386,-1.45151532626446,-0.211994046397746,1458656
-1.70325110582448,0.352977536678726,1.33641822073201,-0.210403085345654,1485662
-1.11926105092896,-0.629820110307657,0.25646500049719,-0.223486839133511,1497807
1.17548341617718,0.969668260687788,-0.688605984569223,-0.227262423499875,1501387
-0.941207467204542,0.724874705269473,0.0109827969647154,-0.197222552359178,1518948
-0.028761195262805,0.149211393646719,0.631565493020372,-0.16975954909859,1526417
-0.109728024398671,-0.0189909208685883,0.146881836117693,6.43610543260141,1565177
-0.0551809575779348,0.0296029349485556,-0.627632355926773,0.111016176871809,1606693
0.813029024469303,-0.190385894547026,0.177952322718098,-0.22411516988657,1612262
1.04191957391785,0.263725257443344,0.807718884259505,-0.0938728090351237,1614566
-0.737731000258757,-0.954900886868135,-0.790147072210053,-0.20021300885788,1644034
0.112603748954837,0.719989978806092,-0.737427932891878,-0.225308158364897,1668599
0.810287174783309,0.603368869498352,-0.158401679006191,-0.205533642565964,1671370
-0.151331089605738,0.343303249231066,1.9474799143616,-0.211281888748621,1684230
0.219831045371307,-1.30074655836732,1.64917344383674,-0.164128059613142,1692385
-0.0721373568609547,-0.545030415990372,-0.6180690513483,-0.212797438140539,1720713
-0.331171868107433,-0.346274479777337,1.27242234677475,-0.22486181688587,1738800
-0.573212394513449,0.323307996086093,-1.19057509071742,-0.227111518499813,1740845
-1.06211542999367,-0.0552671655140919,-0.0276855447036102,-0.205210780606827,1742294
-0.3625341413654,0.26999385502215,0.585517402794184,0.641720644342413,1767700
0.165116065300823,1.01740525520627,0.263990263337629,-0.207358459629251,1768972
0.766670610606321,-1.07097138363489,0.109503672632491,1.20972297032359,1889409
0.269786925327486,-1.18985935250578,0.409043395832255,0.0177796752183024,1915938
-0.247778692005761,-0.839748645574782,-0.64267421047591,-0.227623205958327,1916742
0.454823595369073,-0.489895417602279,1.8570491686951,-0.192240377509188,1919296
0.182108468445316,0.751811295206923,1.84523036901419,-0.19015593255074,1926770
-0.05480285112847,-1.12815617310811,-0.50145520815372,-0.11584520099296,1938156
-0.533972403363847,0.0193400990563485,0.0577489953203777,-0.196604915530511,1938561
-0.784733651057247,-0.319589805157826,0.346683500423644,-0.197546786531529,1966316
-0.0363074819447082,-0.191780853362584,-0.0509786784952263,-0.209561260073639,1967281
