"mkm8d_ctv_lbp.3D.k_glcm_ClusterShade_240","mkm8d_ctv_wavelet.HHH_firstorder_Skewness_235","mkm8d_ctv_lbp.3D.m2_glcm_ClusterShade_231","mkm8d_ctv_wavelet.HHH_glcm_ClusterShade_229","sub"
-0.480251541492552,-0.103990142395918,0.500720340243082,-0.178742637278603,1085983
-0.237024517787079,0.449884124835841,-0.283395478596158,-0.0376247091934047,1125173
2.56808164947707,-0.386122360624479,-2.8174218867631,-1.05317182042747,1154608
-0.256069490349931,0.0145393756467545,0.528152669153757,-0.0217988119379319,1181124
-0.737903752441441,-0.108563966925502,-0.586862271461418,-0.165103287086733,1183075
2.91827076330418,0.307420939307274,0.350782228870861,-0.0688141625118037,1232870
-0.352896587663332,-0.0169789772990651,0.705714421065159,-0.140878161898997,1279943
0.83011475281045,-0.359823517891488,-0.907588874513472,-0.0635627644973947,1329352
0.622598149921744,0.0128738385973784,-0.784107837403973,-0.0663388517952667,1330263
-1.18577665037847,-0.316669424899973,-1.48283872943354,-0.140439228122641,1364384
3.47463981866024,-0.805043206929511,-1.36579459589029,-1.29416036073677,1386095
-0.694688549974533,0.212928911235392,-0.653196211537009,0.0444379316468776,1458656
-0.518066183494307,-0.251888830758232,-0.64648899284423,-0.0828082034325571,1485662
-0.888490944399528,-1.00973220109702,-0.0706756935600716,-0.301837019110005,1497807
-0.406613248618514,-0.0987676346105432,-0.10841521868206,-0.081871598742891,1501387
-0.432666773480928,0.0929298799691161,1.17142393650812,-0.0152493284352426,1518948
-0.751726342500168,0.462008503357731,-0.209937255385662,0.415089094349894,1526417
0.167451242422139,-0.717679231210107,0.530834191727409,-1.43151180460025,1565177
-0.430814021792194,0.415913602233309,0.164520182276234,-0.0544664137797792,1606693
-0.343842865103646,0.119713895069318,0.982324539260873,-0.055645983881476,1612262
-0.758913789086626,-0.884320612195033,0.450018463553026,0.0106106838348386,1614566
-1.04094194564017,0.583837910464141,0.516418021258452,-0.0454751748564988,1644034
-1.04093702663187,0.0870729316502746,0.141085377121492,-0.2077031685659,1668599
0.688694676793244,0.0881603222273446,1.17123611163451,0.0947724605919357,1671370
