"mkm10d_gtvper_wavelet.HHH_glcm_ClusterShade_239","mkm10d_gtvper_wavelet.HLH_glrlm_ShortRunLowGrayLevelEmphasis_236","mkm10d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_232","mkm10d_gtvper_original_shape_Elongation_231","mkm10d_gtvper_wavelet.LHH_firstorder_Skewness_231","mkm10d_gtvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_231","mkm10d_gtvper_wavelet.HLH_firstorder_Skewness_229","mkm10d_gtvper_lbp.3D.m1_glcm_ClusterShade_229","mkm10d_gtvper_lbp.3D.k_firstorder_Range_228","mkm10d_gtvper_wavelet.HHH_firstorder_Skewness_226","sub"
-0.0544608245479886,-0.195706948704295,-0.313797612461027,1.02769013153375,-0.338247781690674,-0.222258427084105,-0.0806857206339365,1.01461126144636,0.426381950749305,-0.153878821188495,1085983
0.0463990092906661,-0.200111872163955,-0.356731319898353,0.903315011727641,0.616913799582216,-0.233712963228177,-0.376766967248993,0.330323333064291,0.53905546121721,0.306412016992615,1125173
0.52686486252905,0.345788680716916,-0.338371286080306,-1.09125817683295,1.49610130640696,-0.261606513576414,0.224657197699682,-1.36260405069298,1.63616856817805,0.824468159494361,1154608
-0.208696465375646,-0.712007389146306,-0.237672270318431,0.128547106063381,-0.259750883299606,-0.24300566184494,3.17180262726425,-0.0537000463226803,-1.05811780216424,-2.17478591260956,1181124
-0.069405847424755,-0.490731054291084,-0.351477420359611,1.3884677017123,-0.373964476287977,-0.258894722731757,0.121499554783336,0.191301457102812,-0.413640246082812,0.506515594762269,1183075
0.0774469262418686,0.076841009535938,-0.320760758860797,-0.515882743954256,-0.67490184712717,-0.261528573563958,0.252345449036028,0.73323893208363,0.342017984303653,0.288147946424945,1232870
0.0162144567346438,0.21228369867219,-0.329714968457107,0.0607759317154871,1.34415401413012,-0.0796961217211248,-0.0408023705150299,0.525458595847887,0.219392156639191,0.171495708320663,1279943
0.330498247688355,-0.230638710727931,-0.345867003957426,-0.201139121923733,0.423216248573908,-0.256707847917573,-0.129733495225626,0.949821396900228,1.05824529241993,0.288425260047249,1329352
0.0679438948951071,-0.422238819685144,-0.154363759982285,0.300674203552877,0.258444544253106,-0.171447806993672,-1.14693560803867,0.172862829698746,0.615291485036716,-0.16437965642179,1330263
0.219749134376169,0.309270648539632,-0.349899311322019,-0.778798785706111,-0.712353080398874,-0.261676434691259,-1.38108318962372,1.3219589808916,-1.74261560601852,-0.332655219222048,1364384
-0.53776389417825,-0.448131382938988,-0.344046908395337,0.550834506291019,0.536900901383809,-0.261992362342411,0.656663455353629,0.673581944446138,0.62988122995856,-0.801492897270802,1386095
