"lemd_prg_wavelet.HHL_firstorder_Skewness_237","lemd_prg_lbp.3D.m2_firstorder_Maximum_226","sub"
-0.463690666949084,1.36149598143448,1279943
-0.853771831897978,-0.542270040178927,1976407
-0.543230556957284,1.96102546580905,2250836
1.12305030608218,-0.542270040178927,1915938
-0.592925890418861,-0.542270040178927,2133380
-0.143845687946508,-0.32487454590302,2271329
-0.449109762812784,0.187189788409864,2286108
0.639816033677308,-1.02592164087229,2040495
-0.581537570702291,-0.542270040178927,1125173
-0.292240835638226,-0.542270040178927,1767700
-0.0379374163773028,-0.542270040178927,2138678
-0.338961883729509,-0.542270040178927,2443354
-0.367953552203664,-0.122486196877534,2234422
-0.639988579147089,-0.542270040178927,2151024
0.53258991334973,-0.384861371907707,2057358
-0.367968858389177,-0.542270040178927,2425694
-1.67088922865121,-0.476656442192434,2500377
-0.404122784330378,-0.542270040178927,2183356
-0.349783421069624,-0.542270040178927,2131601
0.789704697575451,1.81494172753111,2152442
0.309399724911314,-0.476656442192434,2306893
-0.547075108393704,1.68128016781297,2009915
0.111082763473906,-0.316583741671341,58325
-0.502350533183157,-0.476656442192434,2395943
1.46614605471199,-0.542270040178927,2480330
-0.118264674786026,-0.383913719520135,2076301
-0.177123299399438,1.64815241739604,2205389
-0.456024534595671,-0.476656442192434,1975401
0.294177602343767,0.215182633863792,2250648
0.202002736825439,-0.542270040178927,2185290
-0.792736881497874,3.45540462605358,2091555
-0.907946330902767,-0.542270040178927,1232870
-0.153309655982419,-0.542270040178927,2139733
4.43947824625281,1.89389774342402,2559453
-1.2016893566659,1.3048553977646,1938156
-0.892049249477552,-0.542270040178927,2158101
2.33355393493924,2.15926454834774,2199403
0.334858731010183,-0.476656442192434,2430773
-0.11204376064774,-0.542270040178927,1738800
0.0893138257602453,0.457232666807361,1565177
-0.326897919665509,-0.308711869127038,1978972
-0.572439627940359,-0.542270040178927,2487135
-0.259802524140269,3.46857346969419,1612262
-0.325045287036794,-0.542270040178927,2051378
-0.836528725385424,0.544162305011239,1497807
0.17562611453681,-3.45244827264834,2026671
0.436181568583719,0.80485442018784,2340322
-1.43869266368835,0.847340836965776,2293123
0.692390334779028,-0.542270040178927,2395415
-0.0466423162054817,0.60678668807926,1966316
1.33001210139466,-0.542270040178927,1973544
0.056622348280443,0.949728215489959,2010259
-0.442263640157665,-0.542270040178927,2145694
-0.23748586584033,-0.476656442192434,965005
-0.939784342418105,-0.542270040178927,2096627
2.17726428824566,-0.542270040178927,2047354
0.296261415420765,-0.542270040178927,1364384
-0.302697870696182,0.893081305463707,2132982
-0.382843286738458,-0.476656442192434,2134220
0.503724685531341,-0.280252491899309,1889409
0.318449589397113,-0.234269392306282,1938561
0.11698288330991,-0.512021158959653,2055667
-0.875079831712269,-0.542270040178927,2176784
1.15622333856868,1.30489591617235,923666
2.89801832771482,1.27243185046153,2086044
-0.409252229693805,1.64882015990312,2078198
-0.786143251941925,-0.542270040178927,1501387
-0.486134268241772,-0.542270040178927,1518948
-1.03977907597028,-0.0817081166690845,1606693
-1.25331998540742,-0.384861371907707,2305115
0.592745405437864,2.84559024115311,2237571
0.25478367247986,-0.542270040178927,2285214
-0.000407275383504093,0.300894102480113,2426863
1.26046666293389,-0.139249871941717,2480056
-0.548823765892171,-0.542270040178927,1668599
-0.010670275898214,-0.542270040178927,2339674
-0.444898534545423,0.274998403905347,2133204
1.76124260860382,1.46766308101359,2294852
1.42473659728328,-0.542270040178927,2445526
-0.307738764346509,-0.542270040178927,2200416
-0.146842265795421,-3.0626818815397,2168082
0.356860426118595,-0.476656442192434,2075846
-0.910913298882144,1.73786370995165,215131
0.372651624711387,0.554979042118957,2274521
1.01198221936266,0.472592392313734,277752
0.0603140020917227,-0.384861371907707,2078899
-0.464612156700106,0.948625877217873,2172217
-0.568283392309051,-0.493753882285226,1614566
-0.524984434256291,-0.542270040178927,2100050
0.0884103888201507,-0.347469979577464,2183291
0.894900681321214,0.737242667756273,2336735
-0.0698815059994069,-0.542270040178927,2352038
-0.216479971595193,1.5304643045332,2305114
0.234012930276068,-0.476656442192434,2448298
-0.674925457117083,-0.542270040178927,1329352
1.2949374238413,-0.542270040178927,1183075
-1.13861525251575,1.01645344052969,2110540
-0.201785465135238,-0.542270040178927,2070958
0.365178733141184,-0.507674552283626,2340155
-0.315599268121086,0.417851224030162,2075832
0.729001715469143,-0.542270040178927,2498991
-0.468777966155158,-0.542270040178927,1919296
-0.554990614724221,-0.476656442192434,2401405
-0.0601714026046218,-0.278993468499643,1644034
-0.376456048618332,-0.364897154097486,2405144
0.204929642996522,0.77588689202782,2158329
0.0159705260018139,-0.384861371907707,2319068
-0.183517088856574,-0.476656442192434,2504802
-0.0899246735266267,-0.384861371907707,2331869
1.42713625002778,2.63782209814743,2317120
-0.518717686992251,-0.542270040178927,2072215
-0.352433937951083,2.39851691189815,2228400
0.00285630804730877,-0.542270040178927,2145166
0.270289809708141,0.031477705550152,1692385
0.348931920625886,0.963314943205297,2109902
-0.353216320227764,1.2619068075775,2219842
0.722027421805759,-0.541482838015685,2520618
-0.95977536733859,0.271530636572153,2419459
0.321952866474426,2.9995496178859,2276121
-0.0737455136670879,-0.542270040178927,2350037
-0.0953373114157978,0.226674932557145,2001182
3.73227349357878,-0.542270040178927,2278618
-0.0343049203238467,0.553587110984157,1740845
-0.321853155670827,-0.476656442192434,2321962
0.313078017212365,-0.542270040178927,2212664
-0.543122927569375,-0.542270040178927,2453577
1.13180732898465,-0.542270040178927,2224150
0.0450368996768854,1.77205087416049,1967281
0.604056142209864,-0.542270040178927,1742294
-0.381096049864151,-0.476656442192434,2488660
-0.19121190125113,0.502919348596885,2085349
0.0386185406681925,-0.542270040178927,2247869
-0.214696128844417,0.105568396367146,2157529
-0.296084254977879,-0.542270040178927,2119177
2.85524999112426,1.0280756227576,2010554
1.2618631517906,-0.542270040178927,2493534
-0.23599461450045,-0.272091528644169,2200813
-0.346056885594445,-0.384861371907707,2116787
0.0125967676754637,-3.89647650632596,1154608
-0.57580972210806,0.525519189903971,2267382
1.02034574987165,-0.542270040178927,1181124
2.49631272584583,-0.476656442192434,2137799
-0.340210407158482,-0.542270040178927,1458656
1.39359143383271,-0.27066905455406,2269346
-0.469620377198996,-0.492468863390042,2092954
0.390390309420456,1.04420528822129,2007309
-0.579815149238937,-0.542270040178927,1671370
