"mkm2d_gtvper_lbp.3D.k_gldm_LargeDependenceHighGrayLevelEmphasis_250","mkm2d_gtvper_gradient_glszm_LargeAreaEmphasis_249","mkm2d_gtvper_wavelet.HHL_firstorder_Mean_248","mkm2d_gtvper_original_firstorder_Maximum_248","mkm2d_gtvper_wavelet.HLL_glszm_LargeAreaLowGrayLevelEmphasis_248","mkm2d_gtvper_wavelet.HLH_glszm_ZoneVariance_247","mkm2d_gtvper_wavelet.HLL_glcm_Correlation_244","mkm2d_gtvper_wavelet.LHH_glszm_LargeAreaHighGrayLevelEmphasis_241","mkm2d_gtvper_wavelet.LLL_glcm_Idn_237","mkm2d_gtvper_original_shape_SurfaceVolumeRatio_237","mkm2d_gtvper_gradient_gldm_DependenceVariance_236","mkm2d_gtvper_wavelet.HHH_glcm_Idmn_234","mkm2d_gtvper_wavelet.HHL_gldm_SmallDependenceLowGrayLevelEmphasis_234","mkm2d_gtvper_wavelet.LHH_glcm_Idmn_232","mkm2d_gtvper_wavelet.HHL_glcm_ClusterShade_232","mkm2d_gtvper_wavelet.LHH_glszm_LargeAreaEmphasis_230","mkm2d_gtvper_gradient_firstorder_Kurtosis_230","mkm2d_gtvper_wavelet.HLL_firstorder_10Percentile_229","mkm2d_gtvper_log.sigma.4.0.mm.3D_glcm_Correlation_228","sub"
0.82954415279368,0.0363869051270586,1.09715797182563,0.245423697075606,-0.355519142875886,-0.278924361926838,-0.626583552655911,0.0732543091048992,0.547143646658902,-0.883493588008831,0.327092557032742,-0.436811957891047,-0.683287590380067,0.211725954799973,-0.0452789232233432,0.165618610430948,-0.501892071061302,-0.367851261825624,0.678300319034622,1085983
0.0885398072764085,-0.33943822144339,0.523920853784319,0.0161579801521375,-0.327934866039751,-0.349295760648846,-0.900634839857446,-0.257106009802802,-0.409475141170605,-0.101898225844604,-0.90861115869022,-0.513732208521428,-0.613807095263897,-0.114424393379111,-0.55330515026629,1.02738610570678,-0.716069210355839,0.0619924925650768,-1.24332292918651,1125173
-2.06976837223324,-0.38011049329725,-0.750833360924781,0.624270990402451,1.30077344530495,-0.368592450473027,1.3364585429432,-0.604307086970381,-0.641166890738672,1.75088930515183,-1.50307893273308,-0.315144877978803,5.71937477475487,-0.481159619688738,-0.0767185467533618,-0.733702232313082,-0.250998673237596,-1.64671493193189,0.885511421192088,1154608
2.14370715229144,-0.36490625040874,-0.13045095877271,1.47906174784087,-0.637420280218182,-0.184934174327111,-0.0496640399688055,0.113295913066294,-0.182270759581513,-0.103970383034318,-0.861135920059424,0.83935282396091,-0.674717601910463,1.17661444142861,-0.497614636471403,-0.152536028461292,2.39515418769498,-0.44720148153415,0.949077733932454,1181124
-0.82752863779945,-0.315326864451688,-2.88422430716739,-2.0454428940636,-0.212231664323803,-0.364377845556061,-1.80038937080978,-0.532873956031271,-0.954201760230981,-0.236949225246524,-0.442926097011595,0.509621702144685,-0.222704585103216,-1.15869056674269,-0.363137019654224,-0.533262148846696,-0.676217840241608,0.234254355185588,-0.041200158044204,1183075
-1.14260994212113,-0.254978827070092,1.76051632006323,-1.30788230911723,0.398425053257955,-0.370175372617331,-0.599011839568058,-0.573912681159468,0.339602449084434,0.645630178101319,0.702094492652242,-3.26940854108709,2.24056281074661,-1.46885559993291,-0.179977625741199,-0.623130108301414,0.451204948160056,-1.31097443120967,-1.61305498852975,1232870
-0.102075192903036,-0.302794685177805,1.55355379375377,1.17680435899011,-0.171473044454894,-0.0579082163090544,-0.394360990334552,-0.0570719101050407,0.926151799202126,0.153425922093812,-0.681599004896944,-0.596062655325602,-0.548366972375316,1.04224236138761,-0.130161150260668,-0.020921243259593,-0.696434510142061,0.332566388848475,-0.816368947097926,1279943
0.925274915265102,-0.149373128367156,-0.437168668407849,0.0573324942211029,-0.0640166651549821,-0.364137592201759,-1.16713241118694,-0.377727988157688,0.573978548761127,-0.541548722030418,0.31593523800041,-0.201593060928278,-0.487312862977119,0.479174450132516,-0.273194037007071,-0.434770083312646,-0.0284589689640177,0.689270469798941,1.20303941043485,1329352
0.00538987373834036,-0.241744325981737,-0.0372551625483461,0.212153585111476,-0.427910163103706,-0.302225581301732,-0.710548159950091,0.11210268892356,0.125238835743286,-0.393082761067541,-0.0510173765470886,0.920934183735873,-0.100573385660135,0.922821247318205,-0.149037280851247,0.047822005651063,-0.715024789456346,0.748591572944459,0.722603359426553,1330263
0.163215877791248,-0.376428081455617,-1.2456889150113,-0.0679216148807907,1.27497290354128,-0.369342873734318,-1.70636082191995,-0.594815879999568,-2.61845456021274,-0.0505483638997014,-1.36309045279389,-1.90543172743048,2.18615595259177,-1.66936497426366,-0.0546492116732582,-0.713348531432395,-0.740033742552171,-0.426014766194785,0.0781895314112213,1364384
-0.865666865501039,-0.331180738298319,-0.595055091397904,0.56927926334608,-0.0924845915665952,-0.369832980053061,-0.850948936577206,-0.56584896691278,0.0641422687367094,-0.308947263716357,0.082253612403586,-0.124644002659157,0.17254483625708,-0.673759568673342,-0.290696361109854,-0.590175772746538,-0.566872460577256,-0.445692277360201,0.115617576192144,1386095
0.0808497167985174,-0.0700912123399877,-0.0734885577000767,1.13963547057887,-0.744308321785818,-0.154656634768313,-0.878152343342501,-0.0982593572892856,1.13781357008978,-0.21609791895031,0.0992131094839394,0.583108886497328,-0.980153304441571,-0.0986106001820442,-0.615342688851925,0.312130777551009,1.94679243956266,0.584376283964339,0.484028545770481,1458656
1.26743481605156,10.2595909859033,-0.349180296642251,-1.51186330690725,-0.0864484494455909,8.84300339075626,-0.598636484585238,1.00405317010206,1.04135568334561,-1.31361709314172,4.35095227693137,-0.261517379828785,-0.425603603118549,1.33875302342719,-0.226037157047512,1.8649874000786,3.21162039797237,1.61486909748009,1.25805735198887,1485662
1.75989983054384,-0.244186650642589,0.316074748000645,0.295279831479949,-0.381277850460875,-0.288247367431223,1.01476951085635,-0.163916812682103,-0.413960426818761,-0.619611793684804,-0.374226465816137,0.811538954148924,-0.551104226427221,0.952288180677472,-0.261467746529149,-0.377561595916627,-0.684890695454228,0.725019157872173,0.303532647873386,1497807
0.522589662674793,-0.0731407470289713,-1.33029504829273,0.656882930745111,-0.610557872245058,0.571546740107212,-0.56275835387883,-0.302970747493412,0.173572134750642,-0.205822725180149,0.439083782760389,-0.124885995006471,-0.619802077334269,0.0865976607460861,-0.346016680409883,0.751128134170885,-0.694322509682615,0.910197105691066,0.824736167149517,1501387
