"mkm8d_ptv2_log.sigma.2.0.mm.3D_glcm_Imc1_241","mkm8d_ptv2_wavelet.HHL_glcm_ClusterProminence_230","sub"
1.39092527119684,-0.289189567038272,1085983
1.04109877832125,0.0789918009773047,1125173
-1.68961123714798,-0.347667960722725,1154608
-0.130826242741713,0.0975431030840313,1181124
0.9005587438086,-0.176927850283988,1183075
0.224980908360333,-0.356571727196447,1232870
0.179179558011788,-0.30687695633724,1279943
0.10049239226174,-0.0190203068879645,1329352
0.37299042564582,-0.277735519150898,1330263
-4.93314793265114,-0.205064688820388,1364384
-2.8471367924939,-0.234483886873587,1386095
0.93753171900259,0.774000491841035,1458656
0.370453838697451,-0.325717701697809,1485662
0.552013652165938,-0.295145141488487,1497807
-0.0605199065460897,0.257951295431868,1501387
0.306163617993538,-0.299841732936181,1518948
0.237772355731119,-0.251360644381019,1526417
0.4468807459832,0.35581768410233,1565177
-0.128968770611208,-0.358263784002216,1606693
-0.469578158223887,-0.355088158891261,1612262
-0.454466307579378,-0.159680286440035,1614566
0.303971076015954,-0.350445711387437,1644034
0.727324424106659,-0.216316707489853,1668599
0.729205067390848,0.261598437968562,1671370
-0.309336412916691,-0.113659316067955,1684230
0.0916486800989781,-0.307784404989126,1692385
0.412358584811703,-0.103991428164811,1720713
0.0380811158001465,-0.342054182184943,1738800
0.949604602355723,-0.256784509446923,1740845
-0.21601042478959,-0.24555947997111,1742294
-0.692259558846157,1.59725837867608,1767700
0.834270972216491,-0.251497043225054,1768972
0.0298154165173989,-0.178294934113348,1889409
0.0735816761927968,-0.371491550779984,1915938
0.572138008569738,-0.3413966176497,1916742
-1.64782972565843,-0.371230738673389,1919296
-2.09112330813748,-0.329005087784694,1926770
0.319485697325023,-0.200502405063559,1938156
-0.0651875740724933,-0.358086932642677,1938561
0.311842694653722,-0.360718698584736,1966316
0.343171471075867,-0.283871182226101,1967281
-3.1257324220912,-0.354389334761413,1973544
0.650514160793451,-0.244660319362086,1975401
-0.0262190650728471,-0.339099680451106,1976407
-0.234768866576422,-0.241144094445537,1978972
-1.10223371876761,-0.360627535357451,1979045
0.473310028291217,-0.374861081941394,1979422
-3.81032190312691,-0.357038515129791,1980052
0.569669037678899,-0.0184574762817057,2001182
-1.50734019877308,6.30213878258034,2002465
-0.110291536579787,-0.363174911541727,2004451
-0.661192167503553,-0.338449774776881,2006164
1.22476449125078,-0.235941683556131,2007309
1.01551607644038,-0.370384586066988,2009915
1.46427341284204,-0.0814306631849219,2010259
1.09962010790005,-0.0628368818306471,2010554
-0.0478150201705631,-0.116578004681781,2026671
1.00190077963616,-0.103744798509091,2033049
0.541413844411355,-0.350854572343273,2034136
1.43593640530004,-0.326839643007858,2040495
-4.10601818290639,-0.158302291171497,2047354
-0.159363576789933,-0.3372558944432,2051378
0.581328095437348,-0.366896969902086,2055667
1.13436847981794,-0.342121298417175,2057358
0.621312611596788,-0.339868587533585,2059713
-0.936925513253329,-0.00526736995241101,2069079
-0.463088357459443,-0.332143184096058,2070958
0.440868508853539,-0.325569774536768,2072215
0.363671092457543,-0.345510591924162,2075832
0.75215190512561,-0.303177439939094,2075846
-0.0408011748119312,0.212207515484353,2076301
0.215275360499956,-0.289334687723174,2078198
1.2510043185075,3.99151719464983,2078899
0.0873546868260916,-0.116697874391487,2085349
0.173053646837325,0.285145365172695,2086044
0.130341241885209,-0.355510615982476,2091555
0.890602647747676,-0.362773031884744,2092954
0.385040077225879,-0.224225494307269,2096627
0.122662243216034,0.255204998650043,2100050
-0.609561175349594,-0.0525452641168609,2108003
0.829524309173849,-0.294827299020649,2109902
0.266884094180032,-0.348772699128314,2110540
-0.170048602161914,-0.185083566356921,2116787
-0.220714977452848,-0.109935917290979,2119177
-0.497238573452678,0.20244919848671,2131601
-0.12998425107774,0.140799301391594,2132424
0.812922435914513,-0.328133421968599,2132982
0.663696773680127,-0.330936448018648,2133204
0.258049587763199,-0.102807570659996,2133380
0.583426253342247,0.0442941786861475,2134220
-0.401340761666595,0.586145816012604,2135748
-0.250083094671762,5.06858068771218,2137799
0.273014940535059,-0.340787560167962,2138375
0.630613072826081,0.09568310085128,2138678
0.079713046320428,0.753834342250457,2139733
0.809350644106442,-0.302684123539643,2141116
-1.47599728821733,8.32982282718822,2144796
-0.759654947054369,-0.106810208325571,2145166
0.563374086169704,-0.323491172823428,2145694
0.621105986287943,-0.0222092190278069,2146138
0.204641520554663,-0.280860641153614,2151024
0.0878050733862435,-0.351355492863262,215131
-2.41878416076933,-0.189927259425876,2152442
-0.226740062538283,-0.276760863223117,2157529
-0.902626537762164,-0.152576738940816,2158101
0.918840927054391,-0.259782518587157,2158329
0.898792418295637,-0.372897918822587,2168082
-0.462361964161596,-0.366217850342446,2172217
0.204007409828447,-0.291262778282065,2176530
-2.82834532364036,-0.211084833734566,2176784
-1.67486653642728,1.18565396502372,2181724
0.607484183608185,-0.207234136137541,2183291
0.825265651286044,-0.0989252868064638,2183356
-0.681495428138925,-0.338240282336812,2185290
-0.447318783901124,0.587614903259109,2186951
1.17591537361256,-0.296214859124689,2196212
-0.223049408334543,0.0634453039117291,2199403
-0.508194407510367,0.0123403251288199,2200416
0.42741438846903,-0.361502077238121,2200813
0.0705246918446103,-0.230371032457185,2205389
0.298768370910402,-0.175288736706529,2212664
0.184739129918136,-0.355936528544905,2217034
-2.37299447794233,-0.0818694150576199,2218615
-0.0946465749591262,-0.374292749384244,2219842
0.561050353690779,-0.322004272935153,2224150
-0.109227128467895,-0.357823278012294,2228399
0.517937110470515,-0.317458889403515,2228400
1.18669633928548,4.03247123402115,2234271
1.24957434433133,1.78900392727653,2234422
-0.669359490767113,-0.221545914320374,2237571
0.171701788157677,-0.067498471626409,2244172
-0.177162346523573,-0.24207174243863,2247869
