"lemm_gtv_grady_395","sub"
-0.0967803906525269,1085983
-0.0539196402890996,1125173
-1.62097241115503,1154608
-0.451367858451183,1181124
-0.232096365231072,1183075
-0.41847949793043,1232870
-0.384706195585429,1279943
0.176774696412516,1329352
-0.0729774846003224,1330263
0.00442470638610237,1364384
0.677631108133787,1386095
0.0109417454585613,1458656
-0.141334327845671,1485662
0.143295392247969,1497807
-0.0684802823075543,1501387
0.662895801832686,1518948
0.0990367167917033,1526417
1.26932236839513,1565177
0.0288282082206463,1606693
-0.037349044425929,1612262
0.34834079473039,1614566
0.00704191287442019,1644034
-0.17925142886351,1668599
-0.10733550054777,1671370
-0.0236265042572072,1684230
-0.0105538122997328,1692385
0.455329349902344,1720713
0.15814134334886,1738800
-0.041911522904086,1740845
-0.162133797386238,1742294
0.590837568684527,1767700
0.296553219430056,1768972
0.0831849672178285,1889409
-0.0626620884325987,1915938
-0.270095649648763,1916742
-0.232554322134505,1919296
0.0798986967738357,1926770
0.190020162067761,1938156
-0.0255165715762033,1938561
0.00797958364365354,1966316
0.0288885116718535,1967281
-0.230921982615241,1973544
-0.000507551454824256,1975401
-0.0923663161613859,1976407
1.00066136309528,1978972
-0.104719272496909,1979045
0.0670474179207781,1979422
-0.254861815673952,1980052
0.459980757185343,2001182
-0.128764041762232,2002465
-0.120792736796222,2004451
-0.16244555998969,2006164
0.0318771699002194,2007309
0.0624647146501788,2009915
-0.185736176211578,2010259
-0.883859685010201,2010554
-0.555089466086657,2026671
0.0665565187441381,2033049
-9.9667430785809,2034136
5.39988024541393,2040495
0.799918890183347,2047354
-0.0613447852253891,2051378
-0.0421358686908982,2055667
-0.0288982704970863,2057358
-0.131436669384133,2059713
-0.686869744963942,2069079
-0.0018251413430832,2070958
-0.0734540885520294,2072215
-0.0182685058705391,2075832
0.103191216257737,2075846
-0.0504426901679311,2076301
0.0472978879209197,2078198
-0.0378811101141025,2078899
-0.0712841160817816,2085349
1.19227798736417,2086044
-0.00539254470606789,2091555
0.00293369689219688,2092954
-0.0207796788238373,2096627
-0.132675616152268,2100050
-0.059607077606342,2108003
-0.114524979738902,2109902
-2.19185205166925,2110540
-0.0995033116142462,2116787
-0.184439524957679,2119177
2.54011866072589,2131601
-0.126248011783232,2132424
-0.0648757665690407,2132982
-0.0627780297186818,2133204
-0.384237106411944,2133380
-0.359408316942877,2134220
-0.0823527542320686,2135748
-0.178654168797966,2137799
-0.133898733533737,2138375
0.784866487454339,2138678
0.591806267212269,2139733
-1.08992452355105,2141116
0.0625484223661748,2144796
-0.314927465122596,2145166
0.0952708810825338,2145694
-0.0187805195633378,2146138
0.0522112710002486,2151024
0.108773209554485,215131
-0.101390723253314,2152442
-0.135084142964161,2157529
0.0791960827798043,2158101
-0.690412164903991,2158329
-0.196203808370508,2168082
0.307119076751876,2172217
-0.26886158203914,2176530
-0.204079389893525,2176784
-0.240762866651983,2181724
0.275628748463507,2183291
0.0275535194625037,2183356
-0.148173904027503,2185290
0.0893288195960737,2186951
-0.114700458414197,2196212
0.0439118182440204,2199403
-0.227960155400962,2200416
-0.159557719264349,2200813
-0.162743012863077,2205389
0.0123426111116655,2212664
-0.0311182432561255,2217034
0.514748924099143,2218615
-1.37659561796653,2219842
-2.11328609852478,2224150
-0.121856384115403,2228399
-0.0663309656045708,2228400
-0.0352350168896037,2234271
-0.0373299083596822,2234422
-0.06102537709598,2237571
0.175135390959628,2244172
-0.00910338213395074,2247869
-0.31713173365669,2250648
-0.140133449240897,2250836
0.348377504265984,2267382
-0.0526539561108183,2269346
0.084033977214144,2271329
-0.0796016820547211,2274521
0.0195269346905445,2276121
-0.761845927426093,2278618
-0.0260604646636216,2285214
0.0232807517630918,2286108
2.65652468144824,2293123
0.0617537596925693,2294852
-0.0728295040219723,2294873
1.83290327662523,2296332
-0.194240153618797,2305114
-0.363303253715137,2305115
0.235194379476125,2306459
0.679157902578826,2306893
0.0756184924642086,2317120
-0.00691142446722573,2319068
-0.125408442388781,2321962
0.111394421954673,2331869
-0.0919273918228411,2336735
0.721318263551214,2339674
-0.0648022196939844,2340155
-0.165271457608569,2340322
0.00457971134536932,2350037
-0.0714138935667311,2352038
0.397633088446041,2359944
-0.068472287392869,2381907
-0.501485572307129,2393207
0.375531066155025,2395415
-0.13101215469179,2395943
0.0236809017126997,2401405
-0.0962297457109786,2405144
-1.70931775390169,2414406
0.00410921271068591,2419459
-0.0917241706555383,2425694
0.263238951136235,2426863
-0.726479986023685,2430773
-0.0550026002437374,2439458
0.373774179115902,2443354
0.580406879936487,2445526
0.0798923785610964,2448298
0.24764413821122,2453577
1.65346228374999,2474709
0.0630758707176775,2480056
-0.0539868834799015,2480330
1.30193443761182,2487135
2.91014475798651,2488660
-0.128491518502416,2490180
-0.132918184146943,2493534
1.58110273083655,2498991
-0.112294062093426,2500377
-0.413584875942923,2504802
-0.173281348118015,2510402
0.816295508870499,2520618
0.124579307377992,2559453
0.171607632861048,277752
-0.16128962144788,308862
-0.112503515981072,58325
-0.406814913473176,92173
-0.016384115823389,923666
0.0294613279788907,965005
0.170979116073841,983079
