"mkm10d_ptv6_wavelet.HLH_firstorder_Median_233","mkm10d_ptv6_log.sigma.3.0.mm.3D_glcm_Imc2_226","sub"
0.859407344980418,-0.514757845507189,1085983
1.78646752422048,-0.767662596830272,1125173
-4.27052391298976,1.22599987553805,1154608
-1.18837054311377,-0.154548596838796,1181124
-0.33089559562489,0.349954146681209,1183075
1.46023125380699,1.37198619357655,1232870
1.04252667002221,0.52951463084004,1279943
-0.0566365337650662,0.0618381502889468,1329352
0.530696148347338,-0.365676714036429,1330263
0.894137409615866,2.69623629734273,1364384
0.745522828446593,2.04820979889582,1386095
0.417916914660683,-0.282919082078243,1458656
-0.024644100822196,-0.873088196938256,1485662
1.09300911325197,-0.722588234209068,1497807
-0.904480323209509,0.45378029683871,1501387
0.246616863060427,0.829325896468889,1518948
0.935172658728604,-0.227239844791732,1526417
0.521610476059323,-1.20077235942771,1565177
0.926245384678266,-0.770321759153273,1606693
0.881942049885362,-0.0101790402078912,1612262
0.254261763670888,-0.151248908651214,1614566
-1.50625405679725,-1.4964583551273,1644034
0.655055914185833,-0.462689189216068,1668599
-0.404456087683668,0.802579915179768,1671370
0.276863897352363,0.720644568190382,1684230
0.0967317858852024,-0.0732140649376931,1692385
0.321053364549209,-0.371549038798659,1720713
0.434165166385774,-0.0291030950283377,1738800
0.635327102143932,-0.694965925024156,1740845
-0.170141030826888,0.580043276072482,1742294
0.627162994599606,0.915814997167142,1767700
0.497033241943279,-2.1895087900778,1768972
-0.194859216982581,-0.918525739835137,1889409
-1.63657279451751,-1.07566542436917,1915938
-1.27901117458129,-0.607089706486358,1916742
0.317597070219333,1.12948613534309,1919296
0.264091391689101,1.85285191267821,1926770
0.0557630114600401,-0.811192272899057,1938156
0.534749512518601,-0.265844805044545,1938561
-1.31680174240006,-0.0666385622719682,1966316
-1.45328833420175,-0.675452752977609,1967281
-0.234037575335112,2.02204909789941,1973544
1.34974082110896,-0.286208019324861,1975401
0.593937525811757,-0.054712078830791,1976407
0.873989173254576,0.873816328723038,1978972
0.0240907629818729,1.59152357999565,1979045
0.60756468099516,-1.34578065808964,1979422
-3.31667453201269,2.2183644029127,1980052
0.446329352720026,-0.305495451644264,2001182
-0.103138284221541,2.33347514409474,2002465
0.316773944577102,0.0554961416306761,2004451
-0.25255566309695,1.14433342537831,2006164
-0.164104256885109,-1.33200709733678,2007309
1.20922330082984,-0.192167614175888,2009915
-1.19957699937837,-2.12091705823743,2010259
0.701798192414897,-2.04879892593898,2010554
0.370214472461573,-0.793950785615841,2026671
0.504423965467738,-0.653407420555412,2033049
0.706450276612014,-0.933063465718756,2034136
0.479176376769427,-2.45390914209065,2040495
0.404629103605889,2.57266117308099,2047354
-1.77318532606122,-0.339787947589152,2051378
-1.22099002668309,-1.1822396576062,2055667
0.661026344870657,-2.18900780138989,2057358
1.83902968665936,-1.2880035617815,2059713
-3.58421478262657,0.274428412175653,2069079
0.261841085269119,-0.459377182129156,2070958
0.99099768856521,-0.385555314977306,2072215
0.156526409909292,-1.20541812765425,2075832
-0.754785791228373,-0.572570574425075,2075846
0.11205554488443,0.465552403783702,2076301
0.90616009871678,-0.958206166686676,2078198
0.791620561173175,-0.730886783989653,2078899
0.585792161734369,-0.621452262564103,2085349
-0.335979916193073,-0.565252633761754,2086044
-0.959942721358532,0.515630202500003,2091555
0.479608355147053,-0.908501422972165,2092954
0.718862681844103,-0.461124315173071,2096627
0.722268905975062,1.32804468589047,2100050
0.580516278601732,0.149153508642049,2108003
0.436874039111291,-1.10126600254718,2109902
0.417286602607708,-0.534732086817011,2110540
0.491239507559298,1.06693455322478,2116787
0.172159137960204,-0.177306817371976,2119177
1.11999970564323,0.417377027305903,2131601
0.469681419791066,0.554644451581357,2132424
0.515657360141905,0.0280206153034235,2132982
0.606700544131281,-0.810353911652796,2133204
1.58970556438877,0.272101601347281,2133380
-0.00885170890540149,0.187488126480633,2134220
0.188132689951165,0.0561205280931945,2135748
0.908742778574641,0.889508856152549,2137799
-0.084113361041543,-0.642386600938784,2138375
-1.25370375087568,-0.945632272118213,2138678
0.312892554939917,0.199941721979891,2139733
0.523369864769726,-1.66294080102773,2141116
-2.48016095780011,1.97624361325919,2144796
0.700385882768558,1.54165891879912,2145166
