"mkm10d_ptv6_wavelet.HLH_firstorder_Median_233","mkm10d_ptv6_log.sigma.3.0.mm.3D_glcm_Imc2_226","sub"
-0.688833321321278,-0.450937182112488,2145694
1.37052080065665,1.03213494866247,2146138
0.894046673809158,-0.0795578199658686,2151024
-0.14149234865965,0.378918210902794,215131
-1.43487114621467,1.76016641426511,2152442
0.101330689358699,1.27632870147494,2157529
-1.39421605287235,1.40175220670391,2158101
0.439951063610486,-1.13120844354831,2158329
1.05050312628002,0.895233681294238,2168082
0.123251642468951,-0.0345730069415479,2172217
0.284781920529498,0.426890300887222,2176530
0.595083951311196,2.20970418471469,2176784
-1.0067670707089,1.29355595936135,2181724
-0.824662020110721,-1.32144577191198,2183291
0.450422102267473,-0.572515370767484,2183356
-0.383950029021974,0.135475082161421,2185290
-0.788477281358665,0.108905832948286,2186951
-0.886390173550641,-0.959783729067888,2196212
-1.17425072754811,-0.553024506047073,2199403
1.17134550202094,1.36490586252901,2200416
0.320210611934196,0.49450002312846,2200813
0.25805516294101,-0.353959362740268,2205389
1.0579933087102,-0.0447438585477239,2212664
0.520167367837391,0.0669458475516821,2217034
0.562714672702438,1.63869059818377,2218615
0.720600401539292,0.652905589469218,2219842
-1.52141745096728,-1.18317100689516,2224150
-0.119923006535995,0.187948868051407,2228399
0.639961253362942,-0.222191657563373,2228400
0.16549032876397,0.447309262542055,2234271
-0.720502064982877,0.201076127545886,2234422
0.0160885657934925,0.821067156868779,2237571
-0.0502767715053294,-0.210054927964341,2244172
2.38210455765184,0.745043058946074,2247869
-0.0869099320660756,1.0987673397301,2250648
-1.83438277238791,-0.245943215840237,2250836
0.609113732033466,0.00230765681725044,2267382
-1.41707111748283,-0.188562340526463,2269346
0.435237737611641,0.396586644861894,2271329
0.0601370225370806,0.47332115596784,2274521
0.246356085236554,-1.47907256177525,2276121
-0.399694210239753,1.45403712215555,2278618
-0.369739867073664,0.199393719203753,2285214
-0.606346450887507,-1.04185674166193,2286108
0.648664687678745,-2.75678765763056,2293123
-0.101042910165074,-0.780000455541529,2294852
0.562193915374022,1.13762490403466,2294873
0.266325186528806,-2.04813483198785,2296332
1.19643352420938,0.948447853207433,2305114
-1.11348047941867,-0.322067026255785,2305115
-2.3597708202237,1.5847802300702,2306459
1.61017003256052,0.193030851214172,2306893
1.15139411952356,-0.707563949527479,2317120
-0.168298431929798,-1.89984273416557,2319068
0.167403296589268,0.197612017525224,2321962
-0.668276325992127,-0.123925967903643,2331869
-0.840039675400285,0.946813448242576,2336735
0.364775951236772,-0.765895896844627,2339674
0.522390180918516,-0.119440194091415,2340155
0.73912465923863,-0.67550527467037,2340322
0.542859692131886,0.192066769390702,2350037
-1.14183693776893,-0.0770103882482458,2352038
-0.172302723801305,1.35379169573309,2359944
0.943853933598265,0.545900830435069,2381907
-0.140920128941292,-0.647245102729899,2393207
0.0648784162752748,-0.360314821078566,2395415
0.656985523805078,0.297816943490632,2395943
-0.546453808826728,0.281154655560456,2401405
-0.451180432934626,-0.512132970317015,2405144
0.0970574417579922,-0.845994317323651,2414406
1.29142269842021,0.450732754167052,2419459
0.2960105934369,0.635355814091227,2425694
0.0369348253167342,-0.618206128283597,2426863
-0.60560607785869,0.664842803258184,2430773
0.294774756172567,1.28544136414421,2439458
-1.87890827360883,-0.106072371717994,2443354
-0.0530690199227614,-0.557383178028457,2445526
-2.08958451098568,0.322161558597816,2448298
0.412482414239334,-0.627511942947862,2453577
-1.61666356717497,0.604230737572001,2474709
0.757623689560379,1.15443469034261,2480056
1.04644832610753,-1.26186140988379,2480330
-0.868228837173034,-1.02995787157581,2487135
-0.000807298148578173,-0.897868085793147,2488660
-0.981228017570543,0.228758237203442,2490180
-1.53450879758223,-1.39504269326777,2493534
-1.18343069887301,0.495070181946292,2498991
0.0493332307537532,-0.334989239121839,2500377
-2.63452974681095,0.962545299248914,2504802
0.766295968734182,-0.462678483294544,2510402
-1.34112127514233,-0.096987865726712,2520618
-2.05507889090902,-1.18909632459255,2559453
-0.653437322066679,0.86220165577662,277752
0.292672177770933,0.301035446065036,308862
-0.555774673777669,-0.0664238180865026,58325
1.08140236799288,0.128410631659735,92173
0.166004232228876,0.415693071751103,923666
0.625920305905662,0.362822766504192,965005
-0.217434090979637,1.38037998851144,983079
