"mkm6d_ptv_wavelet.HHH_firstorder_Median_230","sub"
-0.129115769611083,1085983
-0.644245217858343,1125173
0.171917651322949,1154608
-0.0296463060152168,1181124
1.4553960431536,1183075
-1.49404901107006,1232870
-0.152224497154168,1279943
0.125270805312037,1329352
0.327626691167409,1330263
-0.401288298797519,1364384
-0.234916780274646,1386095
-0.79140743776546,1458656
0.16286813770353,1485662
-0.259217167514367,1497807
0.482681694626809,1501387
-0.140940609713022,1518948
0.147675993803418,1526417
0.368579798296356,1565177
-0.36253052649262,1606693
-0.541498628265956,1612262
0.449850316127165,1614566
-0.406203849862119,1644034
0.0490277950475726,1668599
0.442125921545856,1671370
1.38602283108855,1684230
0.22622474011197,1692385
-0.148588600486013,1720713
0.222674360156563,1738800
0.432642108589705,1740845
1.21443418429278,1742294
-2.43996042421218,1767700
-0.269668755700944,1768972
0.0488826734714125,1889409
-0.0424430116909061,1915938
-0.0828287216138496,1916742
0.650565327464677,1919296
-0.106598239364691,1926770
-0.203359933729866,1938156
0.0837422915141119,1938561
0.93638025507765,1966316
-0.178112888846181,1967281
-0.37327637207543,1973544
0.812633100891297,1975401
-0.226542249403075,1976407
-0.391773094834465,1978972
0.101570024353889,1979045
-0.40989073789164,1979422
0.138825594292033,1980052
-0.649065354530594,2001182
-6.62749411042054,2002465
-0.0453166776368728,2004451
0.880213563039633,2006164
0.0383364366428072,2007309
0.13731962500445,2009915
0.550047974983795,2010259
-0.348509780821052,2010554
-0.572484938504042,2026671
-0.018215356462939,2033049
-0.577250340675164,2034136
0.30094188109296,2040495
-2.33534123739642,2047354
0.479699929467976,2051378
-0.295960284021016,2055667
0.023045087648452,2057358
-0.821580892148404,2059713
1.3848407028431,2069079
-0.0067043693554822,2070958
1.24103792947,2072215
-0.036136254006237,2075832
0.367124206818641,2075846
-1.22452571164265,2076301
-0.207470196074473,2078198
-1.11336041547079,2078899
0.72341110783772,2085349
0.289725665052759,2086044
0.0070120547727908,2091555
-0.117457853566462,2092954
-0.274295428646402,2096627
3.40373904323846,2100050
-0.379051156829765,2108003
-0.664086693303442,2109902
0.269351341534103,2110540
-0.47680703292087,2116787
-0.587227068539119,2119177
0.232826363988158,2131601
0.0600218959328619,2132424
-0.299583376963325,2132982
0.390733459210598,2133204
-3.90457592224412,2133380
0.158581381800711,2134220
-0.558289211750049,2135748
0.720078714644196,2137799
0.141854769383718,2138375
-0.259814747649131,2138678
-0.739331888095117,2139733
-1.81108783128125,2141116
4.80707153365378,2144796
1.37759451695848,2145166
-1.29834328149003,2145694
0.494513212452035,2146138
-0.278512515538747,2151024
0.854239121938997,215131
-0.952230643380171,2152442
0.527761958169534,2157529
-1.33667329900752,2158101
0.270258846031273,2158329
0.374860967554185,2168082
-0.562983527559173,2172217
0.968014703996468,2176530
0.342034040870066,2176784
-0.245520605332281,2181724
-0.0704857776991717,2183291
-0.566224220962832,2183356
0.0423862189807795,2185290
0.124839397752912,2186951
1.16581350981745,2196212
-0.232082381624589,2199403
-0.77488770159639,2200416
-0.0269045679100842,2200813
-1.2717280833515,2205389
0.668537268687686,2212664
0.320613141181229,2217034
0.99239756397251,2218615
-0.304296769943462,2219842
0.205757308964351,2224150
-0.226915531281083,2228399
-0.918334596075458,2228400
-0.81330249385737,2234271
0.711090004453907,2234422
-0.319864859200956,2237571
0.254451990116569,2244172
0.914685302386114,2247869
-0.415741079848351,2250648
0.389238752635795,2250836
-0.056529621402415,2267382
-0.0949396669626537,2269346
0.0939485161758145,2271329
0.0226591399747797,2274521
-0.35311449908653,2276121
-0.00709192462920504,2278618
-0.0579801712941728,2285214
-0.0516271451678124,2286108
-0.321181474129923,2293123
0.171417487946278,2294852
-0.0982145955886913,2294873
-0.233938693574074,2296332
-0.661499427489557,2305114
-0.234815853431236,2305115
-0.657323928925147,2306459
-0.0867127689477947,2306893
-0.188668181504657,2317120
-0.215519249766581,2319068
-0.49235155514212,2321962
0.0125444438792683,2331869
0.0568077421986758,2336735
0.118791739536744,2339674
-0.509847570650758,2340155
-0.181359974600338,2340322
0.442518556455241,2350037
0.438816129877302,2352038
0.790647220152744,2359944
0.0763634263069794,2381907
-0.0593704124029694,2393207
0.048719059738458,2395415
0.319475302792793,2395943
-0.0608388266313835,2401405
-0.135949073386862,2405144
0.547242950706259,2414406
-0.341434932759572,2419459
0.498304180694296,2425694
0.0807982336132695,2426863
5.12153469321121,2430773
0.495973712341739,2439458
0.510199850322723,2443354
-0.143562063187154,2445526
-0.0805510091777434,2448298
-0.293949385631168,2453577
1.0329956863755,2474709
0.516260749836349,2480056
-0.382781949463034,2480330
0.0408846824838685,2487135
-0.391437558264152,2488660
2.06413889607179,2490180
0.16344405804353,2493534
1.83046774125083,2498991
-0.11112569770348,2500377
-1.21511651415867,2504802
0.3169375206207,2510402
-0.298322714126058,2520618
0.34038142801811,2559453
-0.00203133284406925,277752
-0.223659071030773,308862
-0.245312644667755,58325
0.0764527289654083,92173
-0.21532059225501,923666
0.0224126349587458,965005
0.435003929899462,983079
