"mkm9d_ctvper_log.sigma.3.0.mm.3D_glcm_MaximumProbability_231","mkm9d_ctvper_wavelet.HLH_glcm_Correlation_231","mkm9d_ctvper_wavelet.HHH_glcm_Correlation_231","mkm9d_ctvper_wavelet.HHH_firstorder_Median_230","mkm9d_ctvper_lbp.3D.m1_glcm_Correlation_229","sub"
0.405849804339738,-0.858790361637125,-0.249527226384252,-0.293825162177626,0.0206589817619181,1085983
-0.832670165807923,0.527986129266213,0.270840516473365,0.0494875332202197,-0.41696535586746,1125173
-0.380327460709166,0.437596097564303,-0.151298418306888,-1.3262731567481,2.41055963587778,1154608
-0.939181796027996,-0.151935371562049,-0.0760930335253788,-0.292117164043361,1.26566988871713,1181124
5.40614090859007,-1.18217287358685,-0.0927506742826169,-2.62047970868609,-0.896687564105213,1183075
2.01850103562731,-1.08147581730424,-1.45032142522687,-1.32148283118857,-2.2760064547049,1232870
-0.0615917906659372,-0.343273208743448,-0.568098780606722,0.122880156420804,0.40730977689346,1279943
-0.814902141772236,-1.42199892799402,-0.608262163001041,-1.12738310307038,-0.422341961815231,1329352
-0.905164002154946,0.774557675740594,0.375791172640859,0.182249842542287,1.06697250457896,1330263
0.529111287504978,-0.51484112781746,-2.5474307332011,0.167199265499276,-0.330773831247088,1364384
-0.118947036681646,-0.571566833631896,-2.70080499726501,-1.10127026785318,0.156466653230367,1386095
-0.674505603109239,0.445196851621972,-0.332878517286601,-0.0474344683098486,-1.52940371498727,1458656
0.788417217911552,-0.221999183673156,1.40992543087881,-0.00916488269262362,0.322821428837621,1485662
-0.609902082286719,0.126087602872085,-0.814357196709927,0.536340866897105,1.07294896651842,1497807
-0.176320144084859,1.81872034575211,1.42949496598731,-1.38558362378017,0.00231369936871476,1501387
0.526684500450575,-0.821533737279616,0.265272421821585,-1.01370846480592,-0.0939365749554146,1518948
-0.237139682376308,-0.373097591395626,-0.451761993226439,0.594544882147803,-0.93416483043314,1526417
-0.304928937726989,0.648295672551732,-0.0785813873469415,-0.57178120142828,1.07415440264517,1565177
0.436016310431197,0.0406091536729802,0.492234640365888,-0.0710214123339746,1.38450321545886,1606693
0.108969108926313,1.12561868652439,1.42610121089054,-0.524346435241598,-0.851424528410809,1612262
-0.682678135256717,1.24364376275993,-0.149144504338317,0.318770263067774,0.567326844626825,1614566
0.0304274985740872,0.974680774580384,-0.274751862788795,0.497909138365913,-0.55307425991976,1644034
-0.16785561047946,-1.11950026512781,-0.616530784463788,-0.254772046556277,-0.99930279874588,1668599
-0.793298645296259,-0.888818199661427,-0.890946360138786,-0.574241370179161,-0.218639878461001,1671370
-0.458273346080996,-0.53811490076679,-0.361920699965918,-0.238053373306164,-1.21836688173055,1684230
1.48616662727538,0.68439493837787,0.797414136780587,0.190654268620603,-0.768326788821048,1692385
-0.171871445786679,0.381084511959061,0.329657349479321,-0.846414895445944,0.236021701840045,1720713
-0.754699484666655,-0.277834481230062,-1.16329563245795,0.512668855711963,0.424291823867823,1738800
-0.536044626955322,-0.941257929825973,-0.544730358332128,-0.155960462811118,-0.708760571030669,1740845
1.09267356599959,-0.680963704050092,-0.329818140011007,-0.923669655937682,-0.351196071213683,1742294
0.265474220073751,0.0307380408945257,0.279013956986057,-1.07648775406948,-0.117820578202762,1767700
0.110515757243234,2.34588240573652,1.41642352468366,-0.294186167147785,2.21052742632893,1768972
-0.858168417839332,0.0870831896737838,0.180770397186306,-1.41971151060689,0.723693361297537,1889409
1.06127682478083,-0.474319622313217,-0.254687223796652,-0.425897303187024,1.08798866658817,1915938
-1.02107234564142,-0.848524608138366,-1.68947462472206,0.196410342066413,-0.223471401245303,1916742
0.393680747973826,1.9972138503348,2.75863722510805,-0.000896834126411815,-0.735922394304634,1919296
0.0984169300827827,0.644416128501198,0.662469808693621,0.942730421282588,-1.53468764568485,1926770
-0.676329750895016,-0.0742785737799971,1.99745808013499,0.631079615744009,1.09975535372911,1938156
