"lemm_ptv_v34_250","lemm_ptv_v37_250","lemm_ptv_m210_250","lemm_ptv_m201_250","lemm_ptv_area_250","lemm_ptv_compactness_250","lemm_ptv_density_250","lemm_ptv_min_249","lemm_ptv_v41_247","lemm_ptv_gradz_246","lemm_ptv_m040_243","lemm_ptv_m400_242","lemm_ptv_v16_240","lemm_ptv_gradx_238","lemm_ptv_grady_234","lemm_ptv_m102_231","lemm_ptv_m300_227","sub"
0.46987284484064,0.605040312230411,0.098440029783506,0.212101167341594,-0.309540117647241,-0.743287330444023,-0.319538566732397,0.891063708499438,0.751262608619743,-0.76006329640812,-0.335924372649803,-0.329604772026559,0.346736111936511,-1.64513850728204,0.0618278245553477,-0.0396574546173426,-0.132025438530886,1085983
0.449987948923711,0.589895531903658,-0.0474640357328891,-0.359749027034957,1.71532623561422,-1.44565546442869,-0.518554866890728,0.14582741409369,0.212326633304235,0.0141676092529785,-0.223474094815435,-0.388444268734612,0.346736111936511,0.623275980964165,-0.0173006381779886,0.447389043914994,-0.298185853392579,1125173
0.278027539148407,0.406149633883594,0.311849048234796,-0.212057663398915,-1.16000355939891,1.76894376599761,0.865251624530764,-0.557795392677177,0.65430585782354,2.71444120261702,0.135913075602054,0.00791189062831277,0.346736111936511,-0.655784984328086,-1.08378710485297,-0.333093271154226,0.35533833201053,1154608
0.422819833132358,0.593798514319287,-0.0600617530498751,-0.209777615324141,0.0736088322328281,-0.661290088640727,-0.385171484221893,-1.61963188704731,0.790325816320594,-0.472117759677343,-0.201654484361201,-0.514783347727237,-0.038375142097665,1.47287858981092,-0.956630802993146,-0.261478578841681,-0.137799479010775,1181124
-2.58272451926226,-1.78703870265359,-1.48401683255554,-1.66731527901536,-1.12819681387886,1.80612303432841,0.932707094852362,0.26058091706524,-1.27774264746994,-0.243249765765211,-0.126413140471925,1.61735002708667,0.346736111936511,0.201059371528399,-0.0939562928638394,0.659460100749621,0.250692905483799,1183075
0.347706300766743,-1.78703870265359,0.229715678010314,0.260629187403334,-1.25835980323786,1.38034650510958,1.33306367654131,0.616200809785951,-1.27774264746994,-0.854715463244534,-0.401725560764608,0.815582721389055,0.346736111936511,-0.737591793737278,0.0401629634051224,0.27902295570203,-0.815576955142554,1232870
0.46987284484064,0.648086777216327,-0.0914399519977866,-0.0704658540358918,0.58104875691435,-1.23006646603078,-0.471451486871196,1.45729876898633,1.00568333038647,-0.620287231945656,-0.374726355204921,-0.347618600582004,0.346736111936511,-0.123027310236341,-0.354613989358017,-0.519945688149189,0.240177539448493,1279943
0.457173759550296,0.576126391496458,0.819716648870498,-1.79258996366291,-0.241522615688965,0.515382060299277,-0.292723170483703,0.282187600291844,-0.08771444813665,-0.925887779462459,-0.0295091602963547,1.14595800064607,0.346736111936511,0.444726581331255,0.837513838466425,0.919964373750973,1.67147714200983,1329352
0.424787843177004,0.522523647877725,1.4303815103716,-0.8080728620561,0.363294883738576,-0.186106201876371,-0.428009310265958,0.075395552279238,-0.12814081425824,1.0710100308072,0.0386187075688872,1.47871559523584,0.346736111936511,-0.69369697815782,-0.28709803825704,-1.65452845358453,0.630603634885924,1330263
0.336838566310831,-0.28982374329894,-0.378335967406816,0.384468521457839,-1.46632698548438,3.28441323087274,4.69238157602068,0.432864979726284,-1.27774264746994,1.07465815458071,-0.261712746911333,1.22105224401769,0.346736111936511,-0.975016224904038,1.11791677785,-0.313637465494611,0.351312956890483,1364384
0.136911844911668,0.338933609454569,-0.216529651917379,-0.149593624597456,-1.13896217390103,1.77318716037925,1.05617217067343,-1.17567853694739,0.556551712032955,6.41687645954059,-0.218651042858286,-0.199977571255403,-0.707588437030828,-2.04136068917005,1.27384090413807,-0.794974301995413,0.35299961051058,1386095
