"mkm2d_ptvper_wavelet.HHH_glcm_ClusterShade_239","mkm2d_ptvper_wavelet.HHH_firstorder_Skewness_233","mkm2d_ptvper_wavelet.LHL_glcm_SumSquares_227","sub"
0.226581078123471,0.231110912657017,-1.10171173017517,1085983
0.253591779779038,0.439639223117818,-0.335806642400642,1125173
0.306734011472408,0.801041144805202,-0.177875523903589,1154608
-0.159500243230428,-0.684202104946809,0.903450103599156,1181124
0.429786090484036,0.788616462115617,-0.580736298012803,1183075
0.232685519236985,-0.233829334093721,-0.657888219997231,1232870
-0.00352331352399197,-1.76772353513656,1.1174740471063,1279943
-2.07740761859841,-0.679950235214485,0.801321579232754,1329352
0.000517180962155909,-0.625496400026542,-0.26266736109413,1330263
-1.22926734914628,-0.714010495369928,-0.926581561088062,1364384
0.530063063028451,1.10249655273008,0.088019747917219,1386095
0.215164774187042,0.219324111831318,0.241809573986633,1458656
0.192779722566888,0.263176023941522,-0.853004848275135,1485662
-0.0470732773296395,-0.548960329940172,0.374388490989132,1497807
0.379008278692966,1.46227222588889,0.75143037674991,1501387
0.273224673114248,0.594929820527736,-1.2470890338256,1518948
0.416370316847134,0.116534504774165,-0.439497407757584,1526417
0.0558367118550172,-0.271640439781117,0.693835142378336,1565177
0.191728453631908,0.0268878326730779,-1.012496566781,1606693
0.168696978582798,-0.37415304564823,0.14615668272171,1612262
0.216767976503456,0.114524246102568,0.729706356500738,1614566
0.111964242577379,-0.879740846685145,-0.900031055138429,1644034
0.443405897253331,0.640858336767756,-1.01281549659208,1668599
0.30523307530009,0.373225390505251,0.521144251818304,1671370
0.511714866871188,0.28247660357757,1.11234356533205,1684230
0.208135278249175,-0.831185533916417,-0.122860377711773,1692385
-2.97824985841918,-3.75980996829518,-0.152617379642814,1720713
0.10830634521444,-0.330862165441089,-1.01790614614812,1738800
0.391565642121723,0.294799802933092,-0.407588221387693,1740845
0.184029439501667,0.0763767131510085,-0.679327110560612,1742294
0.345636034264617,-0.0214467907143055,-0.246505892170998,1767700
0.292607129965455,1.13451444488723,0.736702468458535,1768972
