"letm_prg_m021_250","letm_prg_m012_250","letm_prg_gradz_250","letm_prg_skewness_249","letm_prg_m111_228","sub"
-0.206812426712564,-0.0372045132912797,0.409971282123613,-1.11864056005043,-0.0976085937657359,1085983
0.120330801111935,0.272700317015914,0.252128983897996,-1.41765397788148,-0.739477401586644,1125173
-0.536076222362556,-0.455153668518866,-2.82498540190817,0.427292122140158,-0.683741505903215,1154608
-0.2519353646334,-0.109392464551114,0.305542486854566,1.60210231546885,-0.137339824447026,1181124
-0.0682937357617536,0.179789565916746,1.97321053000224,-0.547010116708082,-0.109848433883684,1183075
-0.163919974722553,-0.0296340137714611,0.225386112683721,0.019664091178911,-0.00302005525239364,1232870
0.487706294477513,-1.48997184910216,0.793688262650235,0.598170829092807,0.183534729957159,1279943
0.259645842803386,-0.194197858679377,-0.847051240576597,0.115703193836149,-0.213922847065193,1329352
0.0123743562966239,-0.245947723264817,-2.07549666172065,-1.8409097511277,-0.157934528229788,1330263
-0.133356297611511,0.0709673906631346,-5.8452365206699,-1.25156361244765,-0.0416544073142443,1364384
-0.210017067556749,-0.0689613383949909,-1.11200442405682,0.491340914749843,-0.131902179455814,1386095
-0.617044195164404,-0.0197299586617947,0.518221085280588,0.304326249511843,-0.058287822720813,1458656
-0.186467782819792,0.128320596584602,-0.0851107958972019,0.402311857261104,-0.15665483988382,1485662
-0.150756305445126,0.0854329862888132,-0.184676401973647,-0.51981880886177,0.131551486368345,1497807
0.0273809986211468,0.849542315672095,0.839161387056327,-1.41874046481766,0.411259136845166,1501387
-0.183899204843372,0.107644716022263,0.723458756267053,-1.05122858091544,0.0471530315288646,1518948
-0.196617665179229,0.114861951009202,-0.194670283354184,-0.712508970212088,-0.0695470141788429,1526417
-0.867742303826192,-1.25403416033989,-0.149123177484465,0.423732982994274,-0.553709990119251,1565177
0.103818454684002,0.261403303212957,-1.28361798366077,-1.76977408433264,-0.107916166027188,1606693
-0.207613062532413,-0.0153425976397868,1.08327525266465,-1.0596398225239,0.103234528711464,1612262
-0.148841973563704,0.00565853785404081,-0.187689100073608,1.81173867174974,0.00920234186125171,1614566
-0.313567770875292,0.112939306218718,0.53523880552747,0.502335244695326,-0.127819023223769,1644034
-0.73162591308568,-0.0359513728087755,0.681127617490698,-0.9367946314387,0.121729847728291,1668599
-0.214621577063732,0.0848302258761845,0.475182001878377,-0.37906741472238,-0.113605883720827,1671370
-0.0794792024473028,0.216432762219908,0.996194663988185,0.333480608483626,0.0436750141386425,1684230
-0.130696982870087,0.0343690037539478,-0.146561449653401,0.212943185140354,-0.0306994784199783,1692385
-0.491709218768285,0.224109217773269,0.968759517156263,-1.07204416997212,-0.000788813288515461,1720713
0.179898830536712,-1.14136959391411,-0.377912425481021,0.675946468823406,2.76142255749764,1738800
-0.205232457612342,-0.0082749497691756,0.133813118317807,-1.02278879588798,0.733481157281193,1740845
0.15473966840117,-0.0386163919962699,-0.335400002211213,-0.285117734607306,-0.165137675886145,1742294
-0.229292912152276,0.0654639093799906,1.02175129107521,0.604821680081754,-0.124142153789461,1767700
-0.307446316072219,-0.0654038068257511,-0.30602814314878,-0.621683568301045,-0.192030377337677,1768972
-0.332595296336718,0.946416347450582,0.537970110125182,0.865414163514878,-0.211387911912704,1889409
-0.102546973775594,0.281778071108624,-0.228580126200641,1.60708981209508,-0.0750604800236903,1915938
-0.215132326065887,-0.0604207616027765,-0.102299276923703,1.33593246029572,-0.163669732340621,1916742
-0.129854734407385,-0.0281691210408145,-1.14785714796697,-0.827648402306435,-0.0957793954928503,1919296
-0.162539293865232,0.0204279479170141,-0.53196076056037,0.100519767380925,-0.0721085428199969,1926770
-0.0471003182129969,-0.0517419037794687,-0.163943417417302,0.305428890712559,0.100026358477149,1938156
-0.183753530140853,-0.187917326415615,-0.681148631384486,-0.706822842737119,-0.112911136364217,1938561
-0.0852177048228047,0.0970677454199945,-1.10502943641293,-0.509589855582989,-0.0868383304301909,1966316
0.111148291955274,0.0450935302129441,-0.0999645391077746,-1.01516182368531,-0.0564089794583973,1967281
-0.177692558620983,-0.043249218554696,-3.10519594103699,-0.0166636326882634,-0.0497805987375879,1973544
-0.119211511172749,-0.064542382098018,0.947982028119484,-0.39902015727279,-0.0253006036491305,1975401
-0.231605729421374,0.166175019496868,-0.579929567208627,0.0117385468324856,-0.082426009321215,1976407
-0.0315942151486364,0.0860108931475636,-0.919898646560475,-0.109771867570007,0.190925423246769,1978972
