"mkm9d_ptv4_wavelet.LHH_firstorder_Skewness_250","mkm9d_ptv4_wavelet.HHH_firstorder_Median_250","mkm9d_ptv4_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_249","mkm9d_ptv4_lbp.3D.m2_firstorder_Maximum_246","mkm9d_ptv4_lbp.3D.k_gldm_LargeDependenceHighGrayLevelEmphasis_241","mkm9d_ptv4_wavelet.HHL_firstorder_Skewness_238","mkm9d_ptv4_original_shape_Flatness_237","mkm9d_ptv4_wavelet.HHH_glcm_ClusterShade_236","mkm9d_ptv4_wavelet.HHH_firstorder_Mean_235","mkm9d_ptv4_original_shape_Sphericity_231","mkm9d_ptv4_wavelet.LHH_glcm_ClusterShade_228","mkm9d_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_226","mkm9d_ptv4_wavelet.HHH_glszm_SmallAreaEmphasis_226","sub"
-2.13707067255166,0.0428097775983263,0.30528617630838,-0.533736469262826,0.826994515665388,-0.786617926326624,1.06854900054944,0.332715174891684,0.516467701334456,1.30576548099094,-0.510741165465754,-0.241018700706119,0.674326331967815,1085983
1.21416402542611,-1.00778966818342,-1.03333623702535,-0.324458538085434,0.580059185430207,-1.07702674045014,0.354501163226146,0.390550022177651,-0.658592645509314,0.429056827880961,-0.42958407913537,-0.342548296439375,-2.80081392182153,1125173
-0.553155802797902,1.01291283020772,2.50566901940463,1.53590726510775,-0.136591441797191,-1.47762246486895,-0.0765557024615884,0.288989642688732,-0.3858319974627,0.533469221961684,-0.163277552774355,-0.284070209118567,0.511477113581532,1154608
-0.598610184891415,-0.159928987707768,2.37079367391803,-0.533736469262826,-0.671338585784543,1.99904639098637,0.940097272090689,-0.620599870945356,-1.48331238732019,1.0127534297702,-0.286017932575144,-0.299474186991087,0.139589874141312,1181124
-0.794162699802757,0.351570721941762,-0.249448264268204,-0.533736469262826,-0.26782976560712,2.88287736849415,0.263638859654381,-0.248172261527661,-0.404441614670694,0.187453347958989,-0.443631041416922,-0.331115350276301,-0.0529414689151594,1183075
2.30171067552836,-0.889488594045358,2.65483869106366,-0.533736469262826,-1.56290175771609,1.24281926806943,-0.783737688736107,0.206405522700356,-0.497363517795527,0.711392666380653,-0.315240671382411,-0.145363667410526,0.292832868476876,1232870
-1.16842034358622,-0.563254702491424,0.44448580461464,-0.324458538085434,0.411252389712855,-0.62567497636576,0.217784317271122,0.326502237630736,-0.0339276854575821,0.616908983387075,-0.406316001001646,-0.121422689558002,-0.483423716580045,1279943
-0.0585997209674995,-0.393360130737003,-0.545095172254818,-0.533736469262826,0.720197812950021,-0.0779384632329402,0.0872473650047468,-4.21001388628776,-0.127755108001962,-1.61085866311944,0.935399086353101,-0.324317480860601,0.983659805731441,1329352
-0.245438501507667,0.304935935540621,1.60364959528592,-0.533736469262826,-0.815078329861612,-0.48604530100112,0.336280957137563,0.374168496356944,0.717268571301421,-1.35760436662229,-0.0909177242897908,0.0586108857841363,0.11482284343914,1330263
-0.294806679449808,-0.0154455225770342,-0.0870971847113023,0.341801360545756,-0.191275882698299,-0.474676877794976,-0.144506452321763,-1.22891017524357,2.25889356778333,1.13075821350784,1.12884474641374,-0.337910915802156,0.237441355198592,1364384
-0.602011141896613,0.670600481864074,1.04256320164571,-0.533736469262826,-1.15238183715893,-1.12464048676042,0.398415274521501,0.916514725515272,0.578220706056763,0.475021081989143,-0.374133085027974,-0.313066057896916,0.738942399320239,1386095
-0.909791501951715,0.206729009496607,-0.998039456697573,-0.446501895750929,1.09796086895084,-1.65160207911082,-0.0809947408050252,1.0098325433452,0.961874467558149,-1.54107601782265,-0.39095767315109,-0.35104977237862,-0.506144671059552,1458656
0.174237180839977,-0.184906222355818,-1.30456955105853,-0.446501895750929,1.1621078191417,0.51556526736936,1.12333587222391,0.257880101674838,0.29839426568785,0.545543247259213,-0.300348556118665,-0.18424185408957,-0.927421669370621,1485662
0.0808062110374941,0.24891719658144,-0.293932594491145,1.24123927514591,-0.17084162696468,0.799647118376304,0.254443162346087,-0.302573737311093,0.0165476999572973,0.673326706668721,-0.0326344136565512,-0.275605705655267,-0.000299254252198824,1497807
-0.604313093500627,0.755174133968413,0.213483576664985,-0.324458538085434,-0.487976532451928,-0.0612145441656023,-0.400284443105829,0.387100819138681,0.568035062565027,-1.03396651887051,-0.433108078757298,-0.337327930879636,-3.0285740883505,1501387
-0.566578411319167,-0.250097295584742,-0.135034364288553,-0.533736469262826,0.855707489181007,-1.55411446827761,-0.450057641241647,0.463120138448383,0.670805607101098,0.777397486507739,-0.360591255433496,-0.325500090381387,-0.579936981859523,1518948
