"mkm6d_gtv_wavelet.LHH_firstorder_Skewness_250","mkm6d_gtv_wavelet.HHL_firstorder_Mean_250","mkm6d_gtv_lbp.3D.m2_firstorder_Maximum_250","mkm6d_gtv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_249","mkm6d_gtv_wavelet.HHH_glcm_ClusterShade_247","mkm6d_gtv_lbp.3D.m1_glcm_ClusterShade_246","mkm6d_gtv_wavelet.HLH_glcm_ClusterShade_239","mkm6d_gtv_lbp.3D.k_firstorder_Kurtosis_235","mkm6d_gtv_lbp.3D.k_glcm_ClusterShade_234","sub"
0.115831917791968,0.441882624550261,0.136673074554834,-0.202284487731466,0.163746158335647,-0.603313209763951,-0.128655178074328,-0.316896468529169,-0.536969881383999,1085983
-0.143190082351849,0.413300734625627,0.230137108136288,-0.188030659172736,0.0922509342963006,-0.296467352295874,-0.094498581475244,-0.425627547963966,-0.207150006363735,1125173
0.204926300625341,-3.15907983679098,-0.941178543633721,-0.203166345425924,-3.26628551690711,-0.157546707305266,1.79766146170991,0.117026109348378,1.86034242240101,1154608
-0.268932011580719,0.252550166197708,0.136673074554834,-0.0538073448025684,0.101650871757246,-0.840154617669053,-0.148554019745853,0.689908962034907,-0.114187605339346,1181124
-0.139471543557409,1.4948780519608,0.136673074554834,-0.200408072916963,-0.0740859867636989,0.621077184801511,-0.247040334507295,-0.818434972511332,-0.87022828490379,1183075
-0.560959573644606,1.1861902022084,0.136673074554834,-0.112276006861218,-0.29316649613026,-0.909565746367084,1.86279325505324,1.12104224044526,1.17263466199281,1232870
-0.409608256504867,0.320719138215179,0.230137108136288,-0.188719015993898,0.0362143174823555,-0.139793017571022,-0.114607373721233,-0.403344118996991,-0.259963606556986,1279943
-0.370227399181079,-0.168771909791315,0.136673074554834,-0.202208080238655,0.0794134556364303,0.475329146315016,-0.185073084177428,1.32327995162833,1.39885900114602,1329352
-0.422887863766423,-0.0920137772282267,0.136673074554834,-0.190330783257427,0.0639367576794238,0.0346094699413591,-0.123124231276264,0.276372358520378,-1.09245081617705,1330263
0.0555630590135536,1.17133907909019,-8.68154994011444,-0.201816207367946,0.52220787474015,1.38628132363886,-0.0653918054245037,-1.0707333218399,-1.79770714618205,1364384
0.154262316403865,0.746974770295075,0.136673074554834,-0.202065550614566,0.211294833351942,2.73242097719045,-0.0440106199345699,-0.52152120879212,1.02585881766698,1386095
-0.190027397762487,0.035614813642743,0.230137108136288,-0.203243062391547,0.217781628996416,0.555089783181567,-0.165016436851795,-0.130329425422341,-0.876644861796157,1458656
0.1483466616313,0.261598573533497,0.136673074554834,-0.0386478796514181,0.0424798979104815,-0.463872176108909,-0.123482130618254,-0.330168054679639,-0.362252279120965,1485662
