"mkm10d_ptv_wavelet.HHL_gldm_SmallDependenceHighGrayLevelEmphasis_234","mkm10d_ptv_wavelet.LLL_firstorder_Skewness_230","sub"
-0.378457322295826,-0.5277828762662,1085983
0.269456839123953,0.829994629813951,1125173
-0.493146754808757,-1.01915237081349,1154608
-0.0344332948327688,-0.0698684358710571,1181124
0.173160463714963,1.05562149188044,1183075
-0.569800170977782,-0.209439855362531,1232870
-0.297189161767421,1.1479233731723,1279943
-0.0598173400546424,0.284850409862853,1329352
-0.354262405434266,-0.0229547143686477,1330263
-0.273687108538451,-0.422938315405422,1364384
-0.0377576508763287,-1.48803891351057,1386095
3.10439915334712,0.741121790755684,1458656
-0.448110757471697,0.0465473051917132,1485662
-0.420763268245397,0.63876636530913,1497807
0.287607233268074,1.1746317649121,1501387
-0.432541326940134,-2.22206048642098,1518948
-0.124913201917426,0.236804645358422,1526417
1.14429601164673,-2.05093095461697,1565177
-0.550500811574422,0.150191442809021,1606693
-0.630340529431864,1.28889769915095,1612262
-0.0618479779206883,-1.04990958772306,1614566
-0.604581359687125,0.531783574501715,1644034
-0.347399400305082,0.0557569232855447,1668599
0.615014543695262,8.37830289034426e-06,1671370
-0.358859286159908,1.21730568709206,1684230
-0.600647566381103,0.691161726768653,1692385
1.78852970442968,0.615664583409011,1720713
-0.556832227445767,0.631285165682422,1738800
-0.349850421926791,0.525702290786445,1740845
-0.25886886997821,0.846232815508695,1742294
1.57136934506446,-1.18741252903189,1767700
-0.135017945110267,0.00362237300542988,1768972
-0.0306295506084422,-1.90899852050387,1889409
-0.632387492214945,-0.886716430538349,1915938
-0.291472701303692,0.679644854313123,1916742
-0.6668471845411,0.277865694338694,1919296
-0.495977925504289,0.888884819396758,1926770
-0.105100818035981,-1.70179760887593,1938156
-0.598644502901044,0.708822014652062,1938561
-0.610403803270279,0.816191833385737,1966316
-0.461727683146016,0.488299964150111,1967281
-0.572860820559032,1.38829650727415,1973544
-0.384032966963802,0.646778470215805,1975401
-0.565438698187539,1.39777079577636,1976407
-0.418870625469446,-0.0339005256029392,1978972
-0.627864838777199,0.52577458566524,1979045
-0.668513001138999,-0.760065619958707,1979422
-0.600954735063959,-0.416246888529913,1980052
0.424461764230169,-0.293891455747967,2001182
3.35878243508729,0.393568035754394,2002465
-0.635988411515641,1.58778577935355,2004451
-0.570424012714998,0.244516259392442,2006164
-0.305156992590101,0.568130878223514,2007309
-0.633413375725708,0.693126220740373,2009915
-0.14472312507335,0.903995013586712,2010259
0.629097280925477,-1.25431746194877,2010554
-0.202225450597472,-1.87708689916966,2026671
0.0534198501091799,0.271986321346122,2033049
-0.475237272048456,0.901469449343307,2034136
-0.534635238920365,-0.318615093978653,2040495
-0.396283337265381,-1.82565900878311,2047354
-0.401920543576281,1.05774259835576,2051378
-0.613902934913177,0.559585051949698,2055667
-0.541631304126815,-0.363255806568873,2057358
-0.554709028493897,0.0678279635868178,2059713
-0.123715508744323,-0.174136858421933,2069079
-0.546868361510701,0.55340799586589,2070958
-0.525721775562605,1.73078411628965,2072215
-0.590418861250405,0.631754943780436,2075832
-0.450927039088012,0.967438415258219,2075846
0.205458710356899,0.989807485857695,2076301
-0.0513245578830353,-0.859621193839687,2078198
5.27909108224785,0.778011819682508,2078899
1.50026407657219,-1.67780867116336,2085349
2.11005744539347,-1.37200336470429,2086044
-0.59597210902309,0.790017937099474,2091555
-0.589441586726135,-0.141143794698249,2092954
-0.310287551093656,0.0502680112617647,2096627
1.30582882965421,-0.117888359155729,2100050
-0.26165073886265,-0.525741702180805,2108003
-0.424918951696644,0.337086972409368,2109902
-0.526174736752225,-1.58025818109772,2110540
0.0454990372841219,1.32635277616478,2116787
0.673213774042017,-2.15463648859052,2119177
0.18828420401212,-1.39080303526592,2131601
0.701877670208503,0.581288414341365,2132424
-0.47465155311932,0.310023775189267,2132982
-0.452705664097116,-0.0166056736453763,2133204
0.107490012760681,0.388726978194135,2133380
0.0399220123522329,0.82313139727863,2134220
0.541939013884297,-1.56541318940907,2135748
6.9072830353324,0.333095943649489,2137799
-0.520419809404606,0.771352958796491,2138375
0.428566301845028,-0.384012697097743,2138678
1.09303757673034,0.421472329310269,2139733
-0.386886699492228,-1.18291327074463,2141116
4.22012137099296,0.81981543926513,2144796
-0.20743402508094,0.0273485500419459,2145166
-0.467806741494951,0.514072769579818,2145694
0.486776532793818,0.321105600780635,2146138
-0.487669680558512,0.220245654704614,2151024
-0.570456801454398,0.564464971576381,215131
-0.11302186039648,-0.285530476023806,2152442
-0.568255428527314,-2.38196578472583,2157529
-0.326302440481189,0.47340145434997,2158101
-0.303018012842519,-0.179460798141579,2158329
-0.650749075285698,-0.583456784707963,2168082
-0.637371398768459,0.579648982910978,2172217
-0.518099216850758,0.444646074931848,2176530
-0.375297706727566,0.416685296240125,2176784
1.55220301448933,0.894007546771637,2181724
-0.144480764815894,-1.24217523206024,2183291
0.101866520507553,0.209608546836358,2183356
-0.561061940724498,0.923305253260208,2185290
1.07727311883114,-1.99575672490322,2186951
-0.260401001945775,-0.73480308516512,2196212
-0.146037888106218,-0.728666891227302,2199403
0.127300535007388,0.619645458334294,2200416
-0.601502441547335,0.760584199375995,2200813
-0.130086749709541,0.199869805455621,2205389
-0.0518063792145617,0.363514536454169,2212664
-0.576080632450639,1.01122786754309,2217034
-0.168625533621262,0.477681938539803,2218615
-0.65818421693405,-1.60078256287009,2219842
-0.487373218196914,-0.697392839491807,2224150
-0.60415154845481,-0.396773878392659,2228399
-0.476437990807296,0.145152546199818,2228400
2.82997803380225,-0.108360156448906,2234271
0.983799450122641,0.485231016251878,2234422
-0.261400303303195,1.50334296049315,2237571
0.260084394780525,-0.384399945087917,2244172
-0.273018485562964,-0.450288718933288,2247869
-0.31791190677342,0.397270434840731,2250648
-0.377622149112226,1.36832303715356,2250836
-0.28967733727225,0.0488586928328159,2267382
