"lemm_ctv_std_250","lemm_ctv_grady_250","lemm_ctv_gradx_250","lemm_ctv_m012_250","lemm_ctv_volume_250","lemm_ctv_m210_250","lemm_ctv_m002_250","lemm_ctv_m201_250","lemm_ctv_m102_250","lemm_ctv_compactness_250","lemm_ctv_m101_250","lemm_ctv_density_250","lemm_ctv_kurtosis_250","lemm_ctv_gradz_250","lemm_ctv_energy_248","sub"
0.0176223762712572,-0.0743031662964163,-1.67387513192532,-0.163666623657574,-0.197226326528362,0.0160992179275059,-0.585552466567175,0.0766305053148593,-0.0981502954861523,-0.682970995875177,-0.528387155716945,-0.308516123733804,-0.200123377857977,-0.788028939132869,-0.137521036278026,1085983
-0.453814564020406,-0.0742815326985316,0.251861763300973,-0.0195526713498008,2.20078397035888,-0.0470272018535205,-0.322201983751685,-0.241842377852015,0.257520936797223,-1.35594074864144,-0.836381001418057,-0.44643790287121,-0.437179477429689,-0.124015433815867,-0.43911059966313,1125173
1.77314178376306,-2.05528691310817,-1.15546786696102,-0.14407914551616,-1.00241339976413,0.0475704410463731,-1.2166207948685,-0.284181496037337,-0.322598110474715,2.16258015150272,1.40817098197973,0.966455859777556,-0.341615882372812,5.26387728243568,0.0774431114601214,1154608
0.212183010385137,-0.876649290684638,0.683853878309878,-0.158745345319026,0.0263170062323131,-0.0368012654267563,-0.668674253833968,-0.17711779250433,-0.168510010774955,-0.65355084398301,0.162951978745102,-0.354391638802594,0.26390813291354,-0.804449877302919,0.0326799622789115,1181124
-0.426553008988693,-0.135850932696555,0.0448820887548061,0.47301443419654,-0.871243345003733,-1.01292330868184,0.126514486914118,-1.14466046915323,0.42892550438181,0.987571791344595,-0.684380314451936,0.302274924115887,-0.532422203223401,-0.152822445718821,-0.701622361627485,1183075
-0.474432380005404,0.00652161250132041,-0.157049461531982,-0.109839576052525,-0.964540355784015,0.155775971599838,-0.10736098081064,0.310228194703151,0.226914847461297,0.743073617285768,-1.23950383829139,0.913494352674483,-0.533507438504746,-0.295675861772353,-0.687803234216304,1232870
-0.458520960401527,-0.121366093597073,-0.0200391052257236,-0.278448954902257,0.814261067574694,-0.0842431654454661,-0.231711617424131,-0.11245787499486,-0.417212315688162,-1.14925747960359,-0.505635975742738,-0.416345315657788,-0.537879757176885,-0.448417327668451,-0.706547901581841,1279943
-0.480051654911212,0.152968718866748,0.146484556298867,-0.174970023751284,-0.526844973526025,0.523619449548076,0.518564028436665,-1.60243511163215,0.62960097074457,0.785553411437837,-2.74539468999569,-0.278771878144651,-0.370647111573836,-0.68094593076648,-0.408746633598343,1329352
-0.430893728087247,-0.229246554367638,-0.102583366242813,-0.176739333372694,-0.0238724748145053,0.936437874568003,-1.02708993763558,-0.561917252865223,-1.10772045617249,-0.0303766628026754,1.51092059861975,-0.379961085816834,-0.512650911153111,0.0417975901701379,-0.624427931540488,1330263
-0.384829203449307,0.170317426425069,-0.0749495368493771,0.0212061401667598,-1.1029463173211,-0.354370849484875,-0.973714422497344,0.348265464202936,-0.277124614542731,4.0174271889909,1.56901931061113,7.56548451409684,-0.533731267788504,-0.167880162464362,-0.637704351509094,1364384
