"letd_ctv_wavelet.LHH_firstorder_Skewness_250","letd_ctv_wavelet.LHH_glcm_ClusterShade_250","letd_ctv_wavelet.HLH_firstorder_Mean_248","letd_ctv_wavelet.HHH_glcm_Imc1_247","letd_ctv_wavelet.HHL_firstorder_Mean_246","letd_ctv_wavelet.LLH_glcm_Correlation_246","letd_ctv_wavelet.HLH_firstorder_Median_245","letd_ctv_wavelet.LLL_firstorder_90Percentile_245","letd_ctv_lbp.3D.k_firstorder_10Percentile_242","letd_ctv_wavelet.HLL_glcm_Correlation_240","letd_ctv_wavelet.LHH_glcm_Imc1_239","letd_ctv_wavelet.HHH_glcm_Correlation_239","letd_ctv_log.sigma.2.0.mm.3D_glcm_Correlation_234","letd_ctv_log.sigma.2.0.mm.3D_firstorder_Skewness_231","letd_ctv_wavelet.LHH_glcm_Correlation_230","letd_ctv_log.sigma.2.0.mm.3D_glszm_LargeAreaEmphasis_228","letd_ctv_wavelet.HLL_firstorder_Median_228","sub"
-1.2026210850444,-0.0658771639731445,0.464117169755576,0.967843709559241,0.560217161866949,-1.40101949744206,0.201314482087542,-0.52281669272947,1.0921581675768,-0.786830821496251,0.551452278627741,-1.93258020489134,-0.151939001790113,0.371314445294173,0.470907186229241,-0.284383348602981,-0.702706884197889,1916742
-1.97822574921346,-0.425868340356486,-0.305873385306372,-3.14925354824457,1.42980572444549,1.01447209741021,-1.65177337370564,1.42483832910315,0.405080460594356,1.32925415933366,-3.82891020988564,-0.974393916016838,0.389124259544783,0.135414558642979,-0.0282272447048681,-0.834875392912952,-1.64268253130089,1980052
-0.623938896658274,-0.0576524774551339,-0.122362957032229,0.355730375048962,0.747351006315099,-0.460747481694595,0.0599364691311458,0.518098521308936,0.0373910684018297,-0.358999880550239,-0.191085279593196,0.333771646305256,-0.165781645801824,0.617168191382899,-0.956389803461884,-0.524500118301021,-0.750697132833007,1926770
0.0377121256920074,0.0116953586238943,0.128728967674337,0.739164504612877,0.785323501547664,-2.72094922462545,-0.171218825193437,0.80564040639994,1.12185726801142,-0.333915202480525,0.405702570002623,0.202291063281845,0.978446042398511,0.670711423438425,-0.670999090659572,-0.515442162080567,-0.617502765191217,1979045
-0.115550391114085,0.0104825826391871,0.00562062380282615,1.34579510918477,-0.521795930852372,-1.00227201996459,-0.226015713798191,-0.938379696504683,0.93069718771427,0.975554078943582,0.841908301762291,0.139117642060141,0.261585850285145,0.413856842176691,0.0950492550784955,-0.360272982816304,0.0594918249481315,2196212
2.80245985036739,0.289579775131228,-0.240522449876453,0.0405830717520964,0.463136172982415,0.511711944345727,0.0475341011362381,-0.863054471956915,-0.135505190898538,0.0157208964178241,-0.802487637519172,1.62525570858718,-1.08266748113952,-3.82683619066408,0.953147475377595,-0.0374558665385488,-0.556462064571461,2393207
-0.0973817694604455,0.0165608802072238,2.34698167873394,-0.051754515561043,1.37510536483341,-0.203652275977332,2.10109806007033,0.488979327271981,-1.80001423622744,-0.183375983648994,0.540358902597174,0.515320566623771,0.566690130796937,0.098994077307906,-0.808933726704033,-0.553048877770712,-2.08964659543454,2146138
0.0498670343088702,0.0201952688112053,-0.20174211708148,-0.0113917480700768,-0.923015687015101,0.753005754761717,-0.211647584632535,-0.670986771269686,-0.260896483713389,-0.921876776487953,0.5036540275935,0.371722472799563,-2.90900736075631,-0.372828938553792,0.839101842774282,0.958075269591189,-0.0627327904587917,2228399
0.192139482382307,-0.00516643505870928,-2.44104665763134,-3.61453211191416,-0.156904331909784,0.742552913752855,-3.11013949433524,1.20036061968783,-2.2658436282198,0.200312407552191,-1.22445542705552,-0.533193766227893,0.88598995052823,0.352878915540198,-0.870700883924917,-0.727326605046073,2.78319112872354,2144796
-0.310407460653769,-0.078118125211804,-0.413810505182179,-0.626317506762923,-0.479971673091491,-1.22058709194831,0.648366035775337,-0.238649499912314,-0.390362640944915,-1.42385113816112,0.470461782649865,-0.306272044817861,0.233862489000855,0.302507714094667,-1.90181926969672,-0.533308111088449,0.632328981228084,2234271
