"letm_prp_grady_250","letm_prp_m102_250","letm_prp_m002_247","letm_prp_m003_246","letm_prp_m210_243","letm_prp_eigen_max_238","letm_prp_m300_237","letm_prp_v23_235","sub"
0.0144457903070187,0.391638138825365,-0.272370467436933,-0.430590979401667,0.328157449082443,-0.436337284821712,0.564760379524132,0.254889011051894,1085983
-0.622633652115959,1.42290863365844,0.0690487183652077,-0.375660838247788,-0.148454976740982,1.33209363236588,0.230575953161634,0.199875968830923,1125173
0.834975990418126,-0.00580573106800786,-1.64024594151121,-0.0175420806172157,0.349259843703823,-0.693289900349818,0.264234635051481,0.254889011051894,1154608
0.427051911438459,0.0558128620872701,-0.436869721652285,0.402620728447764,0.142021945769253,-0.259879991558684,0.578559578602662,-0.453407033814672,1181124
-0.829944587787105,0.0929823245830453,-0.853752250862929,-0.352212675633074,-1.5275148687385,-0.711074731147037,-0.402266190520408,0.254889011051894,1183075
-0.940764325037752,0.641288372343354,0.0857384034784952,-1.04588580628628,0.203739478051125,-0.727105341335155,-0.106463719259832,0.254889011051894,1232870
-1.06270408787232,-0.208694673175711,0.241576155588761,0.189880906907986,-0.182591540177727,0.306930459967095,1.45358313611855,0.254889011051894,1279943
-0.161192476394001,0.570951074571616,-0.0642425069921071,-0.284838504849863,2.12303103138305,-0.37097067112298,0.977470656507635,-0.767395995550513,1329352
-0.30966095086377,-1.87696075522703,-1.49149167118235,-0.71828994894351,1.80968140929062,0.0520508161422998,-0.0911204210195413,0.200168281940302,1330263
-2.79227921028363,-0.264602201724706,-1.55926837942724,-0.364267120800987,-0.106532122565075,-0.745444602356253,-0.439813523641406,0.254889011051894,1364384
0.185568412632624,-1.3062078606869,-1.11846043679117,0.377319233278501,-0.218334025270915,-0.71965415802692,-0.0435123342045661,0.254889011051894,1386095
-0.625635447747698,0.423633462814829,-0.106933114980822,0.311050203105556,2.92157527592208,1.39449518747355,4.18935929584574,-0.877377313943159,1458656
0.411871151752944,0.58055381238815,-0.177398399535781,0.305070158790057,0.920756964635038,-0.165247323366079,-0.936004748489663,0.254889011051894,1485662
-0.597880850125317,-0.713938551800211,-0.212755072605655,1.06358591651959,-0.789015459216444,-0.326021316231647,1.20095549418752,0.254889011051894,1497807
-0.553397714317696,-1.34679411659698,2.34027721119307,-4.33134633644518,-1.14496884388412,-0.126598316281759,-0.600845847597558,0.254889011051894,1501387
-0.325279696248168,-0.324242693508134,-0.759744787108714,-0.601174232350035,-0.73208835551818,-0.709143599109994,-0.445586465333173,0.254889011051894,1518948
-0.387148236976393,-0.962717882837117,0.189630599649196,0.740394165575809,-0.445654609276815,-0.577963392362152,0.534350123914811,0.254889011051894,1526417
0.231871917651539,1.17451442457133,1.05978642576575,1.00419735546698,-0.480799590131951,-0.000229773283808598,-1.73056729119394,0.254889011051894,1565177
0.546313249884352,-0.637099450425457,-0.389476198287809,0.286393458738565,0.527711006116652,3.1525867104087,1.00893235177048,-4.1182210273181,1606693
