"mkm2d_ptv4_wavelet.LHH_firstorder_Skewness_250","mkm2d_ptv4_lbp.3D.m2_firstorder_Maximum_250","mkm2d_ptv4_wavelet.HHH_firstorder_Median_246","mkm2d_ptv4_log.sigma.4.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis_241","mkm2d_ptv4_original_shape_Flatness_232","mkm2d_ptv4_wavelet.HHL_firstorder_Median_226","sub"
-2.1080808140226,-0.516244438604108,-0.0291815755185405,-0.219716704243789,1.06854900054944,-0.474715134788193,1085983
1.06972352913705,-0.424793059106971,-1.10671138055212,2.13718758373705,0.354501163226146,-0.32687405184453,1125173
-0.0275212532260597,2.06200838339309,0.966021167622813,-0.314019031386023,-0.0765557024615884,1.55084030458421,1154608
-1.11677171700574,-0.516244438604108,-0.103514514680647,-0.298469879541116,0.940097272090689,-0.425089544802557,1181124
-0.937972324009577,-0.516244438604108,-0.643358016305352,-0.311649753421932,0.263638859654381,0.625610151001074,1183075
1.58667559754667,-0.516244438604108,-0.56660362343352,-0.317972348070951,-0.783737688736107,-0.764749148407526,1232870
-1.06579322347244,-0.424793059106971,-0.296856819353341,0.499029510134148,0.217784317271122,-0.218887065414217,1279943
-0.225127303594605,-0.516244438604108,-0.223578686557399,-0.279949715982161,0.0872473650047468,0.282756099706322,1329352
0.232717683797016,-0.516244438604108,0.278052887194478,-0.256900709242434,0.336280957137563,0.730653236847899,1330263
0.33069057147445,-0.516244438604108,-0.900405887339338,-0.314223002689605,-0.144506452321763,0.587726084119132,1364384
-0.388824409672789,-0.516244438604108,0.169060056842884,-0.305883668960101,0.398415274521501,0.704206280233756,1386095
-0.830917007003994,-0.296850284039126,0.263685921706429,0.0116237977278449,-0.0809947408050252,0.685200074664258,1458656
0.17400586990572,-0.516244438604108,-0.214148873116759,0.362614985773642,1.12333587222391,-0.286205158007602,1485662
0.21738275585491,1.03328850033241,0.235091245757512,-0.288259399027831,0.254443162346087,-0.297981363316134,1497807
-0.953246257257386,-0.424793059106971,0.598449946752123,0.0119755205110853,-0.400284443105829,1.16143239449935,1501387
-0.631487992592595,-0.516244438604108,-0.242093106973362,-0.328071806612071,-0.450057641241647,2.31536741367895,1518948
-0.655601753230818,-0.424793059106971,-0.245789573047856,-0.317902884446734,-0.525074134691773,0.0823623424847419,1526417
-0.660347172386694,3.12948276130599,0.669409121105441,-0.273390040441501,0.444061371837965,0.0942672493686003,1565177
-0.15615908849474,-0.296850284039126,-0.240911824219697,0.577536967809275,0.221615235466569,0.110999001304596,1606693
-1.6569726387789,-0.424793059106971,-0.47697891096695,-0.128463632385533,0.21928706026013,-0.636363085116187,1612262
0.218220897623281,-0.516244438604108,-0.651502624195285,-0.305764575633601,0.18267410233689,-0.0155172154660253,1614566
-0.279415187790336,-0.516244438604108,-0.777520930126932,-0.175686297796758,-1.07505745225567,0.21317182222206,1644034
-0.634370870368707,-0.424793059106971,-0.448349338305503,-0.183794261087095,-0.19271172103873,-0.784583260414728,1668599
-1.70392455907532,-0.424793059106971,0.345926495331924,-0.312804210182757,-0.44522034030958,0.422159424295109,1671370
0.610971385468193,-0.516244438604108,-0.479164352154063,-0.297493351786104,1.40585379166578,-1.9080248722017,1684230
0.801071875550024,-0.516244438604108,-0.227437552309145,-0.316042875754259,0.184773060648873,-0.146846877853559,1692385
-1.63179476847441,4.31923522837587,0.918868077066463,-0.085820790679576,0.609173693462105,0.0101752412830491,1720713
0.913848296246084,-0.296850284039126,0.126689972752324,0.364114524125065,0.518697089942241,0.358403984705265,1738800
