"mkm8d_ptv4_wavelet.HHH_glcm_ClusterShade_239","mkm8d_ptv4_original_shape_Flatness_234","mkm8d_ptv4_original_glszm_LargeAreaLowGrayLevelEmphasis_228","sub"
0.404443791703566,1.06854900054944,-0.240291127672067,1085983
0.433667975770731,0.354501163226146,-0.0794201519681194,1125173
0.172549995266724,-0.0765557024615884,-0.241845729650492,1154608
-0.601918174887208,0.940097272090689,-0.245237363264639,1181124
-0.262636419294859,0.263638859654381,-0.106923684199547,1183075
0.134568914627571,-0.783737688736107,-0.14555649385934,1232870
0.302026335724895,0.217784317271122,-0.115921379374786,1279943
-3.70321983572854,0.0872473650047468,-0.236110409278988,1329352
0.359131308788521,0.336280957137563,-0.14261368206568,1330263
-1.33403116069947,-0.144506452321763,-0.240559089074076,1364384
0.630035788866653,0.398415274521501,0.686503483558698,1386095
0.826089456023145,-0.0809947408050252,0.236328825194151,1458656
0.260350053056768,1.12333587222391,0.466071268695469,1485662
-0.384348245598881,0.254443162346087,-0.233090576301312,1497807
0.384949092872553,-0.400284443105829,-0.166243434338024,1501387
0.475421133891006,-0.450057641241647,-0.240001920378404,1518948
0.206739409579058,-0.525074134691773,-0.24404715190598,1526417
-0.342749033395154,0.444061371837965,-0.0263106527702534,1565177
0.3830690430755,0.221615235466569,0.140211800220836,1606693
0.319831817996498,0.21928706026013,-0.158330319178405,1612262
-0.0679131015094052,0.18267410233689,-0.0441737606488879,1614566
0.288088042745043,-1.07505745225567,-0.199130872914387,1644034
-0.0765833841782734,-0.19271172103873,0.055993841968512,1668599
0.967155939316739,-0.44522034030958,-0.235260682578514,1671370
-3.23385200839353,1.40585379166578,-0.233950322502431,1684230
0.311761551982574,0.184773060648873,0.215724013826695,1692385
0.948147135145113,0.609173693462105,-0.237203100406615,1720713
-0.0595069597078997,0.518697089942241,-0.221216081253321,1738800
-0.328558594270542,-0.763911899317794,-0.225867190565834,1740845
-1.68049469343685,-0.229245588760323,-0.169887440350407,1742294
0.276552854961011,0.615858597067115,7.17287819215532,1767700
0.370578364508761,0.867226509087011,-0.221760070192435,1768972
-0.0263842339263248,0.65128820372738,-0.199076858694078,1889409
0.349929387512651,-0.934543667731333,-0.182317086047757,1915938
