"mkm2d_ptvper_wavelet.LHH_firstorder_Mean_239","mkm2d_ptvper_original_glszm_ZoneVariance_236","sub"
-1.08823911368499,3.80299616882663,1085983
-0.63412701018746,-0.162207504234535,1125173
-0.457110041390296,-0.0461902373637397,1154608
0.616704328108785,0.490976851609883,1181124
0.933841673010443,-0.494881763013968,1183075
-1.26610591120656,-0.542517060069279,1232870
-2.17832514387112,-0.258533448233559,1279943
-0.176970818146344,-0.316018290503415,1329352
0.144954017886925,-0.701503411812012,1330263
1.16229502320814,-1.12762700503453,1364384
0.601011689958218,-0.792164905929952,1386095
0.527091314600909,-0.217301752570813,1458656
0.62181072345172,0.235496636630752,1485662
0.601407221859144,-0.940563762536337,1497807
-0.206981040273407,-0.802762613908086,1501387
0.619109106934907,0.182634637337067,1518948
-0.668330357134739,-0.794536762296263,1526417
-0.631823871405972,-0.400238116630293,1565177
-1.5981573560666,0.605101940055567,1606693
1.22594810681906,-0.567556010711387,1612262
1.35810561381452,-0.977000894517059,1614566
0.51100386910203,0.392036980405514,1644034
-0.46805541191391,-0.0965573364658517,1668599
-0.645508331644784,-0.825731860160457,1671370
2.89419148730962,-0.188615608869282,1684230
-1.32564457956853,-0.341815683157869,1692385
-0.879489661350252,0.377621380601889,1720713
-0.323027166524726,-0.522350483442946,1738800
-0.319137828840376,0.674840077765479,1740845
1.62204038817244,-0.383012344540622,1742294
0.427921519177393,-0.231136055645763,1767700
-0.466578479570496,2.00567987990932,1768972
-0.0966755552542395,-0.451148341393911,1889409
0.563736798078956,-0.542151155022422,1915938
0.293043528136777,1.30978160697688,1916742
0.465403815657489,-0.0387565629498712,1919296
0.804501749366607,-0.597137311607098,1926770
-1.11231074043827,0.603580200725624,1938156
0.015246298467301,-0.393799705655987,1938561
-0.25180777186614,-0.297483543442141,1966316
1.33127107666387,0.263597398656145,1967281
1.8934739917939,-0.251611840949505,1973544
0.387518213417966,0.3350316044363,1975401
-2.44769072577468,0.455214510316598,1976407
1.69888788514492,-0.853913659362438,1978972
1.15485748341941,-0.828426610100723,1979045
-1.08521041913258,1.72588688199347,1979422
0.106838165418518,-0.819358891321846,1980052
-0.635552054616063,-0.0371669996236085,2001182
-0.160013679614081,-0.991662991538937,2002465
-0.423536307275224,-0.427969674457167,2004451
0.697747775726772,-1.02862143341933,2006164
1.34622051664975,0.0679736106381134,2007309
-0.197337996704659,0.01817762707825,2009915
0.543164926886198,1.29016740652014,2010259
-1.4341677252582,0.595270711118381,2010554
-1.00500385024311,-0.602760041448649,2026671
-0.21834618366197,2.00326194096758,2033049
0.431230309490985,-0.4611146866396,2034136
-0.651591821898636,-0.589980803205413,2040495
-0.489546663625258,-1.18486249725063,2047354
-0.0897454582756801,-0.782228283996146,2051378
1.25580311299619,0.32272505418185,2055667
-0.0576463457482633,-0.595988478907117,2057358
0.755531270073513,1.97518974848892,2059713
0.219293585852953,-0.248272913968893,2069079
-0.439614867864984,0.241662082569355,2070958
0.430020793832547,-0.24596915309028,2072215
0.0691524177216227,1.11690221113941,2075832
2.08760588093387,-0.378779586629261,2075846
1.62891096172504,-0.845884578605662,2076301
0.172255393445318,-0.250205123433769,2078198
-0.317624629885407,-0.727480056988222,2078899
-0.407104840592882,-0.113309285418374,2085349
-0.179319169268018,-0.588381433934672,2086044
-1.19783013120517,0.188265198274238,2091555
0.0940628695376194,0.2283443274156,2092954
-0.698364146708407,4.74433716638621,2096627
2.10390368882946,-0.834533198438698,2100050
-0.441522506980284,1.2345834856786,2108003
-0.182820876882055,1.09766073645008,2109902
0.341380721302195,-0.359610712223124,2110540
