"letm_prp_m222_250","letm_prp_entropy_248","letm_prp_subvol_z1of3_246","letm_prp_density_239","letm_prp_gradz_237","letm_prp_m310_229","sub"
-0.137550696059468,0.466903175242579,-1.08580025948317,-0.325489719397266,0.245044210068,0.0828854615097055,1085983
-0.0751977419029421,-0.179090667700945,-0.986629745361351,-0.631671023807217,0.597054097272376,-0.453972838407523,1125173
-0.157478737503783,2.33976605120154,2.1514136001882,1.03515986280978,-2.76136791312079,0.646708382241829,1154608
-0.171151551533484,0.523303612411879,0.0667754658330262,-0.421986406621297,0.377179391868163,0.176906208071625,1181124
-0.146968620408384,-1.74888119911479,-0.954310905177935,1.09674410007322,2.10603901939543,0.48341139160728,1183075
-0.0412028113102469,-0.206294110035893,-0.739840242768795,2.08892909163551,-0.129331149226404,-0.66837031397148,1232870
-0.0936016653587562,-1.14094861561925,-1.21099566681633,-0.558219179604621,0.630378550805448,-0.267248263851343,1279943
0.0119482923575746,0.39160176148192,0.383166765145368,-0.323154397837412,-1.7193770703677,0.610887679214301,1329352
-0.0788135552050614,1.57765011033763,0.762640833745587,-0.494553523488842,-1.10265459950085,1.25721262375068,1330263
-0.200108802513918,2.38795829977716,4.34913986768531,4.36342936284859,-6.05896685541095,-0.472734299440746,1364384
-0.220565162696432,1.46354816988513,1.469703641296,1.2815035631468,0.308255573074263,-0.202995184508225,1386095
0.240697287722907,-0.530506781599214,-1.09551035427013,-0.615592057941021,0.49727786361457,1.65771613654459,1458656
-0.164767015350758,-2.11872042753206,-0.0906532276088253,-0.477906444410049,0.480261810103172,-0.627374841656984,1485662
-0.0987597878776412,0.463478144880457,0.214516936564093,-0.370862785012839,0.0227244748831456,-1.23379025986479,1497807
-0.165305292145851,-0.146161854218584,-0.292760458437698,-0.450690838756623,0.9464089363728,-0.0176250747087778,1501387
-0.110553426814854,-0.0943640215261929,-0.337545929462672,1.36738536213149,0.580780496741933,0.589742134983523,1518948
-0.192867934540853,1.19463193750031,0.908069850677418,-0.0914738137120037,-0.208480565957429,-0.158860807519328,1526417
-0.000833063235360201,-2.12793693974204,-0.22627172792878,-0.493488063260886,0.138192914246083,0.271473226745106,1565177
0.0151938656622729,1.06981425443639,-0.03804153206081,-0.665695391547979,-0.211527162429925,0.249006563540413,1606693
-0.147604597836523,-0.123463936713251,-0.548802775553958,-0.357050714346383,1.13863359314182,0.129530286939361,1612262
-0.151227113697365,-0.782664665762915,0.447145689415067,-0.239227717851886,0.189283075369883,0.165170727328287,1614566
-0.0835681837797106,-1.01526166598514,-0.198939096252089,-0.110285320903097,0.53763707484827,-0.0280455683748722,1644034
-0.099315705985891,-0.416780957067124,-0.543862945419218,-0.439204246245475,0.834044411229401,-0.672656262993644,1668599
-0.0783492922290487,1.4801644881415,-0.608526733114217,0.429887798762296,0.0227153731400311,0.490985518276139,1671370
-0.196200534552421,0.47038378578381,-0.216786054096702,0.468009349029888,0.941030686881931,-0.0803023339418191,1684230
-0.213759865661283,-0.518350747458693,0.284398375773213,1.2142827924686,-0.785592823562458,-0.110007994768235,1692385
0.0235470468282537,0.168770713506559,-0.304354943071338,-0.531952162356851,0.543940097683546,0.989353124673595,1720713
-0.138456839394357,-0.462506354834277,-0.117638816232997,-0.475285189137714,-0.54032070121344,-0.0205440589886814,1738800
0.106385087042902,-0.499313478186775,-0.29113667019936,-0.627897301798185,-0.196658682266386,-0.134409407363763,1740845
-0.204336914284523,1.08733090971441,1.07224954900721,0.86846309149078,-0.750329966558335,-0.332809062860891,1742294
-0.167671654017124,-0.136861587959212,-0.718737372813,0.082890800003624,1.06794172206098,-0.17588163321654,1767700
-0.0626529504073262,0.59603677110753,-0.372716405375827,-0.609519185959339,0.0325179569135102,0.345065727165686,1768972
-0.0487853059890326,0.289744261134081,-0.0198992840437405,-0.550810427057733,0.300997191391513,0.35818041362686,1889409
-0.169003254990092,-0.872736662986963,0.674779406363651,0.70299442952873,-0.209796966472099,-0.0918266579799721,1915938
-0.110123946450819,-0.434594214983898,0.418980568588646,-0.581935800159701,-0.356566208332852,0.0716344845137113,1916742
-0.201476855021375,1.33245554765461,1.14209413181262,1.76121324218711,-0.408601867685895,-0.123835523374862,1919296
-0.197588820429744,0.183516030986249,0.998617559619107,0.974232432858305,0.00760522017225514,-0.0686545408944843,1926770
0.0635087694707652,0.607720017144477,-0.795355910590833,-0.643996154897136,0.141319451850303,0.181827248422105,1938156
-0.130130286560096,0.116618881783498,0.240054616456373,-0.300794187148884,-0.415770316459174,-0.215830238633328,1938561
-0.20061930696086,0.0387653255164195,1.40664044304056,0.428958326770177,-1.35959449435438,0.141255559036144,1966316
-0.133156151341551,0.741099271302227,0.000553116808080161,-0.0501516601986922,-0.394581654009142,0.268668498331855,1967281
-0.22377781557594,-0.145796887751137,3.51699889204174,2.71997172366664,-2.22887607696492,-0.103302496348193,1973544
-0.211150312618994,-0.189124651836608,0.0718306140661391,0.353754509069184,1.09741230904025,-0.227755337802293,1975401
-0.15741745278613,-0.36469982716726,1.00953120663575,-0.216687222891087,-1.25906513358353,0.0118947032592671,1976407
-0.124933155903493,0.778909603440676,1.07855119333142,0.44961191769791,-1.85153033408003,0.568580856298367,1978972
-0.158459649540818,-0.413284312579725,1.50997340537468,0.527773212484872,-0.948432118933022,-0.673294506939995,1979045
-0.0398354840914797,0.776238898340663,-1.27270730655839,-0.393913649014399,0.165247897579633,-0.323835603833242,1979422
-0.240098913353138,0.799919256089557,2.05536116454445,7.56225598158797,-2.18615550038765,0.063352777519604,1980052
4.24236752041368,-0.848391129188268,-1.27867454047523,-0.652752408331729,1.03413134083798,-2.23966724318388,2001182
-0.214447141557184,0.3868279345483,-0.207663281491001,2.01151804142033,1.58219374316114,0.119786891934324,2002465
-0.195097875325934,0.59832000346468,1.83772263218405,0.331223560630751,-1.57635786790886,-0.087804304093435,2004451
-0.209707577841027,1.20729863802558,0.88527703016885,0.584361312622904,-0.822828689607761,0.320860213682716,2006164
-0.0808532001821475,0.707935201143616,-0.788144879778417,-0.507975382354274,0.195223671761491,-0.371343137673405,2007309
-0.0610588392923377,-0.570660759394111,-0.639947721371952,-0.277268213275667,0.948310099971722,-0.0242814927773798,2009915
-0.117832708944243,-0.589047932480862,-1.12496533936122,-0.501067144988151,1.33031380024614,-0.456477601995411,2010259
-0.0531258624878527,-0.403603926699706,0.473509834411336,-0.430372072056511,0.253141977220547,-1.14262132406601,2010554
