"lemd_ptv_original_shape_Flatness_226","sub"
-0.546195694857943,1916742
1.13708351213632,1980052
2.6312270554222,1926770
0.0885969692634227,1979045
-0.293459910172023,2196212
-0.419638299121874,2393207
-0.644654846043283,2146138
1.19389675936482,2228399
-2.10026604741102,2144796
0.233619732961061,2234271
0.65233153618861,2296332
1.90831193190425,1684230
-0.738266564851998,1720713
0.691504497275788,2186951
0.271632226872228,2439458
1.95283575640818,2135748
0.515658206151434,2141116
1.21519796489238,2108003
0.963881205686235,2006164
0.4356159504554,308862
1.35119706091473,1085983
0.837167771071246,2004451
-0.984180201845262,2359944
-0.307010923136053,2069079
0.491287279954209,2059713
-1.36245195165928,2294873
-0.787029204113422,2033049
1.48871148548034,1485662
0.610174527789223,1526417
1.10959173052513,1386095
1.0615261085566,983079
1.07177196058022,2132424
0.746964923416172,2138375
1.49985578882194,2490180
-1.60536748825553,2034136
-3.6757611564199,2510402
-1.32400921503537,1330263
0.0912739448687903,1768972
0.819046776037201,2306459
-0.249843916903344,2181724
-0.846806600256716,2217034
0.866441598778396,2218615
0.670859566997329,92173
-0.311263254974969,2414406
0.959484879737334,2381907
1.3713328971481,2002465
-0.458828463675166,2474709
1.84471433971048,2176530
0.194384973611453,1279943
0.772545774280645,1976407
0.526710930042365,2250836
0.289934607820188,1915938
1.69038091850313,2133380
-1.25476311208353,2271329
0.408939968793724,2286108
0.0381680520031946,2040495
0.110236965876069,1125173
0.412092870113287,1767700
-0.600340881406731,2138678
-0.565927950569999,2443354
-1.23844717125864,2234422
0.478290542095412,2151024
-0.851944136499295,2057358
0.685165713555591,2425694
-1.3961397477433,2500377
-1.60472842305683,2183356
-1.51561653004149,2131601
1.50157128550633,2152442
-0.916986969811728,2306893
-0.735755149885467,2009915
-1.91605007076,58325
-0.131519126811011,2395943
0.437515614237596,2480330
0.83036775982181,2076301
0.21959782846069,2205389
0.744020592765772,1975401
0.203410157567051,2250648
0.918680190283863,2185290
-0.933956121053148,2091555
0.0380830206982791,1232870
-1.41653466405884,2139733
-0.0724696348323019,2559453
-0.745055265703906,1938156
0.276692044401108,2158101
-1.24242347396718,2199403
-0.880474833506632,2430773
1.39106339964668,1738800
0.29377646297031,1565177
-0.423968132246897,1978972
0.168546267221323,2487135
0.181913695232509,1612262
0.672066149730984,2051378
0.264573856819893,1497807
0.573570743007731,2026671
-0.548827985760801,2340322
-0.755650463637388,2293123
1.13545518181069,2395415
0.190540192024245,1966316
0.322737743006494,1973544
-0.72105282476082,2010259
-1.40268762375496,2145694
-0.724928106612482,965005
0.277476255157401,2096627
1.80360557797755,2047354
-1.15899980052833,1364384
-0.585981174921885,2244172
0.484670084367996,2132982
0.321568679334588,2134220
0.0159354260065852,1889409
0.258800789492627,1938561
-0.113096627744873,2055667
0.641832617827395,2176784
-0.422482192461279,923666
-0.320245546003623,2086044
1.33738378148429,2078198
0.101921375961268,1501387
-0.346993628935303,1518948
-0.59795402771016,1606693
0.82286560519122,2305115
0.108205886421691,2237571
0.049606845594786,2285214
-0.382784362963096,2426863
-0.458630654699304,1979422
1.0266413871339,2480056
-0.930191951708169,1668599
-0.559509017407,2339674
0.520582485377565,2133204
-0.0887307649054327,2294852
-0.0515529037177154,2445526
-2.1837047462756,2200416
0.730546047884964,2168082
0.689397887473586,2075846
0.040989585680241,215131
0.548900455264262,2274521
2.31375419741417,277752
-0.574939638915414,2078899
-0.614386350214139,2172217
0.772784262955741,1614566
-1.06148615610584,2100050
-0.782619350438521,2183291
-0.153524356534021,2336735
-1.14048630957919,2352038
0.113192080213662,2305114
0.551134978742857,2448298
-1.02730961234489,1329352
0.245789447239916,1183075
-1.18073458850259,2110540
0.615392343320639,2070958
0.978588116693382,2340155
0.407357725032208,2075832
-0.931858711785433,2498991
1.5968457305988,1919296
-0.521995437700777,2401405
-0.68802832082078,1644034
-0.816395053934811,2405144
-0.0809586466765516,2158329
-1.75715045593719,2319068
0.45821780168406,2504802
0.6436248747551,2331869
-0.199879408874692,2317120
1.11858335752198,2072215
1.23137604595975,2228400
-0.0187351130863765,2145166
1.93546847178044,1692385
-0.864677613815369,2109902
-0.35878959766112,2219842
-0.287781406722883,2520618
-0.289042722886134,2419459
1.17540688403034,2276121
-0.33727070176803,2350037
-2.36575099412226,2001182
-2.9009483472288,2278618
-1.09412979827287,1740845
-0.381381227665643,2321962
-0.624876326586561,2212664
-1.4274265324818,2453577
0.674504813537736,2224150
-0.0258186162563614,1967281
-0.135972063249437,1742294
1.36288834258867,2488660
-1.39333638065901,2085349
0.982842271317598,2247869
1.07992437436865,2157529
0.0588024118651299,2119177
0.0194181416003223,2010554
-2.11249554740224,2493534
-0.533233217373554,2200813
1.05434255805041,2116787
-1.53027357938603,1154608
0.223845640956281,2267382
0.884728474582033,1181124
0.153715998396412,2137799
-1.33133499214597,1458656
0.557207595079953,2269346
-1.11262817211462,2092954
0.554009411081869,2007309
-0.18871168448991,1671370
