"letd_ctv_wavelet.LHH_firstorder_Skewness_245","letd_ctv_wavelet.HLH_firstorder_Median_242","letd_ctv_logarithm_glcm_ClusterShade_242","letd_ctv_original_shape_Flatness_239","letd_ctv_wavelet.HLH_firstorder_Skewness_239","letd_ctv_wavelet.HHH_firstorder_Median_232","letd_ctv_wavelet.HHL_firstorder_Median_231","letd_ctv_wavelet.LHH_glcm_ClusterShade_229","letd_ctv_wavelet.HHH_glcm_ClusterShade_227","letd_ctv_lbp.3D.m2_glcm_JointAverage_226","sub"
-1.2026210850444,0.201314482087542,0.495077995736713,-0.505096652026932,-0.0557959889956425,-0.131731410051036,0.25357162296966,-0.0658771639731445,0.078354482121398,0.390121693410867,1916742
-1.97822574921346,-1.65177337370564,-0.356806142294804,0.639342192735927,0.0576740666219712,0.430623686250038,-0.696333748785547,-0.425868340356486,1.10070122137204,-2.89323543028955,1980052
-0.623938896658274,0.0599364691311458,-0.313017407083704,2.81592150516194,-0.558117815817758,-0.138221302604206,0.750673577825866,-0.0576524774551339,0.100533497219221,0.827284048740091,1926770
0.0377121256920074,-0.171218825193437,-0.352945846622149,-0.137686870075538,0.120250524463682,0.245898105257948,-0.175509590179509,0.0116953586238943,0.0553500891706772,-0.31362856705801,1979045
-0.115550391114085,-0.226015713798191,0.184839106568894,-0.133664798187234,-0.136405955242116,0.140412002146035,-0.382674315224825,0.0104825826391871,0.0890648586690431,-0.199565394283247,2196212
2.80245985036739,0.0475341011362381,2.42277198408433,-0.334925221902818,0.223163541541652,0.0285474862120089,0.0224358243695692,0.289579775131228,-0.82690474627566,0.499855681306307,2393207
-0.0973817694604455,2.10109806007033,-0.252217282277309,-0.652704912185832,0.00103494261193231,-1.0132371581363,0.42018678608836,0.0165608802072238,-0.111365207057508,-0.417547135237521,2146138
0.0498670343088702,-0.211647584632535,-0.420981333485059,0.993316382489843,-0.0963025915253568,-0.0273977606831879,-0.176815786089719,0.0201952688112053,0.0803764701681348,0.299935253116524,2228399
0.192139482382307,-3.11013949433524,-0.114165542124107,-2.41840669461336,-0.623105994225588,7.70369634762446,-2.75683790474229,-0.00516643505870928,-1.64101234699799,-0.325580456540737,2144796
-0.310407460653769,0.648366035775337,0.0816835840399871,0.372445600611367,-0.0886924628466292,-0.962458998538343,0.122991191080837,-0.078118125211804,-0.862529393844554,-0.478295566276786,2234271
-0.412666024876149,-0.342634743622085,-0.478703442304608,1.00946301464745,-0.185786192041264,0.0703919191778271,-0.245189419165186,-0.00171816944839341,0.0798301736037721,0.24968953746975,2296332
-0.294572551760834,0.928360316264758,0.0435522138954798,1.71709783785988,-0.145079234531078,1.23470881772178,1.45103905167833,-0.0866194756791816,0.0388184600322763,-0.248039196681716,1684230
