"mkm9d_ctv_lbp.3D.m2_firstorder_Median_228","sub"
-1.31897493164932,1085983
-0.643859770545025,1125173
3.88000264935538,1154608
0.502186264152009,1181124
-0.0574574162375013,1183075
-1.12292425344768,1232870
-1.51844999548044,1279943
0.0295576172305367,1329352
1.76204262121915,1330263
2.1742948782328,1364384
1.57638891352025,1386095
-0.329169545677266,1458656
0.460055587214301,1485662
1.33638598153067,1497807
-0.785747605973582,1501387
-1.88095721955145,1518948
0.139544121432957,1526417
-0.778844101208314,1565177
1.19787199798554,1606693
-1.12094724651676,1612262
0.350765914998243,1614566
0.362395513462659,1644034
-1.0577939263955,1668599
-1.13071136730774,1671370
0.0344647190340442,1684230
-0.356292648566472,1692385
0.201883457013733,1720713
-0.0520377736562303,1738800
-0.491889984142911,1740845
-0.559588206746569,1742294
-0.0909263450122656,1767700
1.07288770249426,1768972
0.34718832128621,1889409
-0.573005161654705,1915938
0.920705828797685,1916742
0.647753084019941,1919296
0.696393632012695,1926770
0.152610720481204,1938156
0.387392696986606,1938561
1.31609481411609,1966316
0.345003302791565,1967281
2.24490547861514,1973544
-1.36010026294633,1975401
0.570136993075589,1976407
0.243746516968502,1978972
0.785494723110195,1979045
1.69496105957999,1979422
1.2652741409876,1980052
-1.12445094424197,2001182
-2.41947279581883,2002465
0.142945084458139,2004451
0.0712870334561748,2006164
0.436714010073575,2007309
-1.26718805148911,2009915
-0.273550975541182,2010259
0.76739992095197,2010554
0.200959919612651,2026671
-0.742581020657121,2033049
-0.502223670505945,2034136
-0.0296437502084673,2040495
0.143445000005807,2047354
-0.812822306509763,2051378
0.738966583837046,2055667
0.332364390075414,2057358
0.524089048232818,2059713
0.543351350766134,2069079
-0.0357971180135328,2070958
-0.649775798762024,2072215
0.722645849960357,2075832
0.535888387350777,2075846
-1.54895203217932,2076301
0.31918648234427,2078198
-1.33999610310528,2078899
0.052568774894727,2085349
-0.143885148040645,2086044
2.42255095178997,2091555
0.453067328080307,2092954
-1.53910273021342,2096627
-1.87752933894349,2100050
-0.678141362386873,2108003
0.627376058482353,2109902
0.160939607809738,2110540
-1.25436646327916,2116787
0.406769325621632,2119177
1.52685173707832,2131601
-1.25315504115298,2132424
-1.63941509175301,2132982
-0.582013194704526,2133204
-1.38368115584087,2133380
-1.23244356310955,2134220
1.02732500065666,2135748
-1.02611102530905,2137799
0.175539548894338,2138375
-0.0211088959527258,2138678
-0.0388231643857239,2139733
-0.963361953977548,2141116
-1.09302439408669,2144796
-0.954518966242504,2145166
0.412570115939661,2145694
-1.08217925791092,2146138
-0.433333706900106,2151024
-0.0109937930209984,215131
0.446090239333991,2152442
-0.402637552448158,2157529
0.804480361850639,2158101
-0.0518692755485741,2158329
-0.000973796044578767,2168082
0.199219505727444,2172217
-0.997723744994745,2176530
1.35230806792713,2176784
1.74483226710363,2181724
0.90958101984348,2183291
1.48068160485902,2183356
0.950104709937352,2185290
0.537445051245792,2186951
-0.28803813194175,2196212
-0.0899380609577697,2199403
0.0445746630974721,2200416
-0.635898914614654,2200813
0.288250853142447,2205389
-0.689451639092664,2212664
-0.156644712212095,2217034
0.249701234122444,2218615
1.5395412807804,2219842
0.856742363924293,2224150
-0.546394928553134,2228399
-0.772002037743824,2228400
-1.61761119475144,2234271
-0.682632843191806,2234422
1.22298179006272,2237571
-0.251434516071519,2244172
-0.0706823785926494,2247869
-0.0192334765683207,2250648
0.902830285475934,2250836
-0.483612905206554,2267382
0.712496613695486,2269346
-1.2883928128938,2271329
1.82309992078288,2274521
0.548503036314003,2276121
-0.0419715184907068,2278618
0.410281502902569,2285214
0.0350972633905835,2286108
-0.333809672180099,2293123
-0.723180726138016,2294852
-0.515112902850795,2294873
-0.694404574049888,2296332
-0.866561648720292,2305114
-0.125381110082558,2305115
-0.468923334301571,2306459
-1.55028626193553,2306893
-0.628502887931647,2317120
-0.0325169350220477,2319068
-1.01667451793169,2321962
-0.461927711697033,2331869
1.61187130003645,2336735
-0.176476732126969,2339674
0.696044831691006,2340155
1.44482539556203,2340322
-0.691418352675365,2350037
-0.920717255631352,2352038
-1.68382861824747,2359944
-1.28952654156824,2381907
0.819981513642616,2393207
-0.586049171017879,2395415
-0.664271561956635,2395943
-0.454805971843031,2401405
0.116450933260989,2405144
0.664513613272301,2414406
-0.726998440146445,2419459
-0.0715993814576763,2425694
-0.626526535228427,2426863
0.211729781710777,2430773
-0.906799517487813,2439458
-0.514417838797336,2443354
-0.521193497669321,2445526
0.367357441091531,2448298
0.186553188268434,2453577
-1.24767864374908,2474709
-0.886319095431717,2480056
-0.976317794649752,2480330
-0.813632934931548,2487135
0.443044046133569,2488660
-0.155766192544926,2490180
0.0878854546052826,2493534
0.113428800270033,2498991
-0.62470900811812,2500377
-0.486568349546622,2504802
0.804592263202427,2510402
1.37382902384002,2520618
0.924804277049115,2559453
1.66460099332142,277752
2.19890339675156,308862
1.90226385783708,58325
-0.81810810838953,92173
1.66717071094598,923666
-1.37209918882164,965005
3.1016908116656,983079
