"mkm8d_ptvper_wavelet.LHL_glcm_SumSquares_239","sub"
-1.13200843828751,1085983
-0.307892230700279,1125173
-0.0252144036314141,1154608
0.769573187083276,1181124
-0.547706863936253,1183075
-0.817189819917064,1232870
1.30859926337398,1279943
0.633466351239433,1329352
-0.300520497765385,1330263
-0.791807404615402,1364384
0.142101117431747,1386095
0.313936889120708,1458656
-0.941468508497735,1485662
0.528533515703178,1497807
0.821393387793675,1501387
-1.2826467549843,1518948
-0.379706523569111,1526417
0.417162314936169,1565177
-1.23535782695177,1606693
0.277980187861995,1612262
0.831744748583491,1614566
-1.00636710460169,1644034
-1.14620479882833,1668599
0.643299614152175,1671370
1.28285342849618,1684230
-0.183313847937214,1692385
-0.250134947297972,1720713
-1.00109610155879,1738800
-0.447845333480196,1740845
-0.703755208389685,1742294
-0.262329608810955,1767700
0.492638564891088,1768972
1.30064682799758,1889409
-0.269570642357882,1915938
-0.479487352490784,1916742
-0.235695550169506,1919296
0.846183378474248,1926770
-0.299347356132746,1938156
-1.27765015386412,1938561
-0.970422071861718,1966316
-0.870071412989202,1967281
-0.375480659369116,1973544
-0.411901815436901,1975401
-1.12799749578862,1976407
-0.0850820119161751,1978972
-0.00777215727675913,1979045
-1.64528070564878,1979422
0.214110451442677,1980052
-0.0104913681996796,2001182
1.79239285044379,2002465
-0.417068730824044,2004451
-0.0779553293429741,2006164
-0.177579020759486,2007309
-0.905808082955091,2009915
-0.90705421820345,2010259
-0.470518167577247,2010554
-0.273458394549745,2026671
-0.968010769175216,2033049
0.0117957744829536,2034136
-1.03271900354125,2040495
1.97631735058883,2047354
-0.835098463608404,2051378
-1.03158203281589,2055667
-0.825626573003578,2057358
-1.22717169847071,2059713
-0.297621448389101,2069079
-1.00808227428685,2070958
-0.489181704097534,2072215
-1.35474721105391,2075832
-0.36353602017928,2075846
-0.187453416054405,2076301
0.260425854848862,2078198
1.23481748965823,2078899
-0.769440288358077,2085349
0.181648227272006,2086044
-0.966265152458737,2091555
-0.461491439314413,2092954
-0.340369605106869,2096627
0.31984180763491,2100050
-0.763188284732058,2108003
-0.96570304306997,2109902
-0.963132367459524,2110540
0.350394146188156,2116787
-0.343969439260675,2119177
0.269242281616486,2131601
-0.668609400451884,2132424
-1.22245304470274,2132982
-0.624235545647857,2133204
0.0591522278047927,2133380
2.9313640350877,2134220
1.16388873599971,2135748
0.175382858864851,2137799
-0.356671076927549,2138375
-0.118069904318985,2138678
0.129085668421895,2139733
-0.674397396317221,2141116
0.938666577120636,2144796
0.100452146950583,2145166
-0.458235853123865,2145694
-0.185256787958396,2146138
-0.853911647360299,2151024
-0.229246697146853,215131
-0.311496421379062,2152442
0.721672375687738,2157529
0.261638735340261,2158101
1.37139332401744,2158329
-1.78528792875147,2168082
-0.804763757240574,2172217
-0.0709227310051365,2176530
-0.235009527663873,2176784
-0.356793231058597,2181724
-0.410397543009742,2183291
0.35669818476083,2183356
-1.64505209288207,2185290
0.0773794411160933,2186951
0.53159659968126,2196212
0.0315417966373364,2199403
-0.89402389867379,2200416
-0.275666802806044,2200813
0.358747875588296,2205389
0.134080721199286,2212664
-0.456492459824696,2217034
1.07098074107578,2218615
0.635348584932106,2219842
0.0378370577978664,2224150
0.110176502205913,2228399
0.159466832008172,2228400
0.121614921772441,2234271
1.03139332620382,2234422
2.26143191513514,2237571
0.434065416290405,2244172
-0.67841371247588,2247869
1.36358769682072,2250648
0.149441138296022,2250836
-0.786454494933468,2267382
0.307175461015432,2269346
1.66841263209434,2271329
0.860123602837507,2274521
1.56573477961142,2276121
0.860885566053837,2278618
0.310817383797059,2285214
-0.0989610187918158,2286108
-0.329889951134568,2293123
1.8954817643594,2294852
1.83164096589122,2294873
-0.331349886069513,2296332
1.67502077569408,2305114
0.102564660014016,2305115
0.513701911496121,2306459
-0.277604966915758,2306893
0.981895609952258,2317120
-0.850156097984219,2319068
-0.0404848048129282,2321962
-0.117625892928089,2331869
0.0488479705088008,2336735
-0.173390155353809,2339674
-0.529059218947443,2340155
0.297835501221843,2340322
-1.65109723923153,2350037
-0.0773952701940642,2352038
7.6959526717647,2359944
0.49789367220563,2381907
-0.578260091562468,2393207
-0.411618094002458,2395415
-0.303397630754019,2395943
-0.921293967945082,2401405
-0.290571061036228,2405144
1.08945743170459,2414406
0.870252855682971,2419459
-0.611374247870593,2425694
-0.95208069407613,2426863
0.959337776819521,2430773
0.0548981742174535,2439458
0.345772215642735,2443354
0.0688611355256099,2445526
0.392761522774763,2448298
0.579285845638314,2453577
0.472276688778501,2474709
1.76156648788639,2480056
-1.23701968179884,2480330
-0.01179798292606,2487135
0.113364907430372,2488660
-0.170756803123159,2490180
-0.466102472259932,2493534
1.32552637269036,2498991
0.214234818433375,2500377
-0.256653968913415,2504802
0.518397304126385,2510402
0.551517970222629,2520618
0.306958895801448,2559453
-1.10678438115994,277752
-0.805274870151957,308862
-0.471350165792394,58325
0.14956701950874,92173
2.55667258825441,923666
0.0651497447334513,965005
-1.02316740521458,983079
