"mkm8d_ptv2_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_228","sub"
0.140348858573831,1085983
-1.02127578797749,1125173
2.20116557470798,1154608
-0.432929859547685,1181124
-0.28656441221102,1183075
2.47373368530249,1232870
0.245280274931946,1279943
-0.498512457058695,1329352
1.48893407300065,1330263
1.03728091044199,1364384
0.601333712780571,1386095
-0.935523749192313,1458656
-1.26462021151945,1485662
-0.299579565775464,1497807
0.0124725577226252,1501387
-0.155399814944553,1518948
-0.0448373906392703,1526417
-1.12145072631148,1565177
-0.17667712769582,1606693
-1.2337308068803,1612262
-0.258999721244041,1614566
-0.152201460159547,1644034
-0.975655286083708,1668599
-0.321694189558897,1671370
0.0520709601102923,1684230
1.4435337127294,1692385
-0.0217563975575276,1720713
-0.532120410176387,1738800
-1.19825587728023,1740845
-0.298315520881036,1742294
-0.803759689116316,1767700
-0.573882595931863,1768972
-0.312198267775172,1889409
1.34571742898599,1915938
-0.290513172457008,1916742
0.849084587867101,1919296
-0.140014411832614,1926770
-0.605812342524206,1938156
-0.578282284635868,1938561
-0.394912642118589,1966316
-0.476380264044304,1967281
1.10878857882092,1973544
-1.12627186646063,1975401
-1.29701683512863,1976407
1.28286341108166,1978972
0.991080460906491,1979045
1.08420114544838,1979422
1.07011924403618,1980052
-1.15242005808633,2001182
1.36767638550067,2002465
1.13108341832345,2004451
2.49466509042248,2006164
-0.165825823906274,2007309
0.254759036569341,2009915
-0.288104252730118,2010259
1.68104893620082,2010554
1.0773405421193,2026671
0.152911131439775,2033049
-0.523239331517539,2034136
1.96981009928397,2040495
1.42487670032059,2047354
-0.474942819875979,2051378
-0.449966379075133,2055667
1.75706993574031,2057358
-0.200064863650847,2059713
-0.246373408171991,2069079
0.0961184237180568,2070958
-0.381947863376353,2072215
-0.132050544253851,2075832
-0.187772324383664,2075846
-0.65997940392995,2076301
-0.516480877192124,2078198
-0.796883104203797,2078899
-1.24720770955322,2085349
1.96155182064345,2086044
-0.482784521613227,2091555
1.95305882243388,2092954
0.0381881140373747,2096627
-0.25210697359776,2100050
-0.766221361678656,2108003
-0.213284867353698,2109902
0.997746543911148,2110540
-0.95617984023117,2116787
1.46696829647725,2119177
1.22162490485216,2131601
-0.912462926260976,2132424
-0.388988082284818,2132982
-0.0903892459389047,2133204
1.65055349559165,2133380
-0.528800378144429,2134220
-0.438809069071235,2135748
0.660808060244106,2137799
2.39571610922705,2138375
-0.170264515629704,2138678
-0.4035207641551,2139733
-0.121941676488999,2141116
0.257932075330337,2144796
-0.53029390218314,2145166
1.97701676727592,2145694
-0.907936583573481,2146138
-0.258666883751969,2151024
-0.266955892493704,215131
2.25996366721083,2152442
-0.283552733691265,2157529
-0.439950357224024,2158101
-0.245871757639506,2158329
-0.219330093935881,2168082
-0.364174929744397,2172217
-0.376092963852651,2176530
5.45879331951747,2176784
-0.320102573251537,2181724
1.37639467347867,2183291
1.55235659816123,2183356
0.00206567415968926,2185290
-0.461634851857839,2186951
-0.477190011799666,2196212
1.46626384331992,2199403
-0.0692664136010288,2200416
-0.62361088874132,2200813
-0.280853851937081,2205389
-1.32031656049042,2212664
-1.30691453757389,2217034
-0.110708180260271,2218615
-0.387240966338654,2219842
1.26572148468244,2224150
0.833319267098111,2228399
-0.468293750597417,2228400
-0.715100827808193,2234271
-0.167013414707098,2234422
-0.848129157931276,2237571
-0.411784435444939,2244172
-0.349251483460955,2247869
0.926366945458048,2250648
-0.22558909782381,2250836
-1.24235193654991,2267382
-1.16648188820649,2269346
0.7223587497685,2271329
-0.639705083053784,2274521
-0.188675018372489,2276121
-0.596201466478294,2278618
-0.335102322439041,2285214
-0.566805421835995,2286108
-0.404400349645019,2293123
-1.10783093566801,2294852
-0.665634042602893,2294873
1.31126497545824,2296332
-0.277558837269416,2305114
-1.1024107837688,2305115
0.0699846039484126,2306459
0.103873507470739,2306893
-1.22027410079579,2317120
-1.19331837547199,2319068
-0.82553348892588,2321962
-1.0767809238933,2331869
0.912815821478683,2336735
-0.125314564986726,2339674
2.13969833317377,2340155
-0.421716395725028,2340322
0.00126828296602054,2350037
-0.358155816989901,2352038
-0.13277426215192,2359944
-0.957735117215596,2381907
-0.202693983312934,2393207
-1.20798901867301,2395415
0.227023636503745,2395943
-0.270625755674389,2401405
-1.11161433084527,2405144
1.82224494272881,2414406
-0.247772334842448,2419459
-1.34711712257747,2425694
-1.08551326114869,2426863
-0.459281143123712,2430773
-1.07174719751168,2439458
-1.22667368469684,2443354
-0.425222614788376,2445526
-0.305385311576741,2448298
-0.532304988903027,2453577
-0.572777928891643,2474709
0.0448613976718248,2480056
-0.0390435043654411,2480330
-0.719269974764273,2487135
-0.560728959104421,2488660
-0.62985082425429,2490180
-0.207463803568874,2493534
1.88608744302118,2498991
0.130000717988503,2500377
-0.240164831785138,2504802
-0.479305410276721,2510402
-0.484526010765085,2520618
-0.383503010250306,2559453
0.814784964886054,277752
1.02088264642912,308862
-0.433976980411564,58325
-1.02122898747331,92173
-0.662961867922835,923666
0.449308537726604,965005
1.73325128492789,983079
