"mkm2d_ptvper_original_firstorder_10Percentile_250","mkm2d_ptvper_wavelet.HHH_glcm_ClusterShade_250","mkm2d_ptvper_wavelet.HHL_glcm_ClusterShade_249","mkm2d_ptvper_logarithm_firstorder_Median_249","mkm2d_ptvper_original_shape_SurfaceVolumeRatio_248","mkm2d_ptvper_wavelet.HHL_firstorder_Skewness_247","mkm2d_ptvper_lbp.3D.m2_firstorder_Variance_246","mkm2d_ptvper_lbp.3D.k_glszm_SizeZoneNonUniformityNormalized_246","mkm2d_ptvper_wavelet.HHH_glszm_LargeAreaLowGrayLevelEmphasis_245","mkm2d_ptvper_gradient_firstorder_10Percentile_245","mkm2d_ptvper_wavelet.HHH_firstorder_Skewness_244","mkm2d_ptvper_lbp.3D.m2_firstorder_90Percentile_244","mkm2d_ptvper_wavelet.HLL_firstorder_Mean_243","mkm2d_ptvper_log.sigma.4.0.mm.3D_glcm_ClusterShade_242","mkm2d_ptvper_wavelet.LHL_glcm_ClusterProminence_242","mkm2d_ptvper_lbp.3D.m2_gldm_LargeDependenceHighGrayLevelEmphasis_241","mkm2d_ptvper_wavelet.HHH_gldm_SmallDependenceHighGrayLevelEmphasis_239","mkm2d_ptvper_wavelet.HHL_firstorder_Mean_238","mkm2d_ptvper_wavelet.LLL_firstorder_Skewness_237","sub"
-0.0892842733096423,0.226581078123471,-0.283254732876546,0.439374839717376,-0.188127279008228,-0.290570665935965,-0.0407318262790575,-0.124724659431206,-0.108968272514473,-1.8570262106131,0.231110912657017,0.191005971291702,1.39857952151018,0.0754530080233626,-0.312484094855317,-0.373188757613359,-0.467521815011909,-0.954142428044213,0.84630175434089,1085983
0.00463486201632814,0.253591779779038,0.319477833660635,-0.0385927718414483,-0.117840883505965,-0.400047466038983,-1.01748567570611,-0.822942461994014,0.292475337109379,0.226674892830616,0.439639223117818,-0.322942197354652,0.0650792818194427,-0.370498808833041,-0.177601815370314,0.978136867809316,-0.486549543028922,-0.603896131068284,0.999292103247803,1125173
0.657081757206027,0.306734011472408,-0.36873361705295,0.519472035683447,-0.0576298016652,-0.332050957557151,-0.967640250576475,-1.42415039386679,-0.275215454493278,1.57128649713129,0.801041144805202,-0.0440378925318839,-1.07527994706347,1.14859490741438,-0.19073246047204,-0.608065254529681,-0.518821624469211,0.297856247393047,0.571565369733187,1154608
-0.407389430928556,-0.159500243230428,0.435985695017921,0.844727536212662,-0.184230533658342,0.701441279099501,-0.249683830290353,1.06958394442726,-0.258291718586352,-0.915934279133132,-0.684202104946809,0.737095740119225,-0.214760698295951,-0.0991146312469326,0.332450851550445,0.320669462869891,-0.292827881289937,0.0637894540475435,-0.203191794248931,1181124
-0.766145872672006,0.429786090484036,-0.475235897563771,-1.64312697551151,-0.0514746362123101,-0.927065311958083,2.11288345080337,-0.568630263438041,-0.378349313646677,-0.713101180972834,0.788616462115617,-0.00989125245585491,-0.828384549821819,-0.568717104682937,-0.243961918666349,-0.653224919845152,-0.303395550808727,0.614395775082478,0.993091415156905,1183075
0.192203476167565,0.232685519236985,-0.450918339318361,-0.476536521216614,8.1776297538072,-0.680371806826084,2.90510603732156,1.54155986076324,-0.395633746053876,-1.45315413221173,-0.233829334093721,-0.495935692195064,2.99806425946192,-0.390226568976269,-0.26870048131526,-0.968754699764904,-0.506475588838837,-2.42778702727329,0.502731159317855,1232870
0.865162562240034,-0.00352331352399197,0.824755257188837,1.24694469004913,-0.346588467025009,2.47199497916702,-0.306211149023558,0.135972060965673,0.327333793391712,0.190109248858269,-1.76772353513656,0.433571867535485,-1.90742756096395,-1.21165333976299,0.183635218520442,2.16786557618972,-0.481396223581896,-0.821535219497703,1.69412117226695,1279943
-0.308327408397887,-2.07740761859841,0.106491027096169,-0.0910637565246637,-0.238408969571237,-0.178354345452762,0.155955932829503,0.611530848089516,-0.403356578354506,-0.371616540467212,-0.679950235214485,0.108940555841171,0.106588123443395,-1.53366451281408,0.236652356740146,-0.269065513690998,1.02313700380866,0.0731726955289649,0.90899839601192,1329352
-0.537386234359312,0.000517180962155909,-0.390390444853649,-0.300213173411455,-0.132961324197739,-0.547847502744224,-0.434812498197396,-0.132387119666051,-0.185037670316022,1.0898088179965,-0.625496400026542,1.13809590196391,1.04588659726697,-0.938134462342474,-0.190311874723793,4.09306039901542,-0.342991355591693,-0.0906798515972351,0.0212073218019701,1330263
-0.310539747984436,-1.22926734914628,-0.339801220298842,-0.303302370530274,0.0713237880780497,-0.584590095183886,-1.47307548395034,-0.44580463076501,-0.405761886511329,1.80358063084961,-0.714010495369928,-0.995824721624438,0.176304722974146,-0.320067640132657,-0.312811222446989,-1.61771021416083,0.250104068121518,-0.141015015753723,0.434308206668893,1364384
-2.51777412499956,0.530063063028451,-0.598382531740447,0.596427378345729,-0.100821180574597,-1.36789595501357,-0.371856378713339,-2.44377567887441,-0.38368760327567,1.82662101168827,1.10249655273008,0.898432362885438,-0.711204976482018,4.16908582094603,-0.119252550083735,-0.394267512779824,-0.308242108831839,1.5971251119358,-1.68809804045462,1386095
0.431190549269085,0.215164774187042,-0.293128140626363,0.707693869911693,-0.25166285720822,-0.654876373873866,1.28618444139324,-0.123092453083278,-0.397585836458713,-0.594690567491575,0.219324111831318,1.28003026993151,0.649741612955536,-0.704591869555709,-0.0783568171517537,1.59859048767469,0.800454261557363,0.162298604909004,0.525079872933617,1458656
