"mkm2d_ptv4_log.sigma.4.0.mm.3D_firstorder_Maximum_250","mkm2d_ptv4_wavelet.LLH_glcm_Idn_250","mkm2d_ptv4_wavelet.HHH_firstorder_Kurtosis_250","mkm2d_ptv4_log.sigma.2.0.mm.3D_gldm_DependenceEntropy_250","mkm2d_ptv4_wavelet.HLH_gldm_LargeDependenceHighGrayLevelEmphasis_250","mkm2d_ptv4_lbp.3D.m1_glszm_SmallAreaLowGrayLevelEmphasis_249","mkm2d_ptv4_wavelet.LLH_firstorder_Kurtosis_248","mkm2d_ptv4_wavelet.HHH_glcm_Correlation_245","mkm2d_ptv4_wavelet.HHH_glcm_Idmn_245","mkm2d_ptv4_wavelet.LHL_glszm_ZoneEntropy_245","mkm2d_ptv4_original_shape_Elongation_245","mkm2d_ptv4_lbp.3D.k_firstorder_Range_243","mkm2d_ptv4_original_gldm_SmallDependenceLowGrayLevelEmphasis_242","mkm2d_ptv4_wavelet.HLH_glcm_Idmn_237","mkm2d_ptv4_wavelet.HHL_firstorder_Skewness_237","mkm2d_ptv4_wavelet.LLH_glcm_Correlation_237","mkm2d_ptv4_wavelet.HHL_firstorder_Kurtosis_237","mkm2d_ptv4_gradient_glcm_Idmn_236","mkm2d_ptv4_wavelet.HLH_firstorder_Kurtosis_233","sub"
-0.724191702560756,-0.860838094285607,-0.713820094076232,-1.68646959165628,-0.658567381364652,0.738222881604391,-0.815960703521353,-0.864799240894284,-1.14636908379524,-0.9588663161001,0.396798371672479,-0.326845070556686,-0.613230915481366,-1.9839997606543,-0.684715390712946,1.18509345502594,-0.932059919248159,0.204892641599927,-1.02919723234527,1085983
0.330227938482982,-0.340957483351686,-0.37379463164721,0.134443175212078,-0.0292012303908558,0.234741645504688,-0.732563248016857,-0.00513313881967017,1.10584066543377,-0.555956939410666,1.04086115749819,0.482814556892532,-0.24469044563043,0.799751717805658,-1.05554979969592,1.26041092724753,0.298189516939262,0.704240222780618,-0.389242896580127,1125173
0.699102534610434,-1.39161756195328,-0.812028439506414,-0.918860952910379,-0.908322005925273,-1.45100977330534,-0.581215665130252,0.896550925476174,-2.51311736429021,0.273698529516649,0.835405299220606,-1.09822676969611,0.699897977987021,-4.1805222722385,-2.08744640412836,-1.05166581801908,-0.558265228507436,-1.45367704979181,-1.26568060421166,1154608
1.341883479797,0.915394906741212,0.403059985043668,1.15325598186421,2.34696745126127,-0.930280011692896,-0.335186665918331,0.0642344147086811,0.852637309493386,1.2738790012948,1.39616034322812,-0.325660755026956,-0.344433579454756,0.940478245838216,1.65960728482047,0.213387377505412,2.29486726778455,0.581927480996704,2.26409201586742,1181124
-1.84781073384568,-3.0038643130741,-0.144081411741695,-2.04976184177776,-0.924939930179276,1.00246294117271,-1.209899928652,-0.708626898116886,-0.325091213383533,-1.11549834503026,0.480265147760848,-1.21771142372954,1.39289108260014,-3.26576189519432,2.61453330964848,0.781149052211952,0.184442644167806,-0.80423569179974,-1.1375472812134,1183075
-1.7070110293261,-1.91171834914669,-0.87341136351841,-2.42798406250096,-1.01760768218613,-0.155382910631012,-1.09726648882925,-0.313962231437936,-3.37933588577885,-1.47550170106511,-0.747701148831566,-0.572042529603923,0.863906693005969,-2.90048392570916,1.05619687044363,1.26834494009946,-0.560660780798701,-0.121052653165225,-1.02125113300599,1232870
-0.253676366404845,-0.0523671004137831,-0.894235304023977,1.42615004066448,-0.777549610550755,0.937340673963143,-0.568971467446668,-0.0491599697203931,-2.00285505154935,0.927269209823015,-0.176362121052602,0.518361626376794,-0.501408250722002,0.703854484641502,-0.54860486905946,1.40615840450809,-0.741854891276304,1.23504622632697,-0.319595578090572,1279943
-0.034448362223757,0.898778347599163,-0.159470093926788,0.231054225114374,-0.097054773413263,-0.127589839147112,0.432501751665918,-0.666737930177993,0.208861281450265,1.05913637041148,-0.237164595360414,-0.517956169109449,-0.663368785808959,-0.476990000013598,-0.262202200197899,-0.508613955259486,-0.37403234398899,0.379272649549977,-0.507820371669019,1329352
0.3129882751727,0.741970701268303,0.224854092000212,1.12554011287047,0.269149255436235,-1.1727511801922,0.454676292288763,0.998683811024932,0.503550835436762,-0.321832469208996,0.299224322918621,-0.0945697316067576,0.194234454845529,0.352976061212441,-0.570522067009197,-0.588002014133026,-0.483409169409631,-1.03744262825309,-0.136142149425529,1330263
-0.0903132905665588,-0.603547099823102,-0.202120782433637,-0.101825680626448,0.156281731492076,-0.590215325050794,-0.204008320667534,0.269435925066087,-0.701980551571641,-1.25356613970075,-0.761302649436175,0.83863231332934,1.63546872590688,-1.36226688322042,-0.72096264282145,-1.58953325797735,-0.835169938048438,-2.259579561142,-0.653517815312938,1364384
