"mkm10d_ptv4_log.sigma.4.0.mm.3D_firstorder_Maximum_250","mkm10d_ptv4_wavelet.HHH_glcm_Idn_250","mkm10d_ptv4_wavelet.HHH_firstorder_Kurtosis_250","mkm10d_ptv4_wavelet.LLH_firstorder_Kurtosis_250","mkm10d_ptv4_logarithm_glrlm_LongRunLowGrayLevelEmphasis_249","mkm10d_ptv4_logarithm_glszm_SmallAreaLowGrayLevelEmphasis_248","mkm10d_ptv4_original_gldm_LowGrayLevelEmphasis_247","mkm10d_ptv4_lbp.3D.m2_glcm_ClusterShade_246","mkm10d_ptv4_original_shape_Elongation_245","mkm10d_ptv4_wavelet.LHH_glszm_ZoneEntropy_245","mkm10d_ptv4_wavelet.LLL_gldm_SmallDependenceLowGrayLevelEmphasis_237","mkm10d_ptv4_wavelet.HHH_glcm_Correlation_237","mkm10d_ptv4_gradient_glcm_Idmn_236","mkm10d_ptv4_wavelet.HHH_firstorder_Skewness_233","mkm10d_ptv4_original_glszm_LargeAreaEmphasis_232","mkm10d_ptv4_wavelet.LLH_glszm_LargeAreaHighGrayLevelEmphasis_230","mkm10d_ptv4_wavelet.LLH_glcm_Correlation_230","mkm10d_ptv4_wavelet.HHL_glcm_Idmn_226","mkm10d_ptv4_wavelet.HHL_firstorder_Skewness_226","sub"
-0.815811963213618,-1.57251232065673,-0.684094059385196,-0.792147610183876,-0.359494954168919,-0.376530813865575,-0.472772347583348,0.604134496531746,0.396798371672479,-1.88170757430863,-0.433751555674122,-0.78518967397611,0.252711747367152,0.584132945788403,-0.679873884535383,-0.437426902636157,1.37308009745665,-1.11238384768087,-0.788084424865546,1085983
0.326181905605262,0.957623478733089,-0.42146796838819,-0.708332513995089,-0.370195155642201,-0.604102664824798,-0.123034297713531,-0.0687377124802444,1.04086115749819,-1.80853279523994,0.10993485770092,0.0489313093437182,0.670305283043284,0.805291868454145,-0.10346013528272,0.326062025736067,1.19094864208176,1.13894588648525,-1.07241117816951,1125173
0.488042908015713,-1.97901418135624,-0.802121862175304,-0.535632952632628,-0.0666361547947957,0.341218587304307,-0.252643215328343,0.404315986801986,0.835405299220606,-0.0542477692385312,1.49719202764511,0.724451100815997,-1.26219766912808,0.53021112026235,-0.921690322403492,-0.517051987463207,-0.974990853269296,-0.577667307879211,-1.43996459016794,1154608
1.16531871916433,1.05802073396079,0.691211470794064,-0.491186895741417,-0.464748241022486,-0.792182762672086,-0.595579682540087,1.01098883724505,1.39616034322812,0.320249234470535,-0.829496138845318,-0.0449788907913407,0.528020866674335,-1.29928939113326,-0.783353389662932,-0.152279225331076,0.347996589950303,1.38632326800528,2.01191615736092,1181124
-1.71354588305586,-0.185654304695641,-0.0266682523253885,-1.22599512825709,0.256981625732137,1.39057816870673,0.809594733965706,-2.25405148544284,0.480265147760848,-1.51608678357951,1.24890197123612,-0.675821186548726,-0.801573284519395,-0.0488600675742798,-0.641216443404409,-0.524154024727471,0.765493438873285,0.292384143814671,2.89640324608498,1183075
-1.62706410015326,-1.53424254948154,-0.726725399786408,-1.13157995889047,0.245933351741775,1.365727444785,0.835261215896864,-0.807625547607505,-0.747701148831566,-2.47578925575349,2.8434928146574,-0.0473928919399238,0.0921595020103095,-0.899836217857744,-0.50597975336195,-0.51222164678717,1.18315960880129,-1.15078889941667,1.25202035105523,1232870
-0.211463119043677,-1.29333317734492,-0.831261722685775,-0.542090939547584,-0.283783033139677,-0.0547147514764017,-0.136081970539892,0.684513200740371,-0.176362121052602,-0.417825300147135,-0.413515730438616,-0.0640370165692803,1.17241467284554,0.0895496776682257,0.0545667605656502,0.0127311115340058,1.37402219738227,-0.0985297853380738,-0.626251777319079,1279943
-0.185567800665809,0.550687618544924,-0.0568429028263024,0.322362222649965,-0.38246064288072,-0.48098900622132,-0.489859875968464,-0.628132439543031,-0.237164595360414,1.1197456336392,-0.515127810111227,-0.720777400989902,0.411706542657509,-0.812048792746841,-0.507857089261536,-0.355255165627721,-0.410498824619468,0.34729621620874,-0.0678646404607612,1329352
0.111664273602871,0.500962757608736,0.233199583462333,0.345884097236422,-0.336199784745737,-0.538350426817364,0.0219283712324205,-0.959151660405545,0.299224322918621,1.29706370056079,0.846333005072364,0.959007622005811,-0.900513571112543,0.518900326527101,-0.589930421167907,-0.229249677654134,-0.650052386822098,-0.3793312964068,-0.480362560565679,1330263
-0.293038306127811,-0.801467636492672,-0.286364403378113,-0.383688209976241,0.141820213330202,0.857194033376834,-0.46097466395788,-1.56145132616559,-0.761302649436175,0.870036750900567,1.02260760191848,-0.108539978818434,-2.17919268182126,-0.518880145973664,-0.846693354069598,-0.492828702173899,-1.25257706008838,-2.18961658732185,-0.464514966919297,1364384
