"letm_prc_m012_250","letm_prc_grady_238","letm_prc_d5_235","sub"
-0.0915077416584529,-0.032135503569088,-0.761960774103833,1085983
0.0224745224269323,-0.541721505963586,-0.0701151915430755,1125173
-0.0121903559058603,0.678075623592773,0.779268220786293,1154608
-0.164969705939555,0.665396181059389,1.02220455046937,1181124
9.7237081695744,-2.10904939954142,-0.340457907657809,1183075
-0.0661223777165792,-0.901940990802103,-0.796922566616173,1232870
-0.136480852526505,-0.921174962377445,-0.0692590582551621,1279943
-0.126172035502049,-0.477336076376802,-0.205999158461192,1329352
-0.118151880290299,-0.386196185420455,0.77278142018299,1330263
0.0250276274009283,-3.69679327552224,2.94691163065337,1364384
-0.0630504164547282,-0.206906403130495,0.642963265766854,1386095
0.0769970994135368,-0.675478914698544,-0.939735400743658,1458656
0.437586247302402,0.615483163300741,0.334955908972604,1485662
0.0487953916175045,-0.661856285489188,-0.805399776285626,1497807
0.488508262269597,-0.422558675443262,-0.207553521964703,1501387
0.0226067047169278,-0.0774898771616647,-1.76593450352681,1518948
0.128376454606163,-0.490444564217009,1.57810886853013,1526417
0.0543495492870535,-0.150152315781302,-0.836153452736918,1565177
0.575291072226959,0.872139304164885,0.991068807832817,1606693
-0.0227155341374812,0.332674041196562,0.212752931894326,1612262
0.0273959574752198,-0.25509247767985,0.497392691091595,1614566
0.0953493590117378,0.229998894345211,-1.4271466518209,1644034
1.20918131444597,-0.883634999925897,1.3287752776073,1668599
0.100653648278884,-0.534990514726002,-0.511038952404362,1671370
0.117477906679364,0.161584667441281,0.126598544156295,1684230
0.0535924780138567,-0.599039429443903,-0.653648693822785,1692385
0.0241834815131741,-1.085286483043,-0.414701358035872,1720713
-0.0471850057281504,-0.142881851906765,-1.05635969983497,1738800
-0.0699686826103191,0.471683403257314,0.391861690993959,1740845
0.295124370371343,0.0776244651551155,0.975032692301636,1742294
-0.292539730761478,1.05924220361385,0.847236639197664,1767700
0.0359212773309634,0.295558683200434,-0.368175867987998,1768972
0.0989448428030019,0.121830858127094,-0.0222218622370688,1889409
1.86765838543117,0.214806040070641,0.419102363370757,1915938
0.00727863655015879,0.928694954814252,-0.26989611367652,1916742
-0.0306185683640609,0.082683685341262,0.0789798339262581,1919296
0.00722831695124127,0.06640922099412,0.0300300879393817,1926770
0.0363099130415622,-0.177693565474096,0.0959380726889838,1938156
0.528404167423504,0.735005154737963,0.651132248615045,1938561
1.35984865816891,-0.549453011466358,0.568131180487596,1966316
-0.0149861831112541,0.434538307922922,-1.25772279583338,1967281
0.168892568274078,0.989969471375861,4.13890337161412,1973544
