"mkm6d_ptv_wavelet.HHL_glcm_Imc2_227","sub"
-0.0610606129475649,1085983
-0.695378219136049,1125173
0.179849872433256,1154608
0.287412526502618,1181124
0.854326270371883,1183075
-0.243608726594811,1232870
-0.241797456811852,1279943
0.573178994240744,1329352
-0.40788377851459,1330263
2.21320954022071,1364384
1.02866421143346,1386095
0.513588703932174,1458656
-0.532593408545292,1485662
-0.267491077518182,1497807
0.127416018341436,1501387
0.926370900113262,1518948
0.417506740237256,1526417
1.06591421451149,1565177
-0.706157983615719,1606693
-1.27467078035518,1612262
0.790633443080526,1614566
-0.462148048758995,1644034
-0.081728288335583,1668599
1.44576523598196,1671370
0.187194809839471,1684230
-0.0985217278366867,1692385
-0.0821898989708249,1720713
-0.360655234572357,1738800
-1.10876483253138,1740845
0.609218310988577,1742294
2.31330520371706,1767700
0.489760429889244,1768972
0.0416770180302344,1889409
-1.09408318951069,1915938
-1.24368346446312,1916742
-1.00368599291646,1919296
0.212474888694496,1926770
0.347569243218391,1938156
-1.34401964405648,1938561
-1.32435189623785,1966316
0.260889932944433,1967281
0.105235934675335,1973544
0.209494322673225,1975401
-0.836643801653396,1976407
0.36688264818916,1978972
-1.12169136907935,1979045
-1.80472279440749,1979422
0.394515032548665,1980052
-0.34359533742373,2001182
3.54388219656447,2002465
-1.23151736511243,2004451
-0.312537063818643,2006164
-0.518290562283344,2007309
-1.5122709990898,2009915
-0.186949576738762,2010259
0.569196090128968,2010554
0.757443607636443,2026671
-0.0375777871355942,2033049
-1.26504422521031,2034136
0.0715446668860396,2040495
1.40958931705971,2047354
-1.13164210949806,2051378
-1.14796990608546,2055667
-0.665509285121145,2057358
-1.20424666249904,2059713
1.07663576255639,2069079
0.269433509433751,2070958
-0.557873001705549,2072215
0.348646566651185,2075832
-1.09462762556201,2075846
1.5081848096202,2076301
-0.339162612031963,2078198
0.903503639415616,2078899
0.0133985169504726,2085349
1.05393925062194,2086044
-0.973268085078944,2091555
-0.922958662474229,2092954
-0.000248731342485652,2096627
1.803316534957,2100050
0.445016467885213,2108003
-0.773614958374665,2109902
-0.708403326432035,2110540
0.135109339746274,2116787
-0.181863623958085,2119177
1.66597601251671,2131601
1.3520412424983,2132424
-0.00151293329011532,2132982
-0.56279912902149,2133204
0.617579408503218,2133380
0.85430591166594,2134220
1.26092542195474,2135748
2.07869731956685,2137799
-0.552030044005179,2138375
0.670427583995369,2138678
1.38657913671393,2139733
-0.429104352798664,2141116
3.29378252345964,2144796
1.93524546096078,2145166
-0.384835519685008,2145694
0.526586486897398,2146138
-0.446009083119885,2151024
-1.48734308592009,215131
2.3553893036333,2152442
0.124488133618046,2157529
0.00859968113720955,2158101
0.00606790454396247,2158329
-1.01738080191025,2168082
-1.22692799999088,2172217
-0.304614174250313,2176530
1.53546747465142,2176784
2.34812128855993,2181724
-0.260899934460972,2183291
0.356181181455379,2183356
-0.479997794580276,2185290
1.48935207760724,2186951
-1.49553162529056,2196212
1.61251240156,2199403
1.55802401294288,2200416
-1.2820606433427,2200813
0.567607284588667,2205389
-0.301907901528523,2212664
-1.13596757486468,2217034
1.42084587989892,2218615
-1.76525490758656,2219842
-0.543902965105284,2224150
-0.666771914477398,2228399
-0.629448767275675,2228400
1.46114153669911,2234271
1.0585314750944,2234422
-0.678068684988252,2237571
0.213482058592232,2244172
-0.200391675896326,2247869
1.05896725719008,2250648
-0.970422956844335,2250836
-0.433850423551113,2267382
1.78398995352916,2269346
1.44802888175163,2271329
-1.88853993841606,2274521
-0.449720424451043,2276121
0.706241765536502,2278618
-0.22054734551731,2285214
-2.11280181633173,2286108
-0.0105544831952008,2293123
0.221882495705071,2294852
0.457046270885051,2294873
-0.378629917877108,2296332
-1.02165960893704,2305114
-0.0955113074102426,2305115
-0.353476655121058,2306459
0.47569499919175,2306893
-0.759534932695696,2317120
-1.64579035832817,2319068
-0.582765910412732,2321962
-0.601063927637976,2331869
-0.864809331851111,2336735
-0.511228915957906,2339674
-1.84918683001671,2340155
1.13364012514755,2340322
-0.318446756781821,2350037
-0.181999801227928,2352038
0.26850944674274,2359944
-1.31462215043214,2381907
0.567701744476523,2393207
-0.36685616141901,2395415
-0.591761188405983,2395943
-0.887008818180221,2401405
-1.0378472431648,2405144
-0.105063041984365,2414406
-1.12319551566867,2419459
-0.197382028076816,2425694
-1.071075669348,2426863
0.317178061153126,2430773
0.36989835471796,2439458
-0.30288246950003,2443354
-0.0523008297964933,2445526
-0.484825386828345,2448298
-0.213880470434481,2453577
1.06686003871885,2474709
1.02142643407319,2480056
0.689706934153353,2480330
-0.626612951847404,2487135
-1.33207525621798,2488660
-0.576791377459692,2490180
-0.61704900336932,2493534
0.682265461445488,2498991
0.952579923266306,2500377
0.636793623246795,2504802
-0.0704466230438804,2510402
0.156898861107233,2520618
0.0269372517799753,2559453
1.11014675132867,277752
-1.37383925224323,308862
-1.14625124013801,58325
0.354375670874757,92173
-1.07440942170423,923666
-0.229249111533417,965005
0.26980886883399,983079
