"lemm_prg_v42_243","sub"
0.976082071627879,1085983
-0.988433773524551,1125173
0.918557786238319,1154608
0.937981245415809,1181124
-1.01301068822797,1183075
-1.01301068822797,1232870
1.0307133750783,1279943
-1.01045219540961,1329352
-0.97960810735925,1330263
-1.01301068822797,1364384
0.665593298803165,1386095
1.03052580862609,1458656
-1.01301068822797,1485662
1.01037283537171,1497807
1.0307133750783,1501387
1.02388578912071,1518948
-1.01301068822797,1526417
-1.01301068822797,1565177
-1.01301068822797,1606693
-1.01301068822797,1612262
-0.949605107620345,1614566
-1.01301068822797,1644034
-1.01301068822797,1668599
1.02952585383291,1671370
1.0307133750783,1684230
-1.01301068822797,1692385
-1.01010354162298,1720713
0.965833246084448,1738800
-1.01301068822797,1740845
-1.01301068822797,1742294
-1.01301068822797,1767700
-1.01301068822797,1768972
0.95700275016786,1889409
-1.01301068822797,1915938
1.02761010643553,1916742
-1.01301068822797,1919296
1.0307133750783,1926770
0.937660171521351,1938156
-1.01301068822797,1938561
-1.01301068822797,1966316
-1.01301068822797,1967281
-1.01301068822797,1973544
-1.01301068822797,1975401
-1.01301068822797,1976407
-0.933766853378072,1978972
1.02157477154319,1979045
-1.01301068822797,1979422
-1.01301068822797,1980052
-0.964781211807764,2001182
1.0307133750783,2002465
-1.01301068822797,2004451
1.0307133750783,2006164
-1.01301068822797,2007309
-1.01301068822797,2009915
-1.01301068822797,2010259
-1.01301068822797,2010554
-1.01301068822797,2026671
-1.01301068822797,2033049
1.0307133750783,2034136
-1.01301068822797,2040495
1.00337258493373,2047354
-1.01301068822797,2051378
-1.01301068822797,2055667
-1.01301068822797,2057358
-1.01301068822797,2059713
-1.01301068822797,2069079
-1.01301068822797,2070958
-1.01301068822797,2072215
-1.01301068822797,2075832
1.0307133750783,2075846
-0.950685011285996,2076301
-0.989295287517539,2078198
-0.997258123396856,2078899
-1.01301068822797,2085349
-1.01301068822797,2086044
1.0307133750783,2091555
-1.01301068822797,2092954
-1.01301068822797,2096627
-1.01301068822797,2100050
-1.01301068822797,2108003
-1.01301068822797,2109902
-1.01301068822797,2110540
1.03005325748679,2116787
0.962646679883864,2119177
-0.738696076905073,2131601
-1.01301068822797,2132424
-1.01301068822797,2132982
-1.01301068822797,2133204
-1.01301068822797,2133380
1.0307133750783,2134220
0.921070665915045,2135748
-1.00419202991813,2137799
-1.01301068822797,2138375
-1.01301068822797,2138678
1.02173893807376,2139733
-1.01301068822797,2141116
1.0295541441859,2144796
-0.99560906422631,2145166
-1.01301068822797,2145694
1.02881135175275,2146138
-1.01301068822797,2151024
1.0307133750783,215131
-1.01301068822797,2152442
1.0307133750783,2157529
1.02976676828659,2158101
1.00653259080605,2158329
-1.01301068822797,2168082
-1.01301068822797,2172217
1.00060752485396,2176530
-0.936021083103421,2176784
-0.863921126634276,2181724
-1.01301068822797,2183291
0.956514475964632,2183356
-1.01015712209657,2185290
-1.00108858240657,2186951
1.01569559442141,2196212
-1.01301068822797,2199403
-1.01301068822797,2200416
1.0307133750783,2200813
-1.01166151733854,2205389
-1.01301068822797,2212664
1.0307133750783,2217034
-0.968666962540406,2218615
0.969097284539097,2219842
0.867331355402926,2224150
-1.01301068822797,2228399
-1.01301068822797,2228400
1.02269178041203,2234271
1.02984555169685,2234422
1.02972047269936,2237571
0.519782359251731,2244172
1.02068015128832,2247869
1.02957670985955,2250648
-0.924831223212996,2250836
-0.982141466481009,2267382
-0.943811422956768,2269346
1.0307133750783,2271329
-1.00585174009272,2274521
-1.01246968653469,2276121
1.00524640855735,2278618
1.0307133750783,2285214
1.0307133750783,2286108
-1.0128205478304,2293123
1.01808956295122,2294852
0.839017623300705,2294873
-1.01301068822797,2296332
1.0307133750783,2305114
0.987875678786118,2305115
1.0307133750783,2306459
1.0249473824232,2306893
1.01911009689904,2317120
-1.01301068822797,2319068
1.0307133750783,2321962
0.919788452394214,2331869
1.0307133750783,2336735
0.987704625011885,2339674
1.0307133750783,2340155
0.947708383941156,2340322
1.0307133750783,2350037
1.02558190630487,2352038
1.0307133750783,2359944
1.03032950504387,2381907
0.914491506768288,2393207
0.893730329232655,2395415
1.0307133750783,2395943
1.0307133750783,2401405
1.01915330495825,2405144
0.900586344567277,2414406
1.0307133750783,2419459
1.0307133750783,2425694
1.02746793765973,2426863
1.0307133750783,2430773
1.00741957951572,2439458
0.87370022093297,2443354
0.862422526650575,2445526
1.0307133750783,2448298
1.00444442824917,2453577
1.02456375402522,2474709
1.02939057633182,2480056
1.01583188918044,2480330
0.924577946669881,2487135
0.787569354684947,2488660
1.0307133750783,2490180
1.02194202716711,2493534
1.0307133750783,2498991
1.00431745047549,2500377
1.0307133750783,2504802
1.00559848643552,2510402
0.8496142421506,2520618
1.00534800549825,2559453
-1.01301068822797,277752
-1.01301068822797,308862
1.02300669593527,58325
-0.942211400546293,92173
1.02278285629283,923666
1.0307133750783,965005
-1.01301068822797,983079
