"mkm8d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_233","mkm8d_ptv2_lbp.3D.k_glszm_GrayLevelVariance_228","mkm8d_ptv2_lbp.3D.m2_firstorder_Kurtosis_228","sub"
-0.953643764756852,-0.694883884840619,0.285246296981815,1085983
0.0140966742016362,0.396039001657988,-0.659673294062211,1125173
-0.324272949307562,-0.422646226087989,1.76057443515754,1154608
-0.85339216654636,-0.637682564959824,0.42342152689842,1181124
1.07914557126953,-0.915651657491116,-0.823382843191212,1183075
1.12404206939337,1.88304990182268,-1.03829873508143,1232870
-0.467350013759785,0.619608178841622,-0.447815578675988,1279943
0.325778492473494,-0.138310716535255,0.872657135861977,1329352
-0.333908387717043,0.603188310566961,1.52104046978961,1330263
-2.28117523702144,3.31804245391124,6.53246255871895,1364384
1.16423321813619,-0.274378417852934,-0.0775526586194587,1386095
1.4153976435211,0.329464889248979,-1.34072420126594,1458656
0.613155332062757,-0.76943016116054,-0.261091740333427,1485662
-0.139782242217176,-1.16762373940952,0.470251324393321,1497807
-1.0920850557688,-0.491834298922947,0.220391115054479,1501387
0.135664896694646,-1.37774195912611,0.49424601770326,1518948
-1.55795726961254,0.31013475503857,0.874531803728893,1526417
-0.00717283161289935,-0.00366022431591943,-0.558663910750098,1565177
-0.0606100519796482,-0.179351471636257,0.401317998139428,1606693
-1.83756467579636,1.58475039725482,0.446833263107603,1612262
-0.300759384137587,-1.48144697108779,0.428233741076264,1614566
0.0413989466138773,0.923560345816805,-0.355545432071697,1644034
1.54961516775534,0.592463234362633,-1.11097276963823,1668599
-0.134926956157275,-0.399470559382472,-0.253240803816043,1671370
-0.0092775673251249,0.0234393140249694,-0.38459806427561,1684230
-0.31036344281827,-0.941121736403715,-0.223231725265293,1692385
1.08462617128641,-0.642587301198612,-0.418003916407867,1720713
-0.577003925663276,-0.781207768440822,0.798713300213792,1738800
0.912139106520608,1.21291359892994,-0.518824492942055,1740845
0.834575330828337,-0.123575961295692,-0.125999531084021,1742294
2.87912574699902,-0.351001628935354,-1.55893696631234,1767700
-1.24774584889831,-0.671544938208299,0.983611324938108,1768972
-0.752261769165455,-0.754518976241991,0.225511888693832,1889409
-0.4600841316464,-0.0482789646741341,-0.372167886101191,1915938
0.273097071923258,0.136864825993426,0.429452245668041,1916742
0.790699508920048,-1.95006533744071,-0.732485180232925,1919296
4.17541706792341,0.280218374338281,-2.77553676217077,1926770
0.0662236287267135,0.306132214285216,-0.0871789955669773,1938156
