"mkm8d_ctv_lbp.3D.k_firstorder_Maximum_247","mkm8d_ctv_wavelet.LHH_glszm_SmallAreaEmphasis_245","sub"
0.125061034628033,-0.643300706281226,1085983
0.807685207821656,0.0862714740349719,1125173
1.48976146638679,-0.423952408879399,1154608
-1.04616433513155,-1.41961860086447,1181124
-0.772253875716992,-1.35499632167938,1183075
0.266493769130927,0.472647792816951,1232870
0.257548321749619,0.483700283206985,1279943
1.62119404175407,0.495213920911881,1329352
-0.21179936513995,-1.16163431495295,1330263
-1.77962217248741,1.67954278557106,1364384
1.0452650068615,-0.831838483655012,1386095
-0.233388922700098,0.664490124291297,1458656
0.396249132878018,-0.388399106987988,1485662
-0.669528966975227,0.869573577446902,1497807
0.0770157108788252,-1.03019516942948,1501387
-0.792671106340797,-1.7532075656153,1518948
-1.32076327366044,1.13700071984341,1526417
0.261414323220771,0.613674410407872,1565177
-0.411977536293906,-0.407319832450993,1606693
-0.611905177547925,-0.158846239263182,1612262
0.766029352741812,0.523890281318241,1614566
-1.57375878942479,-0.121213181646051,1644034
0.126005780968251,0.950632579936215,1668599
-0.421548352204063,0.162617912976213,1671370
-1.02561132112686,0.414127989311337,1684230
-1.28065362792485,-0.907361917973464,1692385
0.347116585860766,0.19355072454187,1720713
-0.36641551846124,0.129364054939604,1738800
2.57974630065562,0.757115741073178,1740845
-0.167305446155486,1.23724547348125,1742294
-1.40077315273432,1.45509151757945,1767700
-0.0725908006647339,-1.3412743965142,1768972
0.0748737758564702,-0.0696833191199171,1889409
-0.912299133560315,-0.0638853817190739,1915938
0.188171620108136,-0.25937068219983,1916742
-1.05783405611942,-3.1789944697117,1919296
-0.770164532849203,-1.73612923022917,1926770
1.31797349648896,0.507928429940891,1938156
-0.82074957955349,-0.0927071488172789,1938561
0.496677198796703,-0.445949828847737,1966316
-0.770974452029531,0.13020688042365,1967281
-2.01255139073207,-0.627798137878155,1973544
-0.148755715129296,1.48844195877664,1975401
0.172129100523292,0.164439438126529,1976407
-0.606129602755504,0.746125213070416,1978972
0.569503945777765,-0.561580938875725,1979045
-0.714494302908808,0.834679319419893,1979422
-1.39024898449502,-0.880260332688512,1980052
1.52616097467294,-0.088516501113844,2001182
-1.78479628427579,0.214972588275809,2002465
-1.00371194796527,-0.412565065516835,2004451
-1.01735435285988,1.04754767646762,2006164
-1.15346858620459,0.431560758410933,2007309
0.193644072846054,-4.01258224114558,2009915
