"lemd_prg_logarithm_firstorder_Minimum_246","lemd_prg_wavelet.HHL_firstorder_Skewness_245","lemd_prg_lbp.3D.m2_firstorder_Maximum_245","lemd_prg_logarithm_firstorder_RootMeanSquared_245","lemd_prg_log.sigma.2.0.mm.3D_glcm_ClusterShade_235","lemd_prg_wavelet.LHH_firstorder_Skewness_234","lemd_prg_wavelet.HLH_firstorder_Skewness_231","lemd_prg_lbp.3D.k_glszm_LargeAreaEmphasis_231","lemd_prg_wavelet.LHH_glcm_ClusterProminence_226","sub"
1.12353393826469,-0.441572926241781,-0.476656442192434,1.05270342297618,-0.352111103357135,2.58098392092512,-0.0767840327782728,0.272790728871011,-0.12090235624405,1916742
-0.77718132450164,-0.177081534793022,-0.542270040178927,-1.7002299132776,0.155591478745442,0.406932164509465,-0.579286878894085,-0.324002524488764,-0.181377056906211,1980052
0.972586619671642,-0.0892309607895245,-0.542270040178927,0.64583800155777,0.201121700989452,-1.89571494192167,-0.93467042260071,-0.314485296185207,-0.197661626210474,1926770
0.182757366634833,1.31002153333886,-0.542270040178927,0.826973534325942,-0.351626476726483,0.218941815810614,-0.279158752455277,-0.368086707642544,-0.107612689747241,2196212
-0.981071834602168,2.39224551936297,-0.37703495047561,0.613094283281259,-0.206410358025642,-0.44888214395652,1.69950174614553,-0.214139268787232,-0.0220362485454858,2393207
0.94489073970404,-0.826350173974539,-0.384861371907707,0.665492272570716,0.162245054249913,-0.0475970929052331,-0.568130648200764,-0.323332933907344,-0.158752958815773,2146138
0.494999010457055,-0.229177128934752,-0.542270040178927,-0.0717528080622822,0.319489121126386,-0.101862565405277,-0.0855050634569122,-0.354045995773021,-0.213980727822611,2228399
1.00305250405441,-0.151758472129706,-0.476656442192434,0.801358618560587,0.315372630071173,-0.273175595527794,-0.394958025990453,-0.340660443547409,-0.0966475326336736,2234271
-0.694674977328587,0.807701393186807,0.207780446657439,-1.28371211785994,-0.361358246767746,-0.293545317952911,0.226320216704715,-0.378213630342033,-0.169771819387299,2296332
1.11249580480492,-0.00963103623840298,-0.542270040178927,0.866207833826562,0.445623908866252,-0.568975263753197,-0.688856137243633,-0.246267892490597,-0.095957211445669,1684230
