"mkm10d_ptv6_wavelet.HLH_firstorder_Median_229","sub"
0.859407344980418,1085983
1.78646752422048,1125173
-4.27052391298976,1154608
-1.18837054311377,1181124
-0.33089559562489,1183075
1.46023125380699,1232870
1.04252667002221,1279943
-0.0566365337650662,1329352
0.530696148347338,1330263
0.894137409615866,1364384
0.745522828446593,1386095
0.417916914660683,1458656
-0.024644100822196,1485662
1.09300911325197,1497807
-0.904480323209509,1501387
0.246616863060427,1518948
0.935172658728604,1526417
0.521610476059323,1565177
0.926245384678266,1606693
0.881942049885362,1612262
0.254261763670888,1614566
-1.50625405679725,1644034
0.655055914185833,1668599
-0.404456087683668,1671370
0.276863897352363,1684230
0.0967317858852024,1692385
0.321053364549209,1720713
0.434165166385774,1738800
0.635327102143932,1740845
-0.170141030826888,1742294
0.627162994599606,1767700
0.497033241943279,1768972
-0.194859216982581,1889409
-1.63657279451751,1915938
-1.27901117458129,1916742
0.317597070219333,1919296
0.264091391689101,1926770
0.0557630114600401,1938156
0.534749512518601,1938561
-1.31680174240006,1966316
-1.45328833420175,1967281
-0.234037575335112,1973544
1.34974082110896,1975401
0.593937525811757,1976407
0.873989173254576,1978972
0.0240907629818729,1979045
0.60756468099516,1979422
-3.31667453201269,1980052
0.446329352720026,2001182
-0.103138284221541,2002465
0.316773944577102,2004451
-0.25255566309695,2006164
-0.164104256885109,2007309
1.20922330082984,2009915
-1.19957699937837,2010259
0.701798192414897,2010554
0.370214472461573,2026671
0.504423965467738,2033049
0.706450276612014,2034136
0.479176376769427,2040495
0.404629103605889,2047354
-1.77318532606122,2051378
-1.22099002668309,2055667
0.661026344870657,2057358
1.83902968665936,2059713
-3.58421478262657,2069079
0.261841085269119,2070958
0.99099768856521,2072215
0.156526409909292,2075832
-0.754785791228373,2075846
0.11205554488443,2076301
0.90616009871678,2078198
0.791620561173175,2078899
0.585792161734369,2085349
-0.335979916193073,2086044
-0.959942721358532,2091555
0.479608355147053,2092954
0.718862681844103,2096627
0.722268905975062,2100050
0.580516278601732,2108003
0.436874039111291,2109902
0.417286602607708,2110540
0.491239507559298,2116787
0.172159137960204,2119177
1.11999970564323,2131601
0.469681419791066,2132424
0.515657360141905,2132982
0.606700544131281,2133204
1.58970556438877,2133380
-0.00885170890540149,2134220
0.188132689951165,2135748
0.908742778574641,2137799
-0.084113361041543,2138375
-1.25370375087568,2138678
0.312892554939917,2139733
0.523369864769726,2141116
-2.48016095780011,2144796
0.700385882768558,2145166
-0.688833321321278,2145694
1.37052080065665,2146138
0.894046673809158,2151024
-0.14149234865965,215131
-1.43487114621467,2152442
0.101330689358699,2157529
-1.39421605287235,2158101
0.439951063610486,2158329
1.05050312628002,2168082
0.123251642468951,2172217
0.284781920529498,2176530
0.595083951311196,2176784
-1.0067670707089,2181724
-0.824662020110721,2183291
0.450422102267473,2183356
-0.383950029021974,2185290
-0.788477281358665,2186951
-0.886390173550641,2196212
-1.17425072754811,2199403
1.17134550202094,2200416
0.320210611934196,2200813
0.25805516294101,2205389
1.0579933087102,2212664
0.520167367837391,2217034
0.562714672702438,2218615
0.720600401539292,2219842
-1.52141745096728,2224150
-0.119923006535995,2228399
0.639961253362942,2228400
0.16549032876397,2234271
-0.720502064982877,2234422
0.0160885657934925,2237571
-0.0502767715053294,2244172
2.38210455765184,2247869
-0.0869099320660756,2250648
-1.83438277238791,2250836
0.609113732033466,2267382
-1.41707111748283,2269346
0.435237737611641,2271329
0.0601370225370806,2274521
0.246356085236554,2276121
-0.399694210239753,2278618
-0.369739867073664,2285214
-0.606346450887507,2286108
0.648664687678745,2293123
-0.101042910165074,2294852
0.562193915374022,2294873
0.266325186528806,2296332
1.19643352420938,2305114
-1.11348047941867,2305115
-2.3597708202237,2306459
1.61017003256052,2306893
1.15139411952356,2317120
-0.168298431929798,2319068
0.167403296589268,2321962
-0.668276325992127,2331869
-0.840039675400285,2336735
0.364775951236772,2339674
0.522390180918516,2340155
0.73912465923863,2340322
0.542859692131886,2350037
-1.14183693776893,2352038
-0.172302723801305,2359944
0.943853933598265,2381907
-0.140920128941292,2393207
0.0648784162752748,2395415
0.656985523805078,2395943
-0.546453808826728,2401405
-0.451180432934626,2405144
0.0970574417579922,2414406
1.29142269842021,2419459
0.2960105934369,2425694
0.0369348253167342,2426863
-0.60560607785869,2430773
0.294774756172567,2439458
-1.87890827360883,2443354
-0.0530690199227614,2445526
-2.08958451098568,2448298
0.412482414239334,2453577
-1.61666356717497,2474709
0.757623689560379,2480056
1.04644832610753,2480330
-0.868228837173034,2487135
-0.000807298148578173,2488660
-0.981228017570543,2490180
-1.53450879758223,2493534
-1.18343069887301,2498991
0.0493332307537532,2500377
-2.63452974681095,2504802
0.766295968734182,2510402
-1.34112127514233,2520618
-2.05507889090902,2559453
-0.653437322066679,277752
0.292672177770933,308862
-0.555774673777669,58325
1.08140236799288,92173
0.166004232228876,923666
0.625920305905662,965005
-0.217434090979637,983079
