"mkm2d_gtvper_lbp.3D.k_glcm_ClusterProminence_232","mkm2d_gtvper_lbp.3D.m1_glcm_JointAverage_231","sub"
2.28760872787916,-0.109624318905065,2034136
-0.391566735200676,-1.57659460684832,2040495
-0.02813973293492,0.781788312814229,2047354
-0.468334751480143,-0.488265503599414,2051378
-1.02043270156359,1.06322810193673,2055667
-0.296682268974231,0.227191833514369,2057358
0.252427774648066,0.389397141383663,2059713
-1.29581395444391,-2.19139081691831,2069079
-0.296493700060963,-0.649656720646934,2070958
0.278868995374953,1.32620740628903,2072215
-1.05324564125253,-0.0348248314223204,2075832
0.0304087433192216,0.876283009660515,2075846
-0.754828891537247,0.150952264501395,2076301
-0.423925302429711,0.245782918364563,2078198
-0.484640808655799,0.478419075594127,2078899
-0.326509730138589,-1.22861631442996,2085349
-0.325238745550092,-0.649909405138834,2086044
-0.506983933104728,-0.887786775308806,2091555
0.204354825369811,0.350635852115978,2092954
-0.613902656433085,-1.7914726547512,2096627
0.0727994516428999,0.421018504498912,2100050
-0.233371314382886,-0.502065768408591,2108003
-0.447344833067581,-0.749138335298009,2109902
1.78803196582153,-1.69537792179245,2110540
-0.424231445916552,0.0778851346425741,2116787
-0.880277080931005,0.938598811412603,2119177
0.0686894059529433,-0.502525720507335,2131601
-0.0949305064447384,0.236567552915575,2132424
-0.0935094928772609,-1.27338177885531,2132982
-0.056342043350757,-0.704785936322921,2133204
-0.739498654323256,0.0590510010032534,2133380
-0.587547137810342,0.319385565676091,2134220
0.183758298764112,-0.280736968097204,2135748
0.813429736446255,-0.662487436208317,2137799
-0.519850033454788,-0.23801081871643,2138375
0.147458812128857,-0.934226213621087,2138678
-0.434242486404938,0.522427353385235,2139733
0.267732944791453,-1.85733408175403,2141116
-0.00187429882341917,-0.264834158532122,2145166
-0.0754354396552258,-0.539638177610732,2145694
0.520346473159113,0.506299565401989,2146138
-0.678686633291582,-0.232161652557648,2151024
-0.549055341022961,0.196245867152353,215131
-0.869750014882672,0.407077627682774,2152442
0.059285106869531,0.711699890724518,2157529
-0.0418576419445439,0.761373823858763,2158101
-0.384084457007841,0.369520901095035,2158329
-1.18408291653152,-2.94298456663607,2168082
-1.13023640471309,-0.303912723545248,2172217
-0.808824706020006,-0.187462302475728,2176530
1.28924052350499,0.0860344098823736,2176784
-0.797368344823888,0.943908852684296,2181724
-0.65442492415213,-0.583932124185046,2183291
-0.621396432582495,0.446377502509583,2183356
-0.604937464110583,-1.15818015098437,2185290
0.791079092359421,0.218699189400171,2186951
-0.551118988543193,0.525837781061495,2196212
-0.891481168910689,0.796398638198795,2199403
-0.770589619922912,0.378376104813556,2200416
0.116816211866537,0.0978428573732,2200813
-0.410096325064745,0.55397124466042,2205389
1.66152533749643,0.244108512421921,2212664
0.654486950348579,0.892191587790386,2217034
-0.867293285444825,1.55850051522603,2218615
-0.543165097765292,0.0341174095429077,2219842
-0.849401335812765,0.380290766204885,2224150
0.359684600384791,0.614254216319885,2228399
-0.397440269456343,0.379372187163722,2228400
0.561649647267086,0.874439830623234,2234271
-0.197659575774946,1.20809717776146,2234422
-0.168557500661816,0.321717326791112,2237571
5.65591948901142,0.220442294381126,2247869
-0.858980277883486,0.678246418686518,2250648
-0.334953650833695,0.664192133467374,2250836
-0.0177978191750199,-0.572741142939087,2267382
0.320107210411787,-0.554549776784125,2269346
-0.168690772899696,0.638422812892027,2271329
0.272310371895356,0.0517302743681936,2274521
-0.6894062341262,0.775650238127929,2276121
-0.0413422601536374,-1.49522190199593,2278618
-0.179102728420312,0.0258761755592069,2285214
-0.0950988981916678,0.161926689062088,2286108
-0.493574789783481,-1.11377935474075,2293123
2.72352610437564,-0.145948527859533,2294852
0.666766982278882,1.10781716062403,2294873
-0.574485420314693,-1.35048296710941,2296332
0.0062383370081816,1.12079623177401,2305114
0.283942918608188,0.0804454575563461,2305115
-0.647122841807102,0.230487748429519,2306459
2.58174953071278,0.608815799927144,2306893
4.51212492443919,-0.0466849050062351,2317120
-0.264368432595442,0.214577921232706,2319068
-0.632372861578269,0.826758945515165,2321962
0.01951757222306,0.00227139316652217,2331869
-0.858439059444317,0.696912010658781,2336735
-0.401329253360825,0.57505219617078,2339674
-0.513628738257469,-0.536978454121431,2340155
-0.710140613548291,-0.0539532846545719,2340322
0.186753165783317,-1.12253354990278,2350037
-0.0527456513953535,0.278512801870621,2352038
-0.0725834870779488,-0.28429148254021,2359944
0.264913194096604,-0.500860242124483,2381907
-0.372437408904355,0.484347556290358,2393207
-0.203077992376456,-0.849177426428635,2395415
0.189897419866426,-0.172928101220269,2395943
-0.53852372964505,-0.241096838116887,2401405
-0.313997481246495,0.0116515989999467,2405144
-0.204834798776492,0.478050439116488,2414406
0.850388643007187,0.999836368273819,2419459
-0.438796011190178,-0.0405840810439489,2425694
0.170837035746865,-0.0191089634948605,2426863
-0.595762829560334,1.03610800836486,2430773
1.20527138658997,0.57936847747545,2439458
0.600869967319543,-0.138061206091463,2443354
0.0285963919845583,-0.402451184545439,2445526
-0.947707497506672,0.808797219469788,2448298
1.12032651396516,-0.495339630819449,2453577
-0.143705408529161,0.397749560692475,2474709
0.469891899819635,1.12391651432815,2480056
2.83392727526535,-2.17174510260796,2480330
0.222792351219191,-0.361192735094826,2487135
0.00613941460494895,-0.537474813275356,2488660
-0.774097954149633,-0.322812345491299,2490180
-0.185256362980798,-0.963984415604796,2493534
-1.24112772595257,0.00232179013133629,2498991
0.455708070560909,0.0290297628210437,2500377
2.25709439736443,2.08647338031059,2504802
0.966595566675709,-0.0530735594049723,2510402
-0.370767826364121,0.0727384940702136,2520618
-0.87713920907857,0.72540106259657,2559453
-0.367220088568396,2.79262300139201,277752
-0.0214976469355107,0.689387390267028,308862
-0.540724930723973,-0.0330470009792891,58325
-0.390299868897572,-0.226861427842154,92173
-0.08400013683028,-0.490398507537422,923666
1.49549659168279,0.509334015772506,965005
