"mkm10d_ctv_lbp.3D.m2_glcm_ClusterShade_241","sub"
0.578648650250844,1085983
-0.26847876177651,1125173
-3.01033396702049,1154608
0.532142962523978,1181124
-0.590850188596143,1183075
0.461962965955764,1232870
0.743510578256128,1279943
-0.905227850950268,1329352
-0.894462949165588,1330263
-1.72273154387464,1364384
-1.3526048601239,1386095
-0.598416823856435,1458656
-0.650645143939216,1485662
-0.121585820122084,1497807
-0.145653131124079,1501387
1.26954545053061,1518948
-0.271739368798111,1526417
0.533983146744826,1565177
0.0664528477872372,1606693
0.954445385023764,1612262
0.395824486697272,1614566
0.599870146438767,1644034
0.154711970827338,1668599
1.21139696122799,1671370
-1.09353482770645,1684230
-0.0791536633142692,1692385
-0.046831843108591,1720713
-0.341634527050617,1738800
-0.918783558666243,1740845
-0.507767107263686,1742294
-0.336618308588978,1767700
0.807047697917894,1768972
0.826976273772379,1889409
0.400083959005118,1915938
-1.51958861584591,1916742
0.407474946295404,1919296
-0.773465822441711,1926770
1.04204680519298,1938156
-0.379666248297703,1938561
-0.799065320061645,1966316
0.787300555101033,1967281
-0.160600562728955,1973544
0.717297306662841,1975401
-1.63005568657326,1976407
0.558826438626056,1978972
-0.939702277882048,1979045
0.0776060072709394,1979422
-0.789071879136037,1980052
0.944397756542554,2001182
1.80656636540594,2002465
-0.606500822129187,2004451
-0.768553001320538,2006164
0.235168120599202,2007309
0.954355581481902,2009915
-0.66510962009406,2010259
-0.555158552059847,2010554
0.75195075751676,2026671
-0.039207019704022,2033049
0.0400231983086837,2034136
0.99863373393205,2040495
0.390345964286079,2047354
0.0338309026183993,2051378
1.11953237186553,2055667
1.2364815510713,2057358
-2.62890059918954,2059713
2.03192808097844,2069079
1.14980681402853,2070958
-0.698218530796359,2072215
1.24211192347048,2075832
-0.883319237726241,2075846
0.758150392664634,2076301
1.14659659915168,2078198
-0.00926889512535155,2078899
-0.211753489724538,2085349
0.437833579889895,2086044
-2.82046201942891,2091555
0.142270877217726,2092954
1.06714308741803,2096627
1.03251161421838,2100050
0.936912220940394,2108003
0.311464643705638,2109902
1.17665197181485,2110540
-0.0836084878584016,2116787
1.27488601855801,2119177
-0.453734056111084,2131601
0.458497341222755,2132424
0.583805739505287,2132982
0.204325994269269,2133204
-0.216878802780742,2133380
-0.777904775021682,2134220
-0.235402164514075,2135748
0.334033864825301,2137799
1.38944886332339,2138375
0.527743503602764,2138678
0.248811433811889,2139733
0.550083446955982,2141116
0.292504687442728,2144796
0.713788397562066,2145166
-1.51892508852415,2145694
0.0952317336409773,2146138
-0.418307273003932,2151024
-0.438654595058042,215131
0.550294283118775,2152442
-0.398647179261293,2157529
-0.289246228778856,2158101
0.725975415895706,2158329
-0.44241487943306,2168082
0.506084443658298,2172217
1.53698098386808,2176530
-2.36119794699696,2176784
0.355492752833339,2181724
0.506579554946864,2183291
-1.66103665707272,2183356
0.356221277868867,2185290
0.0355293385931375,2186951
0.140241462286693,2196212
1.73457289403468,2199403
-1.84543084403232,2200416
0.518733369730766,2200813
-0.196610872827298,2205389
0.151031440697087,2212664
-0.848619801534626,2217034
0.964701204824224,2218615
-1.72074327110858,2219842
1.73730874781517,2224150
0.18257008181618,2228399
1.00034186786487,2228400
0.416451536585965,2234271
-0.267442906423738,2234422
-1.02086313618878,2237571
1.20606363373726,2244172
-1.49664744376048,2247869
0.562698120322059,2250648
-2.03121323389536,2250836
-0.444093786013308,2267382
-1.28891485214182,2269346
0.522107826895185,2271329
-2.14817434583446,2274521
0.588374322545748,2276121
2.88969985876601,2278618
-0.183032526587908,2285214
-0.61063977875111,2286108
2.13196502375219,2293123
0.256359030339879,2294852
1.82716516361119,2294873
2.59586510819873,2296332
-0.134334696723826,2305114
0.258161609819171,2305115
-0.843167899020405,2306459
0.770187910648619,2306893
-0.371401069207288,2317120
-0.143000989144392,2319068
0.155886090418504,2321962
-0.602056491146828,2331869
-1.6322202722822,2336735
0.518548478296203,2339674
0.555501059576051,2340155
-0.583107561145841,2340322
-0.598712431070646,2350037
0.318493581144382,2352038
1.14808613711887,2359944
0.289772348880477,2381907
0.337405050526666,2393207
0.461270687099267,2395415
0.034353472552101,2395943
-0.116059490384622,2401405
-0.420592309046658,2405144
0.0165706108374371,2414406
0.629405159725708,2419459
-1.58204953605178,2425694
0.134405752725262,2426863
-1.34853663130527,2430773
-0.215140126167675,2439458
0.552707604526163,2443354
0.320033109996907,2445526
0.791073071840712,2448298
-0.933859336334056,2453577
0.809282508942836,2474709
0.33599516945722,2480056
-0.396492536324907,2480330
1.39696582136032,2487135
-0.0537568371478013,2488660
-0.208720644898771,2490180
-0.373801905387187,2493534
1.22634995308073,2498991
-0.0330850482639976,2500377
-0.22199347390368,2504802
-1.62201017723188,2510402
-1.02253950848202,2520618
0.62527991394017,2559453
-0.345678059097007,277752
-1.56874160496287,308862
-1.74966656917042,58325
-0.227735872205668,92173
-1.64726722764887,923666
0.533354636828406,965005
-2.8346474773223,983079
