"mkm6d_gtvper_lbp.3D.k_glcm_ClusterProminence_238","mkm6d_gtvper_wavelet.HLL_firstorder_Mean_226","sub"
-0.106566701693847,1.05469602424036,1085983
0.567178404951211,0.996851265510945,1125173
0.230824679020349,-1.81811472829636,1154608
-0.605437094841922,0.455192030532225,1181124
-0.0761309016915906,1.09752817586293,1183075
2.96503349216613,-0.917703812386188,1232870
0.284840906685144,0.604986083164003,1279943
0.411386915813485,0.438532882111626,1329352
1.0651117770702,0.283734009928023,1330263
-1.49410912693951,-0.781692388028844,1364384
3.81641288008423,1.02478420059627,1386095
0.367176736311527,0.875456940473577,1458656
-0.561723943387549,1.12969248918983,1485662
-0.824997022121624,0.581957678375366,1497807
-0.80441440322059,0.855719237625989,1501387
-0.0722497614216004,-1.72655038326785,1518948
-0.773546825156495,-1.21356277556941,1526417
0.0903916786765443,-0.238150290688318,1565177
-0.32131387772905,0.254352207609229,1606693
-0.00671322591525383,1.47956598583894,1612262
-0.793723204575903,0.015400088104586,1614566
-0.930288975947824,1.38934270903079,1644034
-0.721017886050396,0.569826443706227,1668599
0.412816109740533,0.445137030329547,1671370
-0.781030218641215,0.566879266632795,1684230
-0.281558735779189,1.30243366918839,1692385
-0.419312462042745,-0.732296927221697,1720713
-0.492761067808519,-0.0322093407311115,1738800
1.14756535218857,0.91235136870631,1740845
0.16997424828339,-0.109574150466351,1742294
-0.603598795111338,-0.330277675707201,1767700
-0.862327205092825,0.409614053040782,1768972
-0.69147563489679,-0.150320190023415,1889409
0.854246892277454,-0.546579379880248,1915938
0.00411855103646313,0.62546775758934,1916742
-0.549670537929961,-1.38472194380296,1919296
-0.653747058083896,-0.33374755157225,1926770
2.36818278645937,-0.170472486219152,1938156
1.36150687826868,-0.296166720271966,1938561
0.276173069855741,0.881840801562812,1966316
-1.41645014670533,0.330891578968228,1967281
-0.98750065119673,-0.56813655528396,1973544
0.572155253946268,-0.338328948580584,1975401
0.109528828037743,0.252970112967165,1976407
-1.09040661351242,-0.415833332759053,1978972
0.293747665323638,-0.97453932756158,1980052
0.323657151164737,0.55475707963217,2001182
-0.791403985083385,2.36856485489642,2002465
-0.680483913977716,-0.635478620814586,2004451
-0.769569101644871,-0.166262979182201,2006164
-0.653285809681059,0.675101490874994,2007309
0.379062877528208,-0.608796408597377,2009915
2.28002449304693,0.649791354867362,2010259
-0.800056787567908,-1.62671880793542,2010554
-0.17289502707103,-0.484647642460733,2026671
0.321228956843954,0.813750106787057,2033049
2.18083540866373,0.203862197542781,2034136
-0.796035073539591,-2.80240871180498,2040495
0.59679626790027,-0.7196454898791,2047354
-0.499019186712405,0.228181008334632,2051378
-1.03487833221594,0.788493443948274,2055667
-0.0719407265407336,0.52140319499545,2057358
0.714447205858307,0.886260543809719,2059713
-1.24562224392982,1.74821820755847,2069079
-0.339890520534678,0.416290116601624,2070958
0.907544705151138,1.18734498946328,2072215
-1.15667508213508,0.156482662995215,2075832
-0.197219259082102,0.989625863529958,2075846
-0.85390784786199,0.225872719562774,2076301
-0.411409818036449,0.233930357369806,2078198
-0.570946276169574,-0.416206855911563,2078899
-0.524351375895024,-0.990944946609516,2085349
-0.202148024256409,-1.06483442007269,2086044
-0.467134991578698,0.0140170313921385,2091555
0.00444800401552214,0.693150164260775,2092954
