"letm_prc_m012_250","letm_prc_d5_250","letm_prc_sphericity_249","letm_prc_grady_248","letm_prc_max_246","letm_prc_m004_234","letm_prc_density_231","letm_prc_gradz_227","sub"
-0.0915077416584529,-0.761960774103833,0.752428346435609,-0.032135503569088,-0.943728804582301,-0.514672601577749,-0.339997586823418,0.445320180145064,1085983
0.0224745224269323,-0.0701151915430755,-0.22915037648958,-0.541721505963586,0.430881916352894,-0.479908203495922,-0.452123285700162,0.66599833412841,1125173
-0.0121903559058603,0.779268220786293,0.246330617990013,0.678075623592773,-0.334068936678063,-0.534695250784642,0.396744611910513,-2.19079192707169,1154608
-0.164969705939555,1.02220455046937,-0.378343480575766,0.665396181059389,2.07955044328326,-0.483104554776901,-0.355481076765913,0.371994830537894,1181124
9.7237081695744,-0.340457907657809,-0.408805587489532,-2.10904939954142,-1.40580687055082,1.74521549025729,3.74125307368185,1.6178472301306,1183075
-0.0661223777165792,-0.796922566616173,2.90080149462826,-0.901940990802103,-1.19836419655772,-0.513770863853803,0.417891348432999,0.261001782647528,1232870
-0.136480852526505,-0.0692590582551621,0.815283813957202,-0.921174962377445,1.74992027651573,-0.488472047888814,-0.427385253107045,0.744613324823439,1279943
-0.126172035502049,-0.205999158461192,0.165506582330942,-0.477336076376802,0.253556507435954,-0.445708163277105,-0.326056537553109,-0.986941157711703,1329352
-0.118151880290299,0.77278142018299,-0.0475781985332368,-0.386196185420455,0.0599096537926191,-0.549569249014448,-0.398938947362935,-1.15731274592841,1330263
0.0250276274009283,2.94691163065337,1.86277159134844,-3.69679327552224,1.63417838962278,-0.560126996076252,2.46385069204772,-5.12535097201929,1364384
-0.0630504164547282,0.642963265766854,2.42532154279121,-0.206906403130495,0.502755647709086,-0.5481798509374,0.439416579170998,-0.229928028462109,1386095
0.0769970994135368,-0.939735400743658,1.50395532758341,-0.675478914698544,1.11262035170838,-0.511670728021066,-0.446798551880214,0.502356959807548,1458656
0.437586247302402,0.334955908972604,-1.1589923777586,0.615483163300741,-0.343824418063628,2.29699708579105,-0.266226283370246,0.548494456371269,1485662
0.0487953916175045,-0.805399776285626,0.993334524415355,-0.661856285489188,-0.275600823479207,-0.48544437611321,-0.355866744549803,-0.0322795242350594,1497807
0.488508262269597,-0.207553521964703,0.217254651493823,-0.422558675443262,-0.440970406455546,-0.18722866832853,-0.381234974464762,0.965451776569273,1501387
0.0226067047169278,-1.76593450352681,1.63095511297952,-0.0774898771616647,-2.22028315398822,-0.544444531945399,0.492052467756619,0.722675252478287,1518948
0.128376454606163,1.57810886853013,-0.161210142525628,-0.490444564217009,1.38463165229319,-0.266254306487469,-0.190485349583279,0.148134523004953,1526417
0.0543495492870535,-0.836153452736918,-0.414215312155696,-0.150152315781302,0.545913273219357,-0.325570078826085,-0.397402118601021,0.180040518332674,1565177
0.575291072226959,0.991068807832817,-1.39380339545529,0.872139304164885,-0.026003853756977,0.931160273232821,-0.430926929460146,-0.470939058385694,1606693
-0.0227155341374812,0.212752931894326,2.76453183773733,0.332674041196562,0.448645007052215,-0.521387081817321,-0.356865928846227,1.05760989990091,1612262
0.0273959574752198,0.497392691091595,0.133399168516062,-0.25509247767985,0.289129566685727,-0.371960686037255,-0.290233575509196,-0.0866141507350884,1614566
0.0953493590117378,-1.4271466518209,1.98455602911258,0.229998894345211,-1.37085577699098,-0.350758751258864,-0.308510203640648,0.589513577836851,1644034
1.20918131444597,1.3287752776073,-1.17670478472793,-0.883634999925897,0.230278206498726,0.252844355250163,-0.217464390150546,0.274007276832324,1668599
