"mkm6d_ptv_original_shape_Flatness_250","mkm6d_ptv_wavelet.HHL_firstorder_Median_250","mkm6d_ptv_wavelet.HHL_glcm_Correlation_250","mkm6d_ptv_lbp.3D.m2_firstorder_Maximum_250","mkm6d_ptv_wavelet.HHH_glcm_ClusterShade_237","mkm6d_ptv_lbp.3D.k_glcm_ClusterProminence_237","mkm6d_ptv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_228","sub"
1.35119706091473,-0.133307457275957,-0.861405150559696,-0.243401481745182,0.143028380497395,-0.753606678004277,-0.186193982689451,1085983
0.110236965876068,0.225292134623093,-0.942993020994047,-0.0255972894323855,0.142709555362943,0.0346456965266939,-0.195297918221742,1125173
-1.53027357938603,0.817889494321903,1.06845489517384,-0.243401481745182,-0.136241703560217,-0.227093220928138,-0.200758848093657,1154608
0.884728474582034,-0.289170487564419,1.14164441347335,-0.243401481745182,-0.39931882248631,-0.637287607867479,-0.158623656508189,1181124
0.245789447239916,-1.07135789012045,0.97159291356142,-0.243401481745182,-0.230086326521775,-0.640198144634603,-0.205482990286255,1183075
0.0380830206982791,-1.1359099373495,-0.552476911320339,-0.243401481745182,0.13171399815629,1.90179477720483,-0.164152734412683,1232870
0.194384973611451,0.726095874878769,-1.07077676883859,-0.0255972894323855,0.118977335726934,-0.365811797480051,-0.165840310691287,1279943
-1.02730961234489,0.170867640357532,-0.841823453997224,-0.243401481745182,0.750587303728288,0.225746159384089,-0.20203307190334,1329352
-1.32400921503537,0.608349608698512,-0.354001816497494,-0.243401481745182,0.0807200297707309,1.09745660199234,-0.152219133410111,1330263
-1.15899980052833,-1.10886855233425,-0.713820742014626,-9.78737882985162,-0.0764955265746936,3.54290955093217,-0.205562453090441,1364384
1.10959173052513,1.99064569259111,0.895074877166475,-0.243401481745182,0.508940400781155,2.21956883576596,-0.204515944164981,1386095
-1.33133499214597,1.44724876701257,-0.516099368643331,-0.0255972894323855,0.371595675066996,-0.0927126789694292,-0.205959904523075,1458656
